,Overall Avg,GT Answers,Question,Avg Score: original,Prediction: original,Avg Score: 2010-01-01 00:00:00,Predicted: 2010-01-01 00:00:00,Avg Score: 2014-01-01 00:00:00,Predicted: 2014-01-01 00:00:00,Avg Score: 2018-01-01 00:00:00,Predicted: 2018-01-01 00:00:00,Avg Score: 2021-05-02 14:34:03.614988,Predicted: 2021-05-02 14:34:03.614988
5228,38.0,The Man in the High Castle -- ,show about what if germany won the war,25.0,deciding to forgo his hesitancy and relative pacifism and choosing to become a committed member of the American Resistance to the Japanese Empire,0.0,No Edit,0.0,No Edit,31.0,deciding to forgo his hesitancy and relative pacifism,45.0,losing the war
8040,38.0,"in the fictional town of Hawkins , Indiana -- ",where is stranger things supposed to take place,88.5,fictional town of Hawkins,0.0,No Edit,0.0,No Edit,35.0,the 1980s,41.0,during the Cold War
5581,38.0,"June 17 , 1885 -- ",when was the statue of liberty given to the united states from france,38.0,1886,38.0,1886,38.0,1886,38.0,1886,38.0,1886
1501,38.0,engineer -- ,who is the person that drives the train,43.0,driver,0.0,No Edit,0.0,No Edit,0.0,No Edit,38.0,Redirect
2565,38.0,Never Wanted Nothing More -- Come Back Song -- ,what songs did chris stapleton write for other artists,34.0,"he has co-written with Vince Gill , Peter Frampton and Sheryl Crow",0.0,No Edit,38.0,over 150 of Stapleton's songs have appeared on albums,33.0,"he has co-written with Vince Gill, Peter Frampton and Sheryl Crow.[10]",43.0,six number-one country songs
4911,38.0,Olympic trials -- ,three athletic events that use the si system of measurement,38.0,sprints,38.0,sprints,38.0,sprints,38.0,sprints,38.0,sprints
177,38.0,The IW engine -- ,what engine does call of duty run on,12.0,60 frames per second,0.0,No Edit,0.0,No Edit,0.0,No Edit,38.0,Redirect
3080,38.0,2016 -- ,when did the jaguars last win a playoff game,75.0,2017,27.0,2005 season,0.0,six playoff appearances,75.0,2017,50.0,2000
9429,38.0,Michelangelo -- Galileo -- ,who is buried in basilica di santa croce,58.0,"some of the most illustrious Italians , such as Michelangelo , Galileo , Machiavelli , the poet Foscolo , the philosopher Gentile and the composer",18.0,"some of the most illustrious Italians,",18.0,"some of the most illustrious Italians,",58.0,"some of the most illustrious Italians, such as Michelangelo, Galileo, Machiavelli, the poet Foscolo, the philosopher Gentile and the composer",58.0,"some of the most illustrious Italians, such as Michelangelo, Galileo, Machiavelli, the poet Foscolo, the philosopher Gentile and the composer"
5595,38.0,Qatar -- ,where is the next world cup will be held,10.0,hosted by a country whose national team has never played a finals match before,15.0,Redirect,100.0,Qatar.,17.0,the next-ranked team will advance instead,20.0,first in a Muslim-majority country.[1]
7427,38.0,"June 16 , 2018 -- ",when does new episode of dragon ball super come out,38.0,2015,0.0,No Edit,0.0,No Edit,38.0,2015,38.0,2015
8061,38.0,4 February 2018 -- ,when does the new series of endevour start,71.0,2018,0.0,No Edit,41.0,14 April to 5 May 2013.[3],62.0,8 January 2017.,11.0,1969
3266,38.0,the third season -- ,what season did elena and damon get together,68.0,season 6,25.0,Redirect,27.0,summer,68.0,season 6,32.0,one
4511,38.0,Exocytosis -- ,packages protein for transport out of the cell,83.5,wikipedia Exocytosis,100.0,Exocytosis,15.0,soluble proteins,20.0,expelling them through an energy-dependent process,17.0,"transports molecules (e.g., neurotransmitters and proteins) out of the cell"
2909,38.0,Wonder Woman -- ,what is the next movie after suicide squad,61.0,"Batman v Superman : Dawn of Justice ( 2016 ) , Suicide Squad ( 2016 ) , Wonder Woman ( 2017 ) , and Justice League ( 2017 )",0.0,No Edit,0.0,No Edit,61.0,"Batman v Superman: Dawn of Justice (2016), Suicide Squad (2016), Wonder Woman (2017) and Justice League (2017).",15.0,"The Suicide Squad in 2021, Black Adam, The Flash and Aquaman 2 in 2022, and Shazam! Fury of the Gods in 2023,"
8436,38.0,1884 -- ,when did the men's doubles and women's singles events begin,0.0,two weeks after the Queen 's Club Championships,100.0,1884,0.0,"between 20 and 26 June,",25.0,2015,27.0,9 July 1877
2100,38.0,2017 -- ,last time yankees made it to the playoffs,38.0,2010 to 2012,38.0,1995 to 2007,38.0,1995 to 2007,38.0,1995 to 2007,38.0,1995 to 2007
2240,38.0,1986 -- ,when was dna first used in a criminal case,0.0,"to identify an unidentified person or whose identity needs to be confirmed , or to place a person at a crime scene or to eliminate a person from consideration",75.0,1984,75.0,1984,0.0,"to identify an unidentified person or whose identity needs to be confirmed, or to place a person at a crime scene or to eliminate a person from consideration",2.0,comparing criminal suspects' profiles to DNA evidence so as to assess the likelihood of their involvement in the crime.[1]
134,38.0,Patrick Breen -- ,who plays the cia director on madam secretary,38.0,Téa Leoni,0.0,No Edit,0.0,No Edit,38.0,Téa Leoni,38.0,Téa Leoni
4027,38.0,DeLonge -- ,who sings the parts in i miss you blink 182,63.5,guitarist Tom DeLonge and bassist Mark Hoppus,0.0,-182,25.0,Blink-182.,63.5,"guitarist Tom DeLonge and bassist Mark Hoppus,",63.5,"guitarist Tom DeLonge and bassist Mark Hoppus,"
3411,38.0,1996 -- 97 -- ,when is the last time the spurs missed the playoffs,38.0,1972 -- 73 season,38.0,1972–73 season,38.0,1972–73 season,38.0,1972–73 season,38.0,1972–73 season
8018,38.0,Maghrebi mint tea -- ,what kind of tea do they drink in morocco,38.0,strong dark mix,0.0,No Edit,0.0,No Edit,38.0,strong dark mix,38.0,strong dark mix
8156,38.0,Yorkville Grind -- ,who sang life is a three ring circus,25.0,wikipedia,0.0,No Edit,0.0,No Edit,38.0,Three Ring Circus,38.0,Three Ring Circus
3221,38.0,"July 27 , 2018 -- ",when does orange is the bew black start,38.0,2013,0.0,No Edit,38.0,2013,38.0,2013,38.0,2013
7478,38.0,over 100 million views -- ,taylor swift look what you made me do views,38.0,compliment Right Said Fred,0.0,No Edit,0.0,No Edit,38.0,"compliment Right Said Fred.""",38.0,"compliment Right Said Fred."""
6435,38.0,haddock -- ,what kind of fish do they eat in iceland,38.0,stockfish,38.0,stockfish,38.0,stockfish,38.0,stockfish,38.0,stockfish
7865,38.0,1972 -- ,when was the last time the knicks won a playoff series,50.0,1954,38.0,1952 to 1954,38.0,1952 to 1954,38.0,1952 to 1954,38.0,1952 to 1954
7214,37.875,collapsed during the early 21st century -- Structured demolition took place in 2010 -- ,what happened to the west pier in brighton,55.5,pier gradually collapsed,26.0,a Royal Air Force Hawker Typhoon single-engined monoplane fighter hit the pier and then crashed onto the beach.,29.0,two fires and several storms,55.5,pier gradually collapsed,41.0,closure to the public in 1975
8667,37.875,"August 30 , 70 CE -- ",when did the romans destroy the temple in jerusalem,36.5,"conquest of the city was complete on September 8 , 70 CE",21.5,retreat to the temple to avoid heavy losses,21.5,retreat to the temple to avoid heavy losses,33.0,"9/10 Tisha B'Av,",75.5,"sometime in August 70 CE,"
9795,37.875,46 ° 29 ′ 49 '' N 84 ° 20 ′ 44 '' W ﻿ / ﻿ 46.49694 ° N 84.34556 ° W -- ,where is sault ste marie located on a map,13.0,"northeastern end of Michigan 's Upper Peninsula , on the Canada -- US border",50.0,"Latitude: 46.49 N, Longitude: 84.35 W.",38.5,"city is located at Latitude: 46.49 N, Longitude: -84.35",13.0,"northeastern end of Michigan's Upper Peninsula, on the Canada–US border,",50.0,"Latitude: 46.49 N, Longitude: -84.35 W."
4612,37.875,Andy Taylor -- Aunt Bee -- Opie Taylor -- ,cast of characters from the andy griffith show,62.0,Sheriff Andrew Jackson `` Andy '' Taylor is Sheriff and Justice of the Peace of Mayberry,36.0,The,47.5,"The Andy Griffith Show,",34.0,sitcom television series,34.0,sitcom television series
5829,37.875,Christopher Robert Evans -- ,who is the actor who plays captain america,19.0,superhero roles as the Marvel Comics characters Captain America in the Marvel Cinematic Universe and Human Torch in Fantastic Four ( 2005 ) and its 2007 sequel,0.0,.,25.5,"superhero roles as Johnny Storm / Human Torch in Fantastic Four (2005) and Fantastic Four: Rise of the Silver Surfer (2007),",73.5,"Christopher Robert Evans (born June 13, 1981)[1] is an American actor and filmmaker.",52.5,Scott Evans.[8]
7334,37.875,Sachchidananda Sinha -- ,who presided over as the chairman of the assembly in 1946,30.0,G.V. Mavlankar,0.0,1946,96.5,Dr. Sachchidananda Sinha,30.0,G. V. Mavlankar,25.0,B.R Ambedkar.
8171,37.875,United States -- ,who has the top economy in the world,23.0,world 's largest economy with a GDP of approximately $18.56 trillion,40.0,countries of the world,27.0,countries,62.5,"The United States is the world's largest economy with a GDP of approximately $18.56 trillion,",22.0,"world's largest economy with a GDP of approximately $20.513 trillion,"
2239,37.875,the Philadelphia area -- ,where do they live in boy meets world,24.0,shabby apartment for married couples on campus,15.0,school,94.5,"Philadelphia area,",18.0,college as a married man,24.0,shabby apartment for married couples on campus
1897,37.875,$11.18 million per taxpayer -- ,what are the estate tax rates for 2018,100.0,$11.18 million per taxpayer,13.0,19.7%,25.5,"$5,250,000 for estates of persons dying in 2013[2] and $5,340,000 for estates of persons dying in 2014",13.0,19.7%,100.0,$11.18 million per taxpayer
9959,37.875,"on an isthmus between Puget Sound ( an inlet of the Pacific Ocean ) and Lake Washington , about 100 miles ( 160 km ) south of the Canada -- United States border -- ",where is seattle located in the united states,39.5,northernmost large city in the contiguous United States .,42.0,western part of Washington state,56.5,Washington.,46.5,Seattle (/siˈætəl/ (listen)) is a seaport city on the west coast of the United States.,6.5,Seattle
7481,37.875,1945 -- ,when did north korea and south korea divide,100.0,1945,60.5,"1945 Allied victory in World War II,",38.0,1950 to 1953,53.0,"division of Korea between North and South Korea occurred after World War II, ending the Empire of Japan's 35-year rule over Korea in 1945.",0.0,the 38th parallel as the dividing line. They chose it because it divided the country approximately in half
5769,37.875,"a line joining the Walde Lighthouse ( France , 1 ° 55'E ) and Leathercoat Point ( England , 51 ° 10'N ) -- ",where does the english channel end and the north sea begin,49.5,Leathercoat Point is at the north end of St Margaret 's Bay,33.5,joins the North Sea to the Atlantic.,49.5,"Leathercoat Point is at the north end of St Margaret's Bay,",49.5,"Leathercoat Point is at the north end of St Margaret's Bay,",19.0,northeastern end
1921,37.875,Los Angeles Memorial Coliseum -- ,where are the la rams playing their home games,28.0,just across the street from Exposition Park,30.0,"across the street from Exposition Park,",65.5,"The Los Angeles Memorial Coliseum, colloquially known as just ""The Coliseum"", is a large outdoor sports stadium in the University Park neighborhood of Los Angeles,",28.0,"just across the street from Exposition Park,",28.0,"just across the street from Exposition Park,"
6389,37.875,Heckler & Koch Mark 23 Mod 0 -- SIG Sauer M17 Modular Handgun System -- ,what kind of pistol does the army use,23.0,. Typically service pistols are revolvers or semi-automatic pistols,47.0,service pistol is any handgun (revolver or semi-automatic,30.5,service pistol is any handgun issued to military personnel. Typically service pistols are revolvers or semi-automatic pistols,37.0,revolvers or semi-automatic pistols,37.0,revolvers or semi-automatic pistols
5649,37.833333333333336,Providence Plantation -- ,which colony was founded as a colony of religious freedom in reaction to the puritans,90.5,colony of Providence Plantation,0.0,No Edit,18.0,"some Puritans began considering founding their own colony where they could worship in a fully reformed church,",73.5,"1636, the exiled Williams founded the colony of Providence Plantation.",22.0,Massachusetts Bay Company.
5405,37.75,about 1980 -- ,when was the construction of the berlin wall finished,29.0,1992,43.0,1989,50.0,"13 August 1961,",29.0,1992,29.0,1994
4116,37.75,"Prince George , the eldest child of the Duke of Cambridge -- ",third in line to the throne of england,75.5,"eldest child of the Duke of Cambridge , followed by his sister , Princess Charlotte and younger brother , Prince Louis",28.0,"daughter, the Lady Jane Grey.",37.0,his youngest brother John assumed the Crown instead.,49.5,younger son of the Prince of Wales.,36.5,"his younger brother, Prince Louis."
1826,37.75,"January 3 , 2018 -- ",when does the blacklist season 5 episode 9 air,55.5,"16 , 2018",0.0,No Edit,0.0,No Edit,39.0,"September 27, 2017",36.5,2018.[2] The season aired the series' 100th episode.
1707,37.75,Nova Scotia Business Inc. -- ,who is financing the curse of oak island,24.0,Marty and his brother Rick,0.0,No Edit,0.0,No Edit,6.0,"brothers Marty and Rick Lagina from Michigan in their attempt to solve the Oak Island mystery. Using modern technology and independent researchers[3],",69.5,"Nova Scotia Business Inc. approved $1,271,546 in film funding for the production of the 4th season.[22]"
3969,37.75,an open letter -- ,who is the audience of letter from birmingham jail,0.0,58,23.0,city government and downtown retailers,52.0,The Letter from Birmingham Jail,52.0,"The Letter from Birmingham Jail,",24.0,thousands of African Americans dressed for Good Friday
2861,37.75,Asian countries -- ,where are most immigrants coming from to canada,28.0,"most immigrants come from South Asia , China and Caribbean",51.0,South Asia and China,36.0,most immigrants come from South Asia and China,28.0,"most immigrants come from South Asia, China and Caribbean",36.0,"continental Europe,"
6843,37.75,Trek Buccino in Season 1 -- ,who plays the voice of night ninja on pj masks,7.0,2015,0.0,No Edit,0.0,No Edit,44.5,Disney Junior in the United States,31.0,7 February 2016.
1754,37.75,the Irish folk band The Beasley Brothers -- ,who sang the original whiskey in a jar,27.5,ballad - monger,43.5,"fol the daddy O,Whack fol the daddy",40.0,an Irish ballad-monger,27.5,ballad-monger,40.0,an Irish ballad-monger
3658,37.75,Fallout -- ,what book comes after glass in the crank series,17.0,third,17.0,Glass,100.0,"Fallout,",17.0,third,17.0,third
3507,37.75,Post-monsoon or autumn season -- ,what season is it in november in india,73.5,monsoon rainy season,11.0,winter,11.0,winter,73.5,monsoon rainy season,55.5,rainy season
4078,37.75,Stellan Skarsgård -- ,pirates of the caribbean cast will turner's dad,25.0,Bootstrap Bill Turner - wikipedia William,18.5,"captain..."", Bootstrap cuts out Will's heart and places it into the Dead Man's Chest, making his son the new captain.",25.0,Redirect,82.5,portrayed by Stellan Skarsgård.[1][2],25.0,Redirect
788,37.75,Joan Cusack -- ,who does the voice of jessie in toy story,26.0,Jessie The Yodeling Cowgirl,24.0,(voice actress Mary Kay Bergman,12.0,Jessie,15.0,Mary Kay Bergman,100.0,Joan Cusack.
1858,37.75,The Wailers -- ,who did the original i shot the sheriff,25.0,corrupt local sheriff,39.0,the local sheriff,39.0,the local sheriff,39.0,the local sheriff,34.0,the government would have made a fuss
491,37.75,1994 -- ,when did the olympics start every 2 years,38.0,1924 to 1936,75.0,1924,0.0,.,38.0,1924 to 1936,38.0,1924 to 1936
1663,37.75,"The text is traditionally attributed to Paul the Apostle , but doubt on Pauline authorship is reported by Eusebius , and modern biblical scholarship considers its authorship unknown , perhaps written in deliberate imitation of the style of Paul . -- ",who wrote the new testament book of hebrews,54.5,the Apostle,37.0,The Epistle to the Hebrews is one of the books in the New Testament.,39.5,"no author is named, the original King James Version of the Bible titled the work ""The Epistle of Paul the Apostle to the Hebrews"".",70.0,modern biblical scholarship considers its authorship unknown,4.5,prophets
5985,37.75,belonged to the nobility and formed the ruling class -- ,what was the role of the zamindars in mughal administration,43.5,subordinate to the crown,20.5,to collect taxes from peasants,43.5,subordinate to the crown,43.5,subordinate to the crown,43.5,subordinate to the crown
4935,37.75,Bathukamma -- ,which festival in india is also known as festival of flowers,12.0,floral,0.0,spring,35.0,panduga,16.0,floral festival,100.0,bathukamma
7747,37.75,62 guides -- ,how many guides are in the orange section of the erg,68.0,62,15.0,four,0.0,170,68.0,62,68.0,62
5459,37.75,Gene Sarazen -- ,who hit the shot heard round the world golf,35.0,second shot,76.0,Gene Sarazen holed an double eagle,35.0,second shot,20.0,playoff.[4][5] This second shot,20.0,playoff.[4][5] This second shot
8599,37.75,to help pay for troops stationed in North America after the British victory in the Seven Years ' War and its North American theater of the French and Indian War -- ,what was parliament’s specific purpose in passing the stamp act,73.5,to help pay for troops stationed in North America,26.5,to collect revenue directly from the colonists,26.5,to collect revenue directly from the colonists,31.0,to collect revenue directly from the colonists for a specific purpose,67.0,to pay for British military troops stationed in the American colonies
6828,37.625,below a boat along the central line -- ,where is the keel located on a boat,48.0,"keel runs along the centerline of the ship , from the bow to the stern",36.0,boats and ships,36.0,boats and ships,36.0,boats and ships,42.5,the bottom-most longitudinal structural element on a vessel
2946,37.625,"Six Companies , Inc. -- ",who was in charge of building the hoover dam,28.0,massive concrete arch - gravity dam,13.0,"Herbert Hoover,",28.0,massive concrete arch-gravity dam,81.5,"a consortium called Six Companies, Inc.,",28.0,massive concrete arch-gravity dam
6047,37.625,Sunil Lahri ( also called Sunil Lahiri or Sunil Lehri ) -- ,who played the role of laxman in ramayan,0.0,.,67.5,Sunil Lahri,15.5,Ramayan.,0.0,.,67.5,Sunil Lahri
8030,37.625,Anthropology -- ,what do we call the study of human populations and their characteristics,25.0,evolutionism,75.5,biological or physical anthropology,25.0,/ænθr[invalid input: 'ɵ']ˈpɒlədʒi/,25.0,evolutionism,25.0,evolutionism
1846,37.625,Alexandra Palace -- ,in the mid 1930s the bbc started broadcasting from which london landmark,13.0,2 November 1936 .,33.0,the BBC antenna in Brookmans Park.,88.0,Alexandra Palace in London,17.0,transmitting station,12.5,2 November 1936.[2]
9275,37.625,the British -- ,who won the battle of freeman's farm,65.5,Americans over the British in the American Revolutionary War .,39.5,"Burgoyne had gained the field of battle,",39.5,"Burgoyne had gained the field of battle,",32.0,Burgoyne,39.5,"Burgoyne had gained the field of battle,"
1175,37.625,"U.S. Capitol , Washington , D.C. , U.S. -- ",where is john trumbull's painting the declaration of independence,5.5,wikipedia,77.0,U.S. Capitol.,5.5,rotunda,25.5,on the reverse of the two-dollar bill,42.5,placed in the United States Capitol rotunda in 1826.
3846,37.625,Northern Inuit -- ,what kind of dogs are the dire wolves in game of thrones,26.0,crossbred,6.0,domestic dog breed,26.0,crossbred,26.0,crossbred,92.5,Northern Inuit Dogs
2274,37.5,filter - feeding -- respiration of aquatic chordates -- ,what is the function of pharyngeal pouches in aquatic chordates,30.0,important for thymus development,60.0,modified for respiration,30.0,important for thymus development,30.0,important for thymus development,30.0,important for thymus development
4,37.5,"the use of lush string arrangements with a real orchestra and often , background vocals provided by a choir -- ",the nashville sound brought a polished and cosmopolitan sound to country music by,34.0,the sound of money '' .,43.5,"replacing elements of the popular honky tonk style (fiddles, steel guitar, nasal lead vocals) with ""smooth"" elements from 1950s pop music",35.0,"The Nashville sound was pioneered by staff at Decca Records, RCA Records and Columbia Records in Nashville, Tennessee,",37.5,producers Billy Sherrill (who was instrumental in shaping Tammy Wynette's early career) and Glenn Sutton.,34.0,the sound of money
6133,37.5,1898 -- ,when did pr become part of the us,100.0,1898,0.0,2006,50.0,1493,100.0,1898,0.0,recognized Puerto Rico as an overseas province of Spain.
9976,37.5,"locally opens the double - stranded DNA ( usually about four turns of the double helix ) so that one strand of the exposed nucleotides can be used as a template for the synthesis of RNA , a process called transcription -- ",what role does rna polymerase play in transcription,48.5,initiates RNA transcription,26.5,"allows a cell to adapt to a changing environment, perform specialized roles within an organism, and maintain basic metabolic processes necessary for survival",26.5,"allows a cell to adapt to a changing environment, perform specialized roles within an organism, and maintain basic metabolic processes necessary for survival",48.5,"initiates RNA transcription,",48.5,"initiates RNA transcription,"
9900,37.5,"Construction started in March 1952 and the bridge opened to traffic on December 15 , 1955 -- ",when was the old tappan zee bridge built,89.5,"1952 and the bridge opened to traffic on December 15 , 1955",0.0,No Edit,0.0,No Edit,37.5,Tappan Zee Bridge,37.5,Tappan Zee Bridge
6977,37.5,2013 -- ,when did ariana grande get signed to republic records,25.0,1995,0.0,signed onto them recently,50.0,2000,25.0,1995,75.0,2018
6430,37.5,"June 20 , 2017 -- ",when did dead by daylight come out for ps4,75.0,2017,0.0,No Edit,0.0,No Edit,75.0,2017,0.0,.
2657,37.5,the nuns at Nonnberg Abbey -- ,who sings how do you solve a problem like maria,73.5,the nuns,25.5,if you tell a story in a song,25.5,if you tell a story in a song,25.5,if you tell a story in a song,73.5,the nuns
9258,37.5,Atlético Madrid -- ,who did de gea used to play for,15.0,Premier League club Manchester United and the Spain national team,16.0,youth teams,19.0,Manchester United,15.0,Premier League club Manchester United and the Spain national team.,100.0,"Atlético Madrid,"
7267,37.5,2011 -- ,when did the brewers last make the playoffs,25.0,1990,50.0,2008,25.0,1990,25.0,1990,50.0,1981
530,37.5,Viv Richards -- Sachin Tendulkar -- Sanath Jayasuriya -- ,who is known as master blaster in cricket,19.0,wikipedia,33.0,music: In,39.0,Master Blaster,39.0,Master Blaster,39.0,Master Blaster
7602,37.5,three of the four -- ,who gets married in sex and the city 2,35.0,"her husband , Steve",37.5,Sex and the City 2,37.5,Sex and the City 2,37.5,Sex and the City 2,37.5,Sex and the City 2
700,37.5,1985 -- ,when did drinking age change to 21 in connecticut,25.0,2010,75.0,1988,25.0,2010,25.0,2010,25.0,2010
3435,37.5,Justin Henry -- ,who is the little boy in kramer vs kramer,16.5,playing the object of the titular custody battle in the 1979 film Kramer vs. Kramer,100.0,Justin Henry,0.0,.,16.5,"playing the object of the titular custody battle in the 1979 film Kramer vs. Kramer,",33.5,Kramer vs. Kramer.
1989,37.5,"June 16 , 2017 -- ",when did once upon a time in venice come out,75.0,2017,0.0,No Edit,0.0,No Edit,0.0,.,75.0,2017
149,37.5,2007 -- ,when did tiger woods win his last pga tournament,0.0,1991,25.0,1997,75.0,2009,25.0,1997,25.0,2019 Masters.
7517,37.5,1769 -- ,when did the british arrive in new zealand,50.0,1642,50.0,1642,50.0,1642,50.0,1642,0.0,missionaries arrived.
3912,37.5,"13 per 100,000 -- ",what is the mortality rate for c sections,75.0,"0.25 per 1,000",0.0,85%,0.0,85%,75.0,"0.25 per 1,000",75.0,"0.25 per 1,000"
6116,37.5,15 June 2017 -- ,when is season 2 of talking tom and friends coming out,100.0,15 June 2017,0.0,No Edit,0.0,No Edit,75.0,2017,0.0,.
5112,37.5,indicate their extremely low level of reactivity -- ,where did the noble gases get their name,13.0,gas - wikipedia,11.0,helium,31.5,the first six periods of the periodic table,31.5,the first six periods of the periodic table,76.0,"gas is translated from the German noun Edelgas, first used in 1898 by Hugo Erdmann[2] to indicate their extremely low level of reactivity."
3525,37.5,homologous recombinational repair -- ,rad52 is involved in which type of dna damage repair,37.5,double - strand break repair,37.5,double-strand break repair,37.5,double-strand break repair,37.5,double-strand break repair,37.5,double-strand break repair
5593,37.5,18 -- ,what age do you have to be to smoke in france,0.0,.,50.0,16,0.0,25,100.0,18,0.0,smoking age is the minimum legal age required to purchase or use tobacco products
1416,37.5,1973 -- ,when was the ombudsman’s office in england set up,0.0,established in Article 86 of the Constitution,75.0,1967,25.0,2003,25.0,2003,25.0,2003
7526,37.5,2017 -- ,what is the last time the philadelphia eagles won the super bowl,25.0,1960,50.0,2004,50.0,2004,25.0,1988,25.0,1960
7188,37.5,1946 -- ,when did the draft end for world war 2,0.0,when the United States Armed Forces moved to an all - volunteer military force,50.0,1973,50.0,1973,0.0,when the United States Armed Forces moved to an all-volunteer military force.,50.0,1973
5100,37.5,five pounds -- ,how much is a crown in english money,38.0,legal tender value of the crown remained as five shillings,27.0,5 shillings,11.0,28.276g,56.0,five shillings,56.0,five shillings
8998,37.5,1970 -- ,when did they stop making all silver half dollars,25.0,2002,25.0,2001,75.0,1965 to 1970,25.0,2002,25.0,2002
3396,37.5,"May 15 , 2018 -- ",when does the 100 season 5 episode 4 come out,76.5,2018,0.0,No Edit,0.0,No Edit,40.0,2017,35.0,"March 19, 2014, and September 30, 2020."
5652,37.5,2009 -- ,when did the dodgers move to az for spring training,25.0,1948,75.0,2010,25.0,1948,25.0,1948,25.0,1958
1537,37.5,May 1990 -- ,when was the little mermaid released on vhs,83.5,1990,0.0,.,50.0,1989,50.0,1989,50.0,1989
3232,37.5,1985 -- ,what year did the san francisco giants lose 100 games,25.0,2010,0.0,(#=Won Wild Card),50.0,1883,50.0,1883,50.0,1883
4104,37.5,Hydraulic brakes use a liquid -- ,what is the difference between air brakes and hydraulic brakes,55.5,the manner of applying brakes is usually different from regular hydraulic type systems,45.5,consisting of a standard disc or drum brake arrangement using compressed air in place of hydraulic fluid,30.0,air brakes must not be pumped repeatedly as the repetitive application and release of air will drain the system prematurely,55.5,the manner of applying brakes is usually different from regular hydraulic type systems,19.0,disadvantages
2398,37.5,5.291 772 1067 ( 12 ) × 10 m -- ,what is the radius of the hydrogen atom,8.5,"hydrogen , a single electron orbits the nucleus and its smallest possible orbit , with lowest energy , has an orbital radius almost equal to the Bohr radius",63.5,5.2917720859(36)×10−11 m,22.0,≈1.5a0,8.5,"hydrogen, a single electron orbits the nucleus and its smallest possible orbit, with lowest energy, has an orbital radius almost equal to the Bohr radius.",56.0,5.29177210903(80)×10−11 m.[1][note
4609,37.5,2019 -- ,when does star trek discovery season two start,75.0,2018,0.0,No Edit,0.0,No Edit,75.0,2017,0.0,where the first season ended
2195,37.5,Team Europe -- ,who won usa vs the world anw 2018,20.0,Americans,0.0,No Edit,0.0,No Edit,0.0,No Edit,37.5,the team who got the highest points would be the ANW champions.
877,37.5,Visa not required -- ,visa requirements for irish citizens travelling to israel,22.0,185 countries and territories,0.0,No Edit,57.0,visa requirements for Irish citizens.,33.5,diplomatic or official passports of Ireland have additional visa-free access to Kuwait.,22.0,188 countries and territories
3836,37.5,"usually done by a veterinarian , who pierces the septum with a scalpel or punch -- ",how do you put a ring in a bull's nose,26.0,a bull staff and use it,26.0,a bull staff and use it,49.0,through the septum,49.0,through the septum,26.0,a bull staff and use it
3696,37.5,1917 -- ,when did the radio flyer wagon come out,6.0,"1901 broadcast the first transatlantic radio signal . Charles Lindbergh completed the first solo , non-stop flight across the Atlantic in 1927",0.0,second half of the 20th century,0.0,The new Radio Flyer wagons were named for Pasin's fascination with radio and with flight.[2],75.0,1901,75.0,1901
9906,37.5,Ohio -- New Jersey -- Indiana -- Detroit -- ,where is the pierogi pocket located in the united states,38.0,dough pocket,26.0,"pasta pockets filled with jam, túró or sometimes meat.[6]",57.0,northern India.,38.0,pierogi ruskie,29.0,dough pocket Sealing the pierogi
5688,37.5,1922 -- ,when did the us end its open door policy,50.0,1978,0.0,"each nation evaded Hay's request, taking the position that it could not commit itself until the other nations had complied.",50.0,1978,50.0,1978,50.0,1931
6803,37.5,The Acts -- ,what book in the bible comes after john,39.0,the former being one number behind the latter,39.0,the former being one number behind the latter,39.0,the former being one number behind the latter,39.0,the former being one number behind the latter,33.0,"The Vulgate follows the Septuagint numbering, while the King James Version follows the numbering of the Masoretic Text."
9741,37.5,"February 17 , 2017 . -- ",when does season 2 of seven deadly sins,55.0,"aired on January 13 , 2018",0.0,No Edit,0.0,No Edit,30.0,2018,45.0,"aired from January 13 to June 30, 2018."
5817,37.5,1864 -- ,when was the red cross symbol first used,0.0,red cross symbolizes as an identifier for medical personnel during wartime,50.0,1924,100.0,1864,0.0,during wartime,0.0,red cross symbolizes as an identifier for medical personnel during wartime
2133,37.5,1931 -- ,when was delhi made the capital of british rule in india,100.0,1931,0.0,city's capital status has amplified the importance of national events and holidays.,0.0,invalid,75.0,1911,75.0,1911
1812,37.375,"based on the `` Steelmark '' , originally designed by Pittsburgh 's U.S. Steel -- ",where did the pittsburgh steelers get their name,39.5,baseball team of the same name,31.0,black and gold as their colors since the club's inception,39.5,baseball team of the same name,39.5,baseball team of the same name,39.5,baseball team of the same name
4108,37.375,John Cena -- ,who has won the most titles in wwe,24.0,thirteen,29.0,eight,27.0,eleven,24.0,thirteen,69.5,John Cena has the most reigns with 13.
4743,37.375,Coyote Ugly -- ,what film is the song wherever you will go in,34.0,teenage soap opera,19.0,Star Trek: Enterprise,12.0,"relocates the band at the Los Angeles River, where they perform while a teenage soap opera",34.0,teenage soap opera,84.5,2000 film Coyote Ugly
4519,37.375,Hans Lippershey -- ,who invented the first telescope in the world,82.5,spectacle - maker Hans Lippershey,20.0,"Christiaan Huygens and his brother Constantijn Huygens,",20.0,Jesuit Christoph Scheiner,82.5,spectacle-maker Hans Lippershey,27.0,the Greek poet/theologian Giovanni Demisiani
