,Overall Avg,GT Answers,Question,Avg Score: original,Prediction: original,Avg Score: 2010-01-01 00:00:00,Predicted: 2010-01-01 00:00:00,Avg Score: 2014-01-01 00:00:00,Predicted: 2014-01-01 00:00:00,Avg Score: 2018-01-01 00:00:00,Predicted: 2018-01-01 00:00:00,Avg Score: 2021-05-04 05:37:52.352568,Predicted: 2021-05-04 05:37:52.352568
2157,48.25,"Ledge Point , Western Australia -- ",where was the biggest great white shark found,33.0,"around Dyer Island , South Africa",42.0,coastal surface waters in all major oceans,65.0,south Australian waters,43.0,coastal surface waters of all the major oceans,43.0,coastal surface waters of all the major oceans
5473,48.25,"in Beijing and towns in the neighboring Hebei province , People 's Republic of China -- ",where is the next winter olympics being held at,90.0,in Beijing and towns in the neighboring Hebei province,2.0,2022 edition,25.0,"Åre, about 610 km (380 mi) from Stockholm, is scheduled to host eight of the alpine skiing events.",76.0,"Beijing and towns in the neighboring Hebei province, China from 4 to 20 February 2022.[2]",90.0,"in Beijing and towns in the neighboring Hebei province,"
9328,48.25,O2 's owners Telefónica -- ,who is the giffgaff mobile network run by,84.5,O2 's owners,24.0,team giffgaff,28.0,Mobile Virtual Network Operator (MVNO),84.5,O2's owners,56.5,"Telefónica Uk Limited,[4][5]"
2431,48.125,on the west side of the Hudson River at Albany -- ,where does the erie canal meet the hudson river,65.5,where Albany meets the Hudson River to where Buffalo meets Lake Erie,48.5,"canal boats met, the boat with right-of-way steered to the towpath side of the canal.",51.0,"the outlet of Cayuga Lake west of Syracuse),",43.5,"outlet of Cayuga Lake west of Syracuse),",49.5,"canal boats met, the boat with the right of way remained on the towpath side of the canal."
6854,48.125,Gerard Butler as the Phantom -- Patrick Wilson as Raoul -- Emmy Rossum as Christine -- ,who stars in the phantom of the opera movie,36.0,Michael Crawford,36.0,Michael Crawford,54.0,Colm Wilkinson,48.5,Michael Crawford starred in the title role with Sarah Brightman as Christine and Steve Barton as Raoul.,54.0,Colm Wilkinson
9854,48.125,Roger Bannister -- ,the first man to run a mile in 4 minutes,18.0,the four - minute barrier was first achieved on 6 May 1954 at Oxford University 's Iffley Road Track,72.5,"first achieved in 1954 by Roger Bannister in 3'59.4"".",65.0,"the four-minute barrier was first achieved on 6 May 1954, by Englishman Roger Bannister.",36.0,James Parrott,19.0,the first successful four-minute mile was run by James Parrott on 9 May 1770.[28]
2835,48.125,"71,000 -- 75,000 ( estimated ) -- ",how many confederate soldiers died in the battle of gettysburg,55.0,"46,000 and 51,000",27.5,152 men standing,55.0,"46,000 and 51,000",55.0,"46,000 and 51,000",55.0,"46,000 and 51,000"
7442,48.125,about a million people -- ,what was the population of ancient rome at its height,100.0,about a million people,34.0,practically all free inhabitants of Italy were Roman citizens.,18.5,"population of the city fell drastically in the Late Empire after Rome ceased to be the capital of the Empire, and remained far lower than its ancient peak",100.0,about a million people,40.0,civilisation of ancient Rome.
4028,48.0,"the wider issue of gun violence in the United States , the high rate of mass shootings in the United States , along with longstanding racism and discrimination against African Americans -- ",what is the video this is america about,56.0,gun violence,0.0,No Edit,0.0,No Edit,0.0,No Edit,48.0,"gun violence in America"".[26]"
3869,48.0,the President -- ,who appoint the governor of a state in india,66.5,governors and lieutenant - governors are appointed by the President,0.0,No Edit,0.0,No Edit,0.0,No Edit,48.0,Redirect
6352,48.0,"responsible for law enforcement within the City of London , including the Middle and Inner Temples -- ",what do the city of london police do,27.5,deal with firearms incidents,88.5,"law enforcement within the City of London, England, including the Middle and Inner Temple.",34.5,its separate police force is one manifestation,34.5,its separate police force is one manifestation,34.5,its separate police force is one manifestation
7078,48.0,Barry Bonds -- ,who has the most home runs in major league baseball,64.0,Barry Bonds holds the Major League Baseball home run record with 762 .,0.0,762,64.0,Barry Bonds holds the Major League Baseball home run record with 762.,64.0,Barry Bonds holds the Major League Baseball home run record with 762.,64.0,Barry Bonds holds the Major League Baseball home run record with 762.
84,48.0,Barry Bonds -- ,who's hit the most home runs in major league baseball,64.0,Barry Bonds holds the Major League Baseball home run record with 762 .,0.0,762.,64.0,Barry Bonds holds the Major League Baseball home run record with 762.,64.0,Barry Bonds holds the Major League Baseball home run record with 762.,64.0,Barry Bonds holds the Major League Baseball home run record with 762.
7987,48.0,General of the Air Force ( five - star general ) -- ,what is the highest rank in the us air force,48.0,lieutenant general,48.0,lieutenant general,48.0,lieutenant general,48.0,lieutenant general,48.0,lieutenant general
4136,48.0,Skyler Gisondo -- ,who plays nick in night at the museum,22.0,Dan Stevens was cast as Lancelot .,0.0,No Edit,48.0,"Ben Stiller,",48.0,Ben Stiller,48.0,Ben Stiller
1917,48.0,Lisa Salters -- Joe Tessitore -- ,who are the broadcasters on monday night football,32.0,sportscasters who have served as commentators,48.0,commentators,48.0,commentators,48.0,commentators,48.0,commentators
5364,48.0,"Raleigh -- Durham , North Carolina , United States -- ",where is hgtv's love it or list it filmed,86.5,United States in North Carolina,0.0,No Edit,31.0,not meeting the complete list,84.0,United States in North Carolina.[1],29.0,real estate listings
7417,48.0,United States -- ,who has the number one economy in the world,23.0,world 's largest economy with a GDP of approximately $19.39 trillion,40.0,countries of the world,27.0,countries,62.5,"The United States is the world's largest economy with a GDP of approximately $18.56 trillion,",62.5,"The United States is the world's largest economy with a GDP of approximately $20.513 trillion,"
7213,48.0,Kansas City ( Missouri ) -- ,where did the oregon trail start in missouri,48.0,on the Missouri River .,0.0,No Edit,48.0,on the Missouri River.,48.0,on the Missouri River.,48.0,on the Missouri River.
8989,47.875,"Nubia , located at the Sudanese and southern Egyptian Nile Valley -- ",where was the ancient kingdom of kush located,90.0,Sudanese and southern Egyptian Nile Valley,45.0,"centered on the confluences of the Blue Nile, White Nile and River Atbara in what is now the Republic of Sudan.",42.5,"on the confluences of the Blue Nile, White Nile and River Atbara",46.0,"at the confluences of the Blue Nile, White Nile and River Atbara",58.0,northern Sudan and southern Egypt.
6757,47.875,Clendenin -- ,where is herbert hoover high school in wv,69.5,"Clendenin , West Virginia , United States",78.0,"Clendenin, West Virginia.",17.0,"Falling Rock, West Virginia.",69.5,"Clendenin, West Virginia, United States.",27.0,"Elkview, West Virginia, United States."
6548,47.875,Edith `` Edie '' Falco -- ,who is the actress that plays nurse jackie,25.0,Diane Whittlesey in the HBO series Oz ( 1997 -- 2000 ),100.0,"Edith ""Edie"" Falco",13.5,"Diane Whittlesey in the HBO series Oz, as Carmela Soprano on the HBO series The Sopranos, and as the titular character of the Showtime series Nurse Jackie.",39.0,"Judith Anderson,",39.0,"Judith Anderson,"
5370,47.875,"is a collection of 85 articles and essays written under the pseudonym `` Publius '' by Alexander Hamilton , James Madison , and John Jay to promote the ratification of the United States Constitution . -- ",who were the authors of the federalist and what was the purpose of writing it,46.5,to influence the vote in favor of ratifying the Constitution,53.0,to influence the vote in favor of ratification and to shape future interpretations of the Constitution.,46.5,"to influence the vote in favor of ratifying the Constitution,",46.5,"to influence the vote in favor of ratifying the Constitution,",45.5,to influence the voters to ratify the Constitution.
8171,47.875,either as a nobiliary particle indicating a noble patrilineality or as a simple preposition that approximately means of or from in the case of commoners -- ,what does von in front of a german name mean,40.5,from ( the city of ) Duisburg,56.0,of or from,56.0,of or from,40.5,from [the city of] Duisburg.,39.0,"""Hans from [the city of] Duisburg""."
9290,47.875,Abraham Lincoln -- ,who was the president at the time of the civil war,84.0,U.S. President Abraham Lincoln,20.0,Jefferson Davis,60.0,"1860 presidential election, Republicans, led by Abraham Lincoln, opposed the expansion of slavery into United States' territories. Lincoln won,",20.0,first Republican Party candidate to win the presidency.,91.5,After Abraham Lincoln
9179,47.75,distributed in the form of density routes throughout the pancreas of a healthy adult human -- ,where is the islets of langerhans gland located,58.5,neck of the pancreas,48.0,islets of Langerhans are the regions of the pancreas,58.0,pancreas,63.5,human pancreas,21.5,pancreatic tissue
5554,47.75,Robert M. Pirsig -- ,who wrote zen and the art of motorcycle maintenance,100.0,Robert M. Pirsig,15.0,Zen and the Art of Motorcycle Maintenance: An Inquiry into Values,36.0,his son Chris.,100.0,"Robert M. Pirsig,",40.0,his son Chris.[1]
5634,47.75,China -- ,who won the most gold medals in 2008 olympics,11.0,48 gold medals,61.5,"Athletes from China won 51 gold medals,",61.5,"Athletes from China won 51 gold medals,",11.0,48 gold medals,57.0,"Athletes from China won the most gold medals, with 48 gold medals."
6821,47.75,nutrition facts labels -- ,where is the daily value found and used,6.0,wikipedia,59.0,printed on food labels,11.0,The Reference Daily Intake or Recommended Daily Intake (RDI),100.0,nutrition facts labels,21.0,intake level of a nutrient that is considered to be sufficient to meet the requirements of 97–98% of healthy individuals in every demographic in the United States.
8914,47.75,a sheriff 's deputy known as the Rookie or Deputy who is part of the task force sent to Hope County to arrest Seed -- ,who do you play as in far cry 5,63.5,a sheriff 's deputy,0.0,No Edit,0.0,No Edit,62.5,sheriff's deputy,33.0,an unnamed junior Deputy—arrive
8100,47.75,"originates in the brainstem , passes through the foramen magnum , and continues through to the conus medullaris near the second lumbar vertebra before terminating in a fibrous extension known as the filum terminale -- ",where does the spinal cord begin and end in adults,56.5,filum terminale,21.0,"around the L1/L2 vertebral level,",56.5,filum terminale,56.5,filum terminale,57.0,conus medullaris
5743,47.75,sister - in - law -- ,how do you call your brother in law wife,50.0,brother - in - law for one 's spouse 's brother,67.0,Sibling-in-law,25.5,brother of one's spouse or the husband of one's sibling,50.0,brother-in-law for one's spouse's brother,48.5,brother-in-law for a male sibling-in-law
3814,47.75,Winthrop Fleet -- ,what was the name of the puritans ship,34.0,Great Migration,29.0,they were not the first settlers of the area.,34.0,Great Migration.,68.0,The Winthrop Fleet was a group of 11 ships led by John Winthrop,60.0,The Winthrop Fleet was a group of 11 ships led by John Winthrop out of a total of 16[1] funded by the Massachusetts Bay Company
497,47.75,Nelly Furtado -- ,who sings with michael buble on quando quando quando,68.0,Michael Bublé performed the song as a duet with Nelly Furtado,27.0,"Pat Boone,",28.0,"Tony Renis and Emilio Pericoli,",68.0,Michael Bublé performed the song as a duet with Nelly Furtado.,68.0,Michael Bublé performed the song as a duet with Nelly Furtado.
9163,47.75,along the entire coastline of New Zealand -- ,where do blue penguins live in new zealand,25.5,they are more commonly known as little blue penguins or blue penguins owing to their slate - blue plumage,70.0,"coastlines of southern Australia and New Zealand,",70.0,"coastlines of southern Australia and New Zealand,",25.5,they are more commonly known as little blue penguins or blue penguins owing to their slate-blue plumage,25.5,they are more commonly known as little blue penguins or blue penguins owing to their slate-blue plumage
27,47.75,Francis Crick -- ,who proposed the double helical model of dna,23.0,"two long strands entwine like vines , in the shape of a double helix .",14.0,two strands run in opposite directions to each other and are therefore anti-parallel.,80.0,James Watson and Francis Crick.,17.0,"two helical chains, bound to each other by hydrogen bonds",80.0,James Watson and Francis Crick
5846,47.75,averages 220 feet -- ,how many feet from golden gate bridge to water,53.5,746 feet,25.0,"6,700 ft",59.0,"4,200 feet",53.5,746 feet,53.5,746 feet
2619,47.75,forming the constitutional basis of the European Union ( EU ) -- ,what was the result of the maastricht treaty,51.5,"it created the three pillars structure of the European Union and led to the creation of the single European currency , the euro",47.0,treaty led to the creation of the euro currency,55.5,"it created the European Union and led to the creation of the single European currency, the euro.",51.5,"it created the three pillars structure of the European Union and led to the creation of the single European currency, the euro.",37.0,compromise faced what was to be the first in a series of EU treaty ratification crises.
8652,47.75,American country music artist Joe Nichols -- ,who sings the song tequila makes her clothes fall off,25.0,his grandmother,71.0,Joe Nichols,24.0,narrator,25.0,his grandmother,71.0,Joe Nichols.
4009,47.666666666666664,two seasons -- ,how many seasons of marco polo will there be,71.5,two,0.0,No Edit,0.0,2013,71.5,two,71.5,two
4730,47.625,Holiday Inn -- ,in what movie did the song white christmas make its debut,100.0,Holiday Inn,12.0,1954 Technicolor musical motion picture,0.0,1942,96.0,Holiday Inn.[3],82.5,1942 film Holiday Inn.[4]
6170,47.625,"Miami Beach , Florida -- ",where did season 2 of jersey shore take place,38.0,summer shore house,57.0,the beach,75.0,"escaping the cold northeast winter to Miami Beach, Florida,",34.5,production moved to Miami.[25],24.0,a vacation home
751,47.625,White House Chief of Staff -- ,who has the most power in the white house,85.0,chief of staff,17.0,president,64.5,The White House Chief of Staff is the highest ranking employee of the White House Office inside the Executive Office of the President of the United States.,85.0,chief of staff,24.0,"position is widely recognized as one of great power and influence, owing to daily contact with the president"
7246,47.625,Cochin International Airport -- ,first airport in india to run on solar power,67.0,"2015 , Cochin International Airport became the world 's first fully solar powered airport with the inauguration of a dedicated solar plant .",27.0,below 50% capacity.,30.0,first commercial service began on 10 June 1999.,67.0,"2015, Cochin International Airport became the world's first fully solar powered airport with the inauguration of a dedicated solar plant.[7][8]",66.5,"2015, Cochin International Airport became the world's first fully solar powered airport with the inauguration of a dedicated solar plant.[9][10]"
6647,47.625,"Windell Dwain Middlebrooks , Jr . -- ",who played kirby in suite life on deck,0.0,.,23.0,Ace In The Hole,67.5,Windell D.,0.0,.,100.0,"Windell Dwain Middlebrooks, Jr."
3968,47.625,samurai -- merchants -- farming peasants -- artisans -- ,what made up the three tiers of the japanese political system around 1600,61.0,"shōgun , daimyōs ( lords ) , and the samurai were the ruling class",64.5,"samurai (shi), peasants (no), artisans (ko) and merchants (sho)",34.0,"emperor, shogun, and daimyo",65.0,"the shogun, daimyōs (lords), and the samurai",27.0,social classes
3170,47.625,The Hollywood Sign Trust -- ,who owns the rights to the hollywood sign,15.0,public property,15.0,privately owned,95.5,"Hollywood Sign Trust,",17.0,producer/entrepreneur Dan Bliss.[14],63.0,The Hollywood Chamber of Commerce holds trademark rights to the Hollywood Sign.[3]
8252,47.5,"Algarrobo , Chile -- ",where is the world's largest pool located,64.5,"San Alfonso del Mar - wikipedia San Alfonso del Mar is a private resort in Algarrobo , Chile",29.0,San Alfonso del Mar,70.5,"San Alfonso del Mar is a private resort in Algarrobo, Chile,",70.5,"San Alfonso del Mar is a private resort in Algarrobo, Chile,",20.0,it was in the Guinness Book of World Records
8222,47.5,Abdul Razak Hussein -- ,who is the second prime minister of malaysia,24.0,Prime Minister of Malaysia - wikipedia The Prime Minister of Malaysia,38.5,"Najib Tun Razak, who succeeded Abdullah Ahmad Badawi on 3 April 2009.",89.5,Tun Abdul Razak bin Hussein.[3],41.5,"6th and current prime minister is Najib Razak,",20.5,"chief minister of the Federation of Malaya,"
4427,47.5,Germany -- ,who did the us fight in the first world war,65.0,"declared war on Germany on April 6 , 1917",27.0,Redirect,43.0,neutral,61.0,"The United States declared war on Germany on April 6, 1917,",59.0,"By ethnicity The United States declared war on Germany on April 6, 1917,"
7237,47.5,Kristen Joy Schaal -- ,who does the voice of mabel from gravity falls,36.0,Sarah Lynn,94.0,Kristen Schaal,60.0,"Kristen Schaal (pronounced /ʃɑl/;[1] born January 24, 1978) is an American actress, voice artist,",36.0,"Sarah Lynn,",0.0,.
2100,47.5,the lower house of a legislature -- ,who has the power to begin the process of impeachment,52.5,a member of the House of Representatives on his or her own initiative,55.0,the House of Representatives,53.5,"a member of the House of Representatives on their own initiative,",55.5,a member of the House of Representatives,26.0,"The Constitution gives Congress the authority to impeach and remove ""The President, Vice President, and all civil Officers of the United States"""
6060,47.5,Saul -- ,who was the first king chosen to rule over the israelites,67.5,Saul - wikipedia Saul,13.5,first king of the united Kingdom of Israel,14.5,first king of a united Kingdom of Israel.,62.0,Template:Kings of Israel Saul,100.0,Saul
5995,47.5,September 2018 -- ,world of winx season 3 episode 1 release date,72.0,2018,0.0,No Edit,0.0,No Edit,62.0,4 November 2016.,33.0,2016
2180,47.5,Los Angeles -- ,where is american horror story season 5 filmed,21.0,American Horror Story : Hotel - wikipedia American Horror Story : Hotel,0.0,No Edit,0.0,No Edit,73.0,the Downtown Los Angeles Hotel Cortez,22.0,the series has been nominated for 64 awards
2451,47.5,"February 14 , 2018 -- ",when does the next season of greenhouse academy,80.5,"14 , 2018",0.0,No Edit,0.0,No Edit,70.0,2018,25.0,"the fourth season was released on March 20, 2020.[5]"
4297,47.5,16 -- ,what is the age limit to enter the olympics,50.0,15,50.0,14,100.0,16,20.0,14 to 15,20.0,14 to 15
6736,47.5,"Prices vary from US $ 5,000 up to the millions -- ",how much is a box at a football game,39.0,boxes at the Sports Center allow their users to watch games,42.5,"boxes that are rented on a single event basis can range from $250.00 to up to at least $250,000.00",47.5,"boxes that are rented on a single event basis can range from US$250 for low-key events to up to at least US$250,000",47.5,"boxes that are rented on a single event basis can range from US$500 for low-key events to up to at least US$250,000",52.5,"US$250,000"
6358,47.5,1995 -- ,when was the last time the cowboys made it to the superbowl,75.0,1952,40.0,1996 season,0.0,failed to make the playoffs after losing at Philadelphia in the final regular season game which saw the Eagles reach the playoffs instead.,75.0,1952,75.0,1952
3198,47.5,Joe Cocker -- ,who sang the theme song for the wonder years,25.5,The Wonder Years - wikipedia The Wonder Years,62.0,"Joe Cocker's cover[4] of The Beatles' song ""With a Little Help from My Friends"".",95.5,Joe Cocker's,9.0,1968 to 1973,23.5,"actress Danica McKellar and her sister, Crystal McKellar."
2761,47.5,1993 -- ,when was the family and medical leave act passed,0.0,2007,100.0,1993,90.0,"5, 1993",0.0,2007,0.0,2007
1400,47.5,Brazil -- ,which country has the largest land area in south america,61.5,Brazil is the largest country in South America,11.0,"South America is the southern continent of America,[2][3]",61.5,"Brazil is the largest country in South America,",61.5,"Brazil is the largest country in South America,",56.0,"Brazil is the largest country in South America, covering approx. 47.3% of the continent's land area"
5018,47.5,Heather Hemmens -- ,who plays marcy on if loving you is wrong,31.0,Tyler Perry,0.0,No Edit,0.0,No Edit,29.0,Tyler Perry.[1],66.0,"Amanda Clayton, Edwina Findley, Heather Hemmens, Zulay Henao, and April Parker Jones"
797,47.375,Alexander Zverev ( def . Roger Federer ) and Elina Svitolina ( def . Caroline Wozniacki ) . -- ,who has won 2017 canadian grand prix tournament,100.0,Alexander Zverev ( def . Roger Federer ) and Elina Svitolina ( def . Caroline Wozniacki ),36.5,Andy Murray and Elena Dementieva.,12.5,Lendl,100.0,Alexander Zverev (def. Roger Federer) and Elina Svitolina (def. Caroline Wozniacki).,40.5,Rafael Nadal (def. Daniil Medvedev) and Bianca Andreescu (def. Serena Williams).
3989,47.375,"on the real presence of Christ in the Eucharist , theories of worship , and the use of God 's law for believers , among other things -- ",how did calvinist theology differ from lutheran theology,34.5,the priority of scripture as a source of authority,40.0,the atonement is limited in the sense that it is designed for some and not all,80.5,"differed with Lutherans on the real presence of Christ in the Lord's supper, theories of worship, and the use of God's law for believers,",34.5,the priority of scripture as a source of authority,34.5,the priority of scripture as a source of authority
9615,47.375,the fur trade -- ,the economy of new france was based on what,53.5,wealth of natural resources such as furs through trade with the various indigenous peoples,20.0,farming,91.0,fur trade,25.0,wealth of natural resources,53.5,wealth of natural resources such as furs through trade with the various indigenous peoples
7371,47.375,Ridge -- ,who was taylor married to on bold and beautiful,62.5,Ridge and Taylor were married twice,38.0,invalidated,19.0,his former flame,70.0,Ridge married Brooke.,62.5,"Ridge and Taylor were married twice,"
3416,47.375,Many roller coasters put riders through positive g - forces -- ,why do my eyes go black on roller coasters,73.0,positive g - forces,25.0,loss of blood pressure,70.5,"positive G forces,[4]",73.0,positive g-forces,21.0,"hypoxia (low brain oxygen level), often due to a loss of blood pressure"
417,47.25,Marin Elizabeth Hinkle -- ,who played judith on two and a half,19.0,wikipedia,35.0,Two and a Half Men.,35.0,Two and a Half Men,100.0,Marin Elizabeth Hinkle,19.0,twice as characters on Law & Order.
4773,47.25,Instagram -- ,who has the most followers on instagram as of today,65.5,the most followed user is Instagram 's own account,0.0,No Edit,0.0,No Edit,65.5,"the most followed user is Instagram's own account,",29.0,Portuguese footballer Cristiano Ronaldo
7873,47.25,USS New York -- ,ship made with steel from the twin towers,23.0,rubble of the World Trade Center,33.0,"World Trade Center,",33.0,World Trade Center;,23.0,rubble of the World Trade Center;,100.0,USS New York
5399,47.25,Aquaman -- Green Lantern -- ,who are the founding members of the justice league,63.0,"Aquaman , Zatanna , Elongated Man and J'onn J'onzz",63.0,"Aquaman, Zatanna, Elongated Man and J'onn J'onzz",63.0,"Aquaman, Zatanna, Elongated Man and J'onn J'onzz",63.0,"Aquaman, Zatanna, Elongated Man and J'onn J'onzz",0.0,.
4679,47.25,Kendra Harrison -- ,who holds the national record in 100m hurdles in women's athletics,70.5,world record set by Kendra Harrison stands at 12.20 seconds,24.0,"world record set by Yordanka Donkova stands at 12.21 seconds,",24.0,"world record set by Yordanka Donkova stands at 12.21 seconds,",70.5,world record set by Kendra Harrison stands at 12.20 seconds.,70.5,world record set by Kendra Harrison stands at 12.20 seconds.
5546,47.25,"an adult , male citizen , i.e. , not a foreign resident , a slave or a woman -- ",who voted in early greek democracy in athens,30.5,participating citizens voted directly on legislation and executive bills,53.5,any adult male citizen of age could take part,55.0,any adult male citizen of age[specify] could take part,30.5,participating citizens voted directly on legislation and executive bills,50.0,any adult male citizen over the age of 20 could take part
5730,47.25,"April 2 , 2017 -- ",when does episode 2 of tokyo ghoul re come out,45.5,"2015 , to March 26 , 2015",0.0,No Edit,0.0,No Edit,45.5,"2015, to March 26, 2015.",49.0,"9, 2015, to March 27, 2015"
3288,47.166666666666664,The Flash -- Superman -- Wonder Woman -- ,who are the superheroes in justice league movie,15.0,"Ben Affleck , Henry Cavill , Gal Gadot , Ezra Miller , Jason Momoa , and Ray Fisher",0.0,No Edit,25.0,Redirect,71.5,"Batman, Wonder Woman, Flash, Aquaman and Cyborg,",45.0,superhero team of the same name
9548,47.125,Aaron Rodgers -- ,who is the starting quarterback for green bay packers,81.0,2016 season was Aaron Rodgers,20.0,quarterbacks have started for the National Football League's Green Bay Packers.,19.0,These quarterbacks have started for the National Football League's Green Bay Packers.,81.0,"2016 season was Aaron Rodgers,",68.5,"starting quarterback for the 2020 season is Aaron Rodgers,"
2495,47.125,Alfred Nobel -- ,who is the nobel peace prize named for,55.0,nobelium was named after him .,50.0,nobelium,55.0,nobelium was named after him.,55.0,nobelium was named after him.,28.5,nobelium was named after him in the second half of the 20th century
245,47.125,a Nigerian R&B duo of identical twin brothers -- ,who is peter and who is paul in psquare,72.5,twin brothers,16.0,twins,72.5,twin brothers,84.0,identical twin brothers,16.0,twins
5629,47.125,"Connecticut Colony , Colony of Rhode Island and Providence Plantations , Massachusetts Bay Colony , and the Province of New Hampshire , as well as a few smaller short - lived colonies -- ",what are the colonies in the new england colonies,84.0,"The New England Colonies of British America included Connecticut Colony , Colony of Rhode Island and Providence Plantations , Massachusetts Bay Colony , and the Province of New Hampshire",31.0,fishing villages or farming communities along the more fertile land along the rivers,93.0,"colonies of Massachusetts Bay Colony, Connecticut Colony, Colony of Rhode Island and Providence Plantations, and Province of New Hampshire.",30.0,fishing villages or farming communities on the more fertile land along the rivers,34.5,earliest colonies in New England were usually fishing villages or farming communities on the more fertile land along the rivers.
6025,47.125,2002 AFC Wild Card Playoffs -- ,when was the last time the browns went to playoffs,47.0,they have only made playoffs once,21.5,"1966 regular season. Note: Super Bowl I took place January 15, 1967 at the end of the 1966 season.",38.0,2012-13 playoffs. Updated through 2012 season. Note that the NFL did not institute a permanent playoff tournament until 1967,65.5,2016 playoffs,63.5,2020-21 playoffs
2802,47.125,"throughout Mexico , in particular the Central and South regions , and by people of Mexican ancestry living in other places , especially the United States -- ",where is the day of the dead festival celebrated,46.5,spread throughout the world,35.5,"ninth month of the Aztec calendar, about the beginning of August, and was celebrated for an entire month.",60.5,throughout Mexico and around the world in other cultures.,46.5,spread throughout the world,46.0,in Mexico and elsewhere
5462,47.125,22 September 1862 -- ,when was the emancipation proclamation signed into law,32.0,"January 1 , 1863",45.5,"In July 1862,",32.0,"January 1, 1863,",32.0,"January 1, 1863.",79.0,"22, 1862"
8438,47.0,1988 -- ,when did dragon ball z manga come out,0.0,the manga chapters comprising its story were initially released by Viz Media under the title Dragon Ball Z,0.0,Redirect,75.0,1989,75.0,1988 to 1995,38.0,1984 to 1995
8428,47.0,Hanuman -- ,who was the first one to find where sita was being held captive,72.5,Hanuman was sent by Rama,17.0,the vulture-king,57.0,Hanuman was sent by Rama to seek Sita and eventually succeeded in discovering Sita's whereabouts.,57.0,Hanuman was sent by Rama to seek Sita and eventually succeeded in discovering Sita's whereabouts.,57.0,Hanuman was sent by Rama to seek Sita and eventually succeeded in discovering Sita's whereabouts.
5770,47.0,"June 15 , 2018 -- ",when does the 6th season of voltron come out,87.0,"15 , 2018",0.0,No Edit,0.0,No Edit,7.0,"toys.[6] For millennia, the evil Galra Empire has plagued the universe by destroying other civilizations and enslaving various races.",87.0,"15, 2018"
6362,47.0,A Dream of Spring ( forthcoming ) -- The Winds of Winter ( forthcoming ) -- ,what is the sequence of game of thrones books,42.5,A Song of Ice and Fire - wikipedia A Song of Ice and Fire,35.0,the series now consists of four published volumes,51.0,A Song of Ice and Fire,51.0,A Song of Ice and Fire,51.0,A Song of Ice and Fire
4837,47.0,Michael Rooker -- ,who plays daryl's brother on the walking dead,17.0,Merle Dixon - wikipedia,0.0,No Edit,84.0,portrayed by Michael Rooker.,19.0,finally finding his brother after it’s too late to save him,38.0,older brother of Daryl Dixon.
9643,47.0,"Sonora , California -- Jamestown , California -- ",where was back to the future three filmed,35.0,saloon old timers,25.0,the third and final installment of the Back to the Future trilogy.,65.5,"in California and Arizona,",35.0,"saloon old timers""",62.5,"California and Arizona,"
8678,47.0,1200 BC -- ,how long ago were the ancient babylonians charting positions of the planets and stars,29.5,second millennium BC,27.0,21 years,70.0,about 1200 BCE.,85.0,about 1200 BC.,6.0,21 years. It is the earliest evidence that planetary phenomena were recognized as periodic.[citation
7334,47.0,"August 5 , 2017 -- ",when does dragon ball super part 3 come out in english,47.0,2015,0.0,No Edit,0.0,No Edit,47.0,2015,47.0,2015
7519,47.0,"Washington , D.C. -- ",what was the united states first national capital,47.0,establishing the nation 's capital,47.0,establishing the nation's capital,47.0,establishing the nation's capital,47.0,establishing the nation's capital,47.0,establishing the nation's capital
9649,47.0,1816 -- ,when were footprints first used in forensic science,75.0,1806,0.0,police found footprints and an impression from corduroy cloth with a sewn patch in the damp earth near the pool,38.0,1887 to 1915,75.0,1806,75.0,1806
7209,47.0,PNS -- ,are cranial nerves part of the cns or pns,58.0,cranial nerves are part of the PNS,14.0,peripheral nervous system,58.0,cranial nerves are part of the PNS,58.0,cranial nerves are part of the PNS,58.0,cranial nerves are part of the PNS
5423,47.0,the earth 's lithosphere -- ,where is most carbon stored in the carbon cycle,29.0,carbon sinks,32.0,"biosphere, pedosphere, geosphere, hydrosphere, and atmosphere",32.0,"biosphere, pedosphere, geosphere, hydrosphere, and atmosphere",29.0,carbon sinks,95.0,earth's lithosphere
9999,47.0,"Roman Brady ( at the time Wayne Northrop , later Josh Taylor ) -- ",who are carries parents on days of our lives,27.0,Marlena Evans ( Deidre Hall ) and John Black ( Drake Hogestyn ),44.5,Roman Brady and Anna Fredericks.,89.5,"Anna DiMera (Leann Hunley) and Roman Brady (at the time Wayne Northrop, later Josh Taylor),",27.0,Marlena Evans (Deidre Hall) and John Black (Drake Hogestyn).,27.0,Marlena Evans (Deidre Hall) and John Black (Drake Hogestyn).
3005,47.0,British aviators Alcock and Brown -- ,who first crossed the atlantic ocean in an airplane,78.5,the British aviators Alcock and Brown made the first non-stop transatlantic flight,27.0,a Boeing 314,5.0,NC-4,78.0,the British aviators Alcock and Brown made the first non-stop transatlantic flight.[6],78.0,the British aviators Alcock and Brown made the first non-stop transatlantic flight.[7]
729,47.0,a computer networking utility for reading from and writing to network connections using TCP or UDP -- ,what is the use of nc command in linux,82.5,reading from and writing to network connections,19.0,popular hacker tool,56.5,from any other computer on the same network,82.5,reading from and writing to network connections,30.0,dependable back-end that can be used directly or easily driven by other programs and scripts
3519,47.0,the rectifier circuit -- ,which circuit is the first stage of a dc power supply,47.0,rectification,47.0,rectification,47.0,rectification,47.0,rectification,47.0,rectification
