,Question,GT Answer,GT Topic,2008 Predicted,2008 Topic,2014 Bleu Score,2014 Predicted,2014 Topic,2016 Bleu Score,2016 Predicted,2016 Topic,2018 Bleu Score,2018 Predicted,2018 Topic,2020 Bleu Score,2020 Predicted,2020 Topic,2021 Bleu Score,2021 Predicted,2021 Topic,max - min
1931,who hung the lanterns in the old north church,"['Robert Newman and Captain John Pulling -- the two of whom historian David Hackett Fischer suggests each carried one lantern up to the steeple -- as well as Thomas Bernard', 'the church sexton Robert Newman and Captain John Pulling', 'Robert Newman']",Old North Church,"Paul Revere, Newman Ruggles and Robert Newman Sheet, Paul Revere told three Boston Patriots","{'Paul Revere': 'Old North Church', 'Newman Ruggles and Robert Newman Sheet': 'Old North Church', 'Paul Revere told three Boston Patriots': 'Old North Church'}",100.0,Paul Revere,Old North Church,100.0,Paul Revere,Old North Church,100.0,Paul Revere,Old North Church,100.0,Paul Revere,Old North Church,85.71428571428571,Robert Newman Ruggles and Robert Newman Sheet,Old North Church,14.285714285714292
1932,when was the last wolf pack killed in yellowstone,"['by 1926', '1926']",History of wolves in Yellowstone,,None,100.0,1926,History of wolves in Yellowstone,100.0,1926,History of wolves in Yellowstone,100.0,1926,History of wolves in Yellowstone,100.0,1926,History of wolves in Yellowstone,100.0,1926,History of wolves in Yellowstone,0.0
1933,when did the vikings first sail and reach britain,"['6 January 793', 'During the reign of King Beorhtric of Wessex ( 786 -- 802 )', '786 -- 802']",Viking expansion,,None,0.0,787,Viking expansion,0.0,865,Viking expansion,0.0,947,Viking expansion,100.0,865,Viking expansion,0.0,1070,Viking expansion,100.0
1934,what is the minimum dollar amount for federal court,"['$75,000']",Amount in controversy,"$75,000, at least one plaintiff in the action does satisfy the jurisdictional amount, the same amount in controversy requirement as the diversity cases","{'$75,000': 'Amount in controversy', 'at least one plaintiff in the action does satisfy the jurisdictional amount': 'Amount in controversy', 'the same amount in controversy requirement as the diversity cases': 'Amount in controversy'}",100.0,"$75,000",Amount in controversy,100.0,"$75,000",Amount in controversy,100.0,"$75,000",Amount in controversy,100.0,"$75,000",Amount in controversy,100.0,"$75,000",Amount in controversy,0.0
1935,where would the group bacteroids likely be found,"['human colon', 'the human colon']",Bacteroides fragilis,,None,16.666666666666668,human gastrointestinal tract and immune system,Bacteroides fragilis,100.0,human gastrointestinal tract and immune system,Bacteroides fragilis,50.0,gastrointestinal flora,Bacteroides fragilis,50.0,gastrointestinal microbiota,Bacteroides fragilis,100.0,gastrointestinal microbiota,Bacteroides fragilis,83.33333333333333
1936,who sings i wanna rock'n'roll all night,['Kiss'],Rock and Roll All Nite,"Gene Simmons, Lois, Stanley","{'Gene Simmons': 'Rock and Roll All Nite', 'Lois': 'Rock and Roll All Nite', 'Stanley': 'Rock and Roll All Nite'}",60.0,Paul Stanley and Gene Simmons,Rock and Roll All Nite,100.0,Gene Simmons,Rock and Roll All Nite,100.0,Paul Stanley and Gene Simmons,Rock and Roll All Nite,100.0,Paul Stanley and Gene Simmons,Rock and Roll All Nite,100.0,Gene Simmons,Rock and Roll All Nite,40.0
1937,what is it called when you believe in greek gods,"['Hellenism ( Greek : Ἑλληνισμός ) , the Hellenic ethnic religion ( Ἑλληνικὴ ἐθνική θρησκεία ) , also commonly known as Hellenismos , Hellenic Polytheism , Dodekatheism ( Δωδεκαθεϊσμός ) , or Olympianism ( Ὀλυμπιανισμός )', 'Hellenism', 'Hellenic Polytheism', 'Hellenic polytheist']",Hellenism (religion),,None,100.0,Dodekatheism,Hellenism (religion),100.0,Dodekatheism,Hellenism (religion),100.0,Dodekatheism,Hellenism (religion),100.0,Dodekatheism,Hellenism (religion),-1.0,None,None,101.0
1938,who won french open 2017 tennis tournament in men's double category,['Ryan Harrison'],2017 French Open,,None,-1.0,None,None,-1.0,None,None,0.0,Novak Djokovic,2017 French Open,-1.0,None,None,100.0,Novak Djokovic,2017 French Open,101.0
1939,whos jack the ripper in gotham by gaslight,['Jacob Packer'],Gotham by Gaslight,"Batman, Publication.
The stories have been collected in a couple of trade paperbacks, Bruce Wayne himself.
Master of the Future.
In the sequel Batman has to battle Alexandre LeRoi.
The story is similar to ""Master of the World"", a film which combined two novels by Jules Verne: ""Robur the Conqueror"" and its sequel ""The Master of the World"".
Countdown.
On ""Countdown Presents The Search For Ray Palmer: Gotham By Gaslight"" #1, Bob The Monitor, Jason Todd, Donna Troy and Kyle Rayner (the latter three from New Earth) traveled through the multiverse in search of their counterpart of Ray Palmer, They initially stopped at ""Earth-19"" which is currently the earth where the Batman of the earlier two Elseworlds storylines is active. There, they also encountered this earth's counterpart of Blue Beetle before they went to the next earth for their continuing search.
Publication.
The stories have been collected in a couple of trade paperbacks","{'Batman': 'Gotham by Gaslight', 'Publication.\nThe stories have been collected in a couple of trade paperbacks': 'Gotham by Gaslight', 'Bruce Wayne himself.\nMaster of the Future.\nIn the sequel Batman has to battle Alexandre LeRoi.\nThe story is similar to ""Master of the World"", a film which combined two novels by Jules Verne: ""Robur the Conqueror"" and its sequel ""The Master of the World"".\nCountdown.\nOn ""Countdown Presents The Search For Ray Palmer: Gotham By Gaslight"" #1, Bob The Monitor, Jason Todd, Donna Troy and Kyle Rayner (the latter three from New Earth) traveled through the multiverse in search of their counterpart of Ray Palmer, They initially stopped at ""Earth-19"" which is currently the earth where the Batman of the earlier two Elseworlds storylines is active. There, they also encountered this earth\'s counterpart of Blue Beetle before they went to the next earth for their continuing search.\nPublication.\nThe stories have been collected in a couple of trade paperbacks': 'Gotham by Gaslight'}",100.0,Jacob Packer,Gotham by Gaslight,100.0,Jacob Packer,Gotham by Gaslight,100.0,Bruce,Gotham by Gaslight,100.0,Bruce,Gotham by Gaslight,100.0,Bruce,Gotham by Gaslight,0.0
1940,what can be a visual or mathematical representation of an object or a process,['3D modeling ( or three - dimensional modeling )'],3D modeling,"3D modeling, boundary representations, Modeling processes","{'3D modeling': '3D modeling', 'boundary representations': '3D modeling', 'Modeling processes': '3D modeling'}",100.0,3D modeling,3D modeling,100.0,3D modeling,3D modeling,100.0,3D modeling,3D modeling,100.0,3D modeling,3D modeling,100.0,3D modeling,3D modeling,0.0
1941,who killed barry allen's mom tv show,"['the Reverse - Flash', 'Professor Eobard Thawne']",Eobard Thawne,,None,-1.0,None,None,50.0,Professor Zoom,Eobard Thawne,100.0,Eobard Thawne,Eobard Thawne,100.0,Thawne,Eobard Thawne,100.0,Thawne,Eobard Thawne,101.0
1942,who won first ancient olympic 200 yard race,['Coroebus of Elis'],Stadion (running race),,None,-1.0,None,None,100.0,Coroebus of Elis,Stadion (running race),100.0,Coroebus of Elis,Stadion (running race),100.0,Coroebus,Stadion (running race),100.0,Coroebus of Elis,Stadion (running race),101.0
1943,who was selected for the 2018 football hall of fame,"['Terrell Owens', 'Bobby Beathard']",Pro Football Hall of Fame,"Enshrinees, Cookie Gilchrist, 10 selectors from AFL cities versus 16 from old-line NFL cities. Some of these very NFL selectors had boasted during the ""football wars"" that they had never watched an AFL game. This bias was reflected when some obvious AFL stars like Johnny Robinson, Jim Tyrer","{'Enshrinees': 'Pro Football Hall of Fame', 'Cookie Gilchrist': 'Pro Football Hall of Fame', '10 selectors from AFL cities versus 16 from old-line NFL cities. Some of these very NFL selectors had boasted during the ""football wars"" that they had never watched an AFL game. This bias was reflected when some obvious AFL stars like Johnny Robinson, Jim Tyrer': 'Pro Football Hall of Fame'}",100.0,Cookie Gilchrist,Pro Football Hall of Fame,0.0,Ray Guy,Pro Football Hall of Fame,0.0,Brett Favre,Pro Football Hall of Fame,100.0,Terrell Owens,Pro Football Hall of Fame,100.0,Terrell Owens,Pro Football Hall of Fame,100.0
1944,what type of speed does a speedometer measure,"['the instantaneous speed of a vehicle', 'speed of a vehicle', 'instantaneous speed']",Speedometer,"instantaneous, 24.19../22.67..=1.0670139 times the correct speed or 6.7% too high, 24.19../22.67..=1.0670139 times the correct speed","{'instantaneous': 'Speedometer', '24.19../22.67..=1.0670139 times the correct speed or 6.7% too high': 'Speedometer', '24.19../22.67..=1.0670139 times the correct speed': 'Speedometer'}",100.0,instantaneous,Speedometer,100.0,instantaneous,Speedometer,100.0,instantaneous,Speedometer,100.0,instantaneous,Speedometer,100.0,instantaneous,Speedometer,0.0
1945,what is the name of the lymphatic vessels located in the small intestine,"['lacteals', 'lacteal', 'A lacteal']",Lacteal,lacteal,{'lacteal': 'Lacteal'},100.0,A lacteal,Lacteal,100.0,A lacteal,Lacteal,100.0,A lacteal,Lacteal,-1.0,None,None,100.0,A lacteal,Lacteal,101.0
1946,the inner sanctuary of the parthenon where the statue of athena is located in known as the,"['naos', 'cella']",Parthenon,"naos, temple, East pediment","{'naos': 'Parthenon', 'temple': 'Parthenon', 'East pediment': 'Parthenon'}",100.0,naos,Parthenon,100.0,naos,Parthenon,100.0,naos,Parthenon,100.0,naos,Parthenon,100.0,naos,Parthenon,0.0
1947,which meridian is fixed as the standard meridian of india,"[""82.30 ' E longitude , in Mirzapur , Uttar Pradesh""]",Indian Standard Time,"75° E meridian, Ujjain, passing east of Allahabad","{'75° E meridian': 'Indian Standard Time', 'Ujjain': 'Indian Standard Time', 'passing east of Allahabad': 'Indian Standard Time'}",0.0,IST,Indian Standard Time,100.0,IST,Indian Standard Time,100.0,IST,Indian Standard Time,100.0,IST,Indian Standard Time,100.0,IST,Indian Standard Time,100.0
1948,what is the emblematic rhythm of dominican republic,['merengue'],Music of the Dominican Republic,"Bomba, merengue, It is unsyncopated and includes an aggressive beat on 1 and 3","{'Bomba': 'Music of the Dominican Republic', 'merengue': 'Music of the Dominican Republic', 'It is unsyncopated and includes an aggressive beat on 1 and 3': 'Music of the Dominican Republic'}",100.0,merengue,Music of the Dominican Republic,100.0,merengue,Music of the Dominican Republic,100.0,merengue,Music of the Dominican Republic,100.0,merengue,Music of the Dominican Republic,100.0,merengue,Music of the Dominican Republic,0.0
1949,who voiced mewtwo in pokemon the first movie,"['Philip Bartlett', 'Masachika Ichimura']",Pokémon: The First Movie,,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
1950,who wrote the theme song to law and order,"['Mike Post', 'Mike Post ( born Leland Michael Postil']",Mike Post,"Pete Townshend, Sam Postil, Mike Post","{'Pete Townshend': 'Mike Post', 'Sam Postil': 'Mike Post', 'Mike Post': 'Mike Post'}",100.0,Mike Post,Mike Post,100.0,Mike Post,Mike Post,100.0,Mike Post,Mike Post,100.0,Mike Post,Mike Post,100.0,Mike Post,Mike Post,0.0
1951,most of new zealands land supports which economic activity,"['Pastoral farming', 'agriculture']",Agriculture in New Zealand,,None,50.0,pastoral farming,Agriculture in New Zealand,50.0,sheep farming,Agriculture in New Zealand,100.0,pastoral farming,Agriculture in New Zealand,100.0,sheep farming,Agriculture in New Zealand,100.0,pastoral farming,Agriculture in New Zealand,50.0
1952,where did the easter lily get its name,"['because in Christianity , it is a symbol of the resurrection of Christ , which is celebrated during Eastertide', 'in Christianity , it is a symbol of the resurrection of Christ , which is celebrated during Eastertide']",Lilium longiflorum,"Japan and the Ryukyu Islands, Bermuda lily"" because it has been much cultivated in Bermuda","{'Japan and the Ryukyu Islands': 'Lilium longiflorum', 'Bermuda lily"" because it has been much cultivated in Bermuda': 'Lilium longiflorum'}",22.313016014842983,Ryukyu Islands,Lilium longiflorum,100.0,Ryukyu Islands,Lilium longiflorum,100.0,Ryukyu Islands,Lilium longiflorum,60.0,Taiwan and Ryukyu Islands (Japan).,Lilium longiflorum,100.0,Taiwan and Ryukyu Islands (Japan).,Lilium longiflorum,77.68698398515701
1953,who owns the biggest house in beverly hills,['Anthony Pritzker'],List of largest houses in the Los Angeles metropolitan area,,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0,four,List of largest houses in the Los Angeles metropolitan area,100.0,four,List of largest houses in the Los Angeles metropolitan area,101.0
1954,what was the original purpose of the kremlin,"[""the tsar 's Moscow residence""]",Moscow Kremlin,"coronation ceremonies, the principal workplace of the President of Russia, a Vyatich fortified structure on Borovitsky Hill where the Neglinnaya River flowed into the Moskva River","{'coronation ceremonies': 'Moscow Kremlin', 'the principal workplace of the President of Russia': 'Moscow Kremlin', 'a Vyatich fortified structure on Borovitsky Hill where the Neglinnaya River flowed into the Moskva River': 'Moscow Kremlin'}",100.0,coronation ceremonies,Moscow Kremlin,100.0,coronation ceremonies,Moscow Kremlin,100.0,coronation ceremonies,Moscow Kremlin,100.0,coronation ceremonies,Moscow Kremlin,100.0,coronation ceremonies,Moscow Kremlin,0.0
1955,when is the opening ceremonies of the olympics 2018,['9 February 2018'],2018 Winter Olympics opening ceremony,,None,-1.0,None,None,-1.0,None,None,100.0,9 February 2018,2018 Winter Olympics opening ceremony,100.0,9 February 2018,2018 Winter Olympics opening ceremony,100.0,9 February 2018,2018 Winter Olympics opening ceremony,101.0
1956,who sang theme song for dukes of hazard,"['Waylon Jennings', 'American country music singer Waylon Jennings']",Theme from The Dukes of Hazzard (Good Ol' Boys),,None,100.0,Waylon Jennings,Theme from The Dukes of Hazzard (Good Ol' Boys),100.0,Waylon Jennings,Theme from The Dukes of Hazzard (Good Ol' Boys),100.0,Waylon Jennings,Theme from The Dukes of Hazzard (Good Ol' Boys),100.0,Waylon Jennings,Theme from The Dukes of Hazzard (Good Ol' Boys),100.0,Waylon Jennings,Theme from The Dukes of Hazzard (Good Ol' Boys),0.0
1957,what do the seven stars on the venezuelan flag mean,"['the seven signatories to the Venezuelan declaration of independence , being the provinces of Caracas , Cumaná , Barcelona , Barinas , Margarita , Mérida , and Trujillo']",Flag of Venezuela,"to represent the seven colonial provinces of Barcelona, Barinas, Caracas, Cumaná, Margarita, Mérida, and Trujillo, to represent the seven colonial provinces of Barcelona, Barinas, Caracas, Cumaná, Margarita, Mérida, and Trujillo that had united against Spain during the War of Independence, fight for independence","{'to represent the seven colonial provinces of Barcelona, Barinas, Caracas, Cumaná, Margarita, Mérida, and Trujillo': 'Flag of Venezuela', 'to represent the seven colonial provinces of Barcelona, Barinas, Caracas, Cumaná, Margarita, Mérida, and Trujillo that had united against Spain during the War of Independence': 'Flag of Venezuela', 'fight for independence': 'Flag of Venezuela'}",100.0,signatories to the Venezuelan declaration of independence,Flag of Venezuela,100.0,seven signatories to the Venezuelan declaration of independence,Flag of Venezuela,100.0,signatories to the Venezuelan declaration of independence,Flag of Venezuela,100.0,signatories to the Venezuelan declaration of independence,Flag of Venezuela,100.0,signatories to the Venezuelan declaration of independence,Flag of Venezuela,0.0
1958,how many us troops does the united states have,"['1,281,900 servicemembers , with an additional 801,200 people in the seven reserve components']",United States Armed Forces,,None,3.7037037037037033,"The United States Armed Forces are the federal military forces of the United States. They consist of the Army, Navy, Marine Corps, Air Force, and Coast Guard",United States Armed Forces,20.072303569462136,All five armed services are among the seven,United States Armed Forces,6.295853427918728,one in four,United States Armed Forces,0.0,six,United States Armed Forces,100.0,six,United States Armed Forces,100.0
1959,points on a sphere or angles in a circle are measured in units called,['radians'],Angle,"formula_28, Units, Units.
Angles","{'formula_28': 'Angle', 'Units': 'Angle', 'Units.\nAngles': 'Angle'}",100.0,Units,Angle,100.0,Units,Angle,0.0,Angle,Angle,100.0,Units,Angle,0.0,angular units,Angle,100.0
1960,what is the year round weather in dubai,['tropical desert climate'],Climate of Dubai,,None,0.0,extremely dry in the month of June with little or no rain,Climate of Dubai,100.0,extremely dry in the month of June with little or no rain,Climate of Dubai,25.0,"hot, dry and humid",Climate of Dubai,37.5,Dubai tends to be extremely hot and humid,Climate of Dubai,100.0,extremely hot and humid,Climate of Dubai,100.0
1961,when did john hart play the lone ranger,['from 1952 until 1953'],John Hart (actor),"1952, 1954, years earlier","{'1952': 'John Hart (actor)', '1954': 'John Hart (actor)', 'years earlier': 'John Hart (actor)'}",100.0,1952,John Hart (actor),100.0,1952,John Hart (actor),26.666666666666668,"1952 in the television series, ""The Lone Ranger"" for one season from 1952 until 1953",John Hart (actor),25.0,"1970 film ""The Phynx",John Hart (actor),100.0,"1970 film ""The Phynx",John Hart (actor),75.0
1962,published a treatise on perspective della pitture (or on painting) in 1435,"['Leon Battista Alberti', 'Italian architect and art theorist Leon Battista Alberti']",De pictura,,None,0.0,De pictura,De pictura,100.0,De pictura,De pictura,100.0,De pictura,De pictura,100.0,De pictura,De pictura,100.0,De pictura,De pictura,100.0
1963,who sings you're welcome in moana credits,"['Dwayne Johnson', 'Lin - Manuel Miranda']",Moana (soundtrack),,None,-1.0,None,None,-1.0,None,None,100.0,Dwayne Johnson,Moana (soundtrack),100.0,Dwayne Johnson,Moana (soundtrack),100.0,Dwayne Johnson,Moana (soundtrack),101.0
1964,who is the coach for the ottawa senators,['Guy Boucher'],Guy Boucher,,None,100.0,Guy Boucher,Guy Boucher,100.0,Guy Boucher,Guy Boucher,100.0,Guy Boucher,Guy Boucher,100.0,Guy Boucher,Guy Boucher,100.0,Guy Boucher,Guy Boucher,0.0
1965,where was the remake of dirty dancing filmed,"['across western North Carolina including Asheville , Cashiers and Saluda', 'western North Carolina', 'Hendersonville , North Carolina']",Dirty Dancing (2017 film),,None,-1.0,None,None,-1.0,None,None,66.66666666666666,"Hendersonville, North Carolina",Dirty Dancing (2017 film),-1.0,None,None,100.0,"Hendersonville, North Carolina",Dirty Dancing (2017 film),101.0
1966,when did sussex split into east and west,"['1889', '1832']",History of Sussex,"04-1810, the Conquest, 1567","{'04-1810': 'History of Sussex', 'the Conquest': 'History of Sussex', '1567': 'History of Sussex'}",33.33333333333333,After the Reform Act of 1832,History of Sussex,100.0,After the Reform Act of 1832,History of Sussex,100.0,After the Reform Act of 1832,History of Sussex,100.0,After the Reform Act of 1832,History of Sussex,100.0,After the Reform Act of 1832,History of Sussex,66.66666666666667
1967,who does the voice of the gorilla in the movie sing,['Taron Egerton'],Sing (2016 American film),,None,-1.0,None,None,-1.0,None,None,6.25,"Matthew McConaughey, Reese Witherspoon, Seth MacFarlane, Scarlett Johansson, John C. Reilly, Taron Egerton, and Tori Kelly",Sing (2016 American film),0.0,mouse Mike,Sing (2016 American film),0.0,Johnny,Sing (2016 American film),7.25
1968,how does the mystery spot in santa cruz work,"['results from the oddly tilted environment as well as standing on a tilted floor', 'gravity hill , tilt - induced visual illusion']",Mystery Spot,"the situation inside a Mystery Spot is arranged in some way so that the visitors don't feel that the site's gradient is actually steep, they habituate to this gradient, laws of physics and gravity do not apply","{""the situation inside a Mystery Spot is arranged in some way so that the visitors don't feel that the site's gradient is actually steep"": 'Mystery Spot', 'they habituate to this gradient': 'Mystery Spot', 'laws of physics and gravity do not apply': 'Mystery Spot'}",100.0,the laws of physics and gravity do not apply,Mystery Spot,38.88888888888889,"visual illusion–based tourist attraction near Santa Cruz, California. It opened in 1941. 
The operators of the small site (which is about in diameter) state at that location the laws of physics and gravity do not apply",Mystery Spot,37.5,Visitors experience demonstrations that appear to defy gravity,Mystery Spot,100.0,Visitors experience demonstrations that appear to defy gravity,Mystery Spot,100.0,Visitors experience demonstrations that appear to defy gravity,Mystery Spot,62.5
1969,who was suite judy blue eyes written about,"['Judy Collins', ""Stephen Stills ' former girlfriend , singer / songwriter Judy Collins"", 'singer / songwriter Judy Collins']",Suite: Judy Blue Eyes,,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
1970,when did a wrinkle in time start filming,"['November 2 , 2016']",A Wrinkle in Time (2018 film),,None,-1.0,None,None,-1.0,None,None,47.76875403825262,"November 29, 2016",A Wrinkle in Time (2018 film),100.0,"November 29, 2016",A Wrinkle in Time (2018 film),100.0,"November 29, 2016",A Wrinkle in Time (2018 film),101.0
1971,who sang the american national anthem at the super bowl,['Pink'],List of national anthem performers at the Super Bowl,,None,0.0,Vikki Carr,List of national anthem performers at the Super Bowl,100.0,Vikki Carr,List of national anthem performers at the Super Bowl,100.0,Vikki Carr,List of national anthem performers at the Super Bowl,100.0,Vikki Carr,List of national anthem performers at the Super Bowl,100.0,Vikki Carr,List of national anthem performers at the Super Bowl,100.0
1972,who played shmuel in the boy in the striped pyjamas,['Jack Scanlon'],The Boy in the Striped Pyjamas (film),,None,100.0,Jack Scanlon,The Boy in the Striped Pyjamas (film),100.0,Jack Scanlon,The Boy in the Striped Pyjamas (film),100.0,Jack Scanlon,The Boy in the Striped Pyjamas (film),100.0,Jack Scanlon,The Boy in the Striped Pyjamas (film),100.0,Jack Scanlon,The Boy in the Striped Pyjamas (film),0.0
1973,on ellens game of games what do they fall into,['a chute beneath his or her feet'],Ellen's Game of Games,,None,-1.0,None,None,-1.0,None,None,100.0,a chute beneath his or her feet,Ellen's Game of Games,0.0,trap doors,Ellen's Game of Games,33.33333333333333,a foam pit,Ellen's Game of Games,101.0
1974,what color pages in the emergency response guidebook (erg) list compounds by name,['blue'],Emergency Response Guidebook,"four, yellow, Yellow and Blue","{'four': 'Emergency Response Guidebook', 'yellow': 'Emergency Response Guidebook', 'Yellow and Blue': 'Emergency Response Guidebook'}",9.09090909090909,"white [uncolored], yellow, blue, orange, green, and a second white [uncolored]).",Emergency Response Guidebook,100.0,"white [uncolored], yellow, blue, orange, green, and a second white [uncolored]).",Emergency Response Guidebook,100.0,"white [uncolored], yellow, blue, orange, green, and a second white [uncolored]).",Emergency Response Guidebook,100.0,"white [uncolored], yellow, blue, orange, green, and a second white [uncolored]).",Emergency Response Guidebook,100.0,"white [uncolored], yellow, blue, orange, green, and a second white [uncolored]).",Emergency Response Guidebook,90.9090909090909
1975,who developed the concept of total quality management,['W. Edwards Deming'],Total quality management,,None,100.0,W. Edwards Deming,Total quality management,100.0,W. Edwards Deming,Total quality management,100.0,W. Edwards Deming,Total quality management,100.0,W. Edwards Deming,Total quality management,100.0,W. Edwards Deming,Total quality management,0.0
1976,last world series that didn't go 7 games,['2015'],2015 World Series,,None,-1.0,None,None,0.0,2010 World Series,2015 World Series,66.66666666666666,1996 World Series,2015 World Series,100.0,2010 World Series,2015 World Series,0.0,1991,2015 World Series,101.0
1977,this inventor co-created the film fred ott’s sneeze,"['Edison', 'Fred Ott']",Fred Ott's Sneeze,"William K.L. Dickson, Dickson","{'William K.L. Dickson': ""Fred Ott's Sneeze"", 'Dickson': ""Fred Ott's Sneeze""}",100.0,Dickson,Fred Ott's Sneeze,100.0,William K.L. Dickson,Fred Ott's Sneeze,100.0,William K.L. Dickson,Fred Ott's Sneeze,100.0,William K.L. Dickson,Fred Ott's Sneeze,100.0,William K.L. Dickson,Fred Ott's Sneeze,0.0
1978,who sings what the world needs now in boss baby,"['Missi Hale', 'Hans Zimmer']",What the World Needs Now Is Love,"Tom Clay, Hal David, Jessica Mauboy","{'Tom Clay': 'What the World Needs Now Is Love', 'Hal David': 'What the World Needs Now Is Love', 'Jessica Mauboy': 'What the World Needs Now Is Love'}",100.0,Hal David,What the World Needs Now Is Love,100.0,Hal David,What the World Needs Now Is Love,100.0,Missi Hale,What the World Needs Now Is Love,100.0,Hal David,What the World Needs Now Is Love,100.0,Hal David,What the World Needs Now Is Love,0.0
1979,who sang you and i travel to the beat of a different drum,['the northern bluegrass band the Greenbriar Boys'],Different Drum,Linda Ronstadt,{'Linda Ronstadt': 'Different Drum'},100.0,Linda Ronstadt,Different Drum,100.0,Linda Ronstadt,Different Drum,100.0,Linda Ronstadt,Different Drum,100.0,Linda Ronstadt,Different Drum,100.0,Linda Ronstadt,Different Drum,0.0
1980,how old do you have to be to get a tattoo by state,['18 years of age or older'],Legal status of tattooing in the United States,,None,45.48979947844751,16 years or older,Legal status of tattooing in the United States,100.0,18 years of age or older,Legal status of tattooing in the United States,100.0,18 years or older,Legal status of tattooing in the United States,47.76875403825262,16 years old,Legal status of tattooing in the United States,100.0,18 years old,Legal status of tattooing in the United States,54.51020052155249
1981,who won the most medals at the 2014 winter olympics,"['Russia', 'Russia (']",2014 Winter Olympics medal table,,None,100.0,Russia,2014 Winter Olympics medal table,2.777777777777778,"The Netherlands achieved four podium sweeps in the speed skating, dominating the men's 500 metres, men's 5,000 metres, men's 10,000 metres, and women's 1,500 metres, surpassing the previous record of two podium sweeps. Host nation Russia",2014 Winter Olympics medal table,100.0,Russia,2014 Winter Olympics medal table,-1.0,None,None,100.0,The Netherlands,2014 Winter Olympics medal table,101.0
1982,who determines the rules of the us house and us senate,"['The Senate', 'United States Senate']",Standing Rules of the United States Senate,"the Senate itself, The presiding officer, The Standing Rules of the Senate","{'the Senate itself': 'Standing Rules of the United States Senate', 'The presiding officer': 'Standing Rules of the United States Senate', 'The Standing Rules of the Senate': 'Standing Rules of the United States Senate'}",100.0,The presiding officer,Standing Rules of the United States Senate,100.0,The presiding officer,Standing Rules of the United States Senate,100.0,The presiding officer,Standing Rules of the United States Senate,100.0,The presiding officer,Standing Rules of the United States Senate,100.0,the presiding officer,Standing Rules of the United States Senate,0.0
1983,who won britain's next top model 2016,['Chloe Keenan'],Britain's Next Top Model,"Paula Hamilton, Twiggy, Linda Evangelista, Karen Elson, Jerry Hall, Paris Hilton, Yasmin Le Bon, Will Chalker and Lisa Butcher.
Other prizes include becoming the face of top British cosmetics company Ruby &amp; Millie and a 6 page fashion spread in Company magazine as well as gracing the front cover.
In each episode, the programme's panel of judges– Jonathan Phang, Marie Helvin (Cycle 1) and Supermodel Paula Hamilton, Lisa Snowdon","{'Paula Hamilton': ""Britain's Next Top Model"", ""Twiggy, Linda Evangelista, Karen Elson, Jerry Hall, Paris Hilton, Yasmin Le Bon, Will Chalker and Lisa Butcher.\nOther prizes include becoming the face of top British cosmetics company Ruby &amp; Millie and a 6 page fashion spread in Company magazine as well as gracing the front cover.\nIn each episode, the programme's panel of judges– Jonathan Phang, Marie Helvin (Cycle 1) and Supermodel Paula Hamilton"": ""Britain's Next Top Model"", 'Lisa Snowdon': ""Britain's Next Top Model""}",-1.0,None,None,0.0,Dannii Minogue,Britain's Next Top Model,0.0,Annaliese Dayes,Britain's Next Top Model,100.0,Annaliese Dayes,Britain's Next Top Model,100.0,Annaliese Dayes,Britain's Next Top Model,101.0
1984,when did las vegas become a gambling town,"['1931', 'In 1931']",History of Las Vegas,"1931, 1954, May 15, 1905","{'1931': 'History of Las Vegas', '1954': 'History of Las Vegas', 'May 15, 1905': 'History of Las Vegas'}",100.0,1931,History of Las Vegas,100.0,1931,History of Las Vegas,100.0,1931,History of Las Vegas,100.0,1931,History of Las Vegas,100.0,"May 15, 1905",History of Las Vegas,0.0
1985,what are the lives used for in trivia crack,"['as a mechanism to throttle how often new games can be started , and also provide an in - app revenue opportunity for the developer', 'serve as a mechanism to throttle how often new games can be started , and also provide an in - app revenue opportunity for the developer']",Trivia Crack,,None,-1.0,None,None,100.0,throttle how often new games can be started,Trivia Crack,40.0,"as long as they have a ""life"" in the game",Trivia Crack,100.0,a mechanism to throttle how often new games can be started,Trivia Crack,23.88437701912631,friends and people around the world,Trivia Crack,101.0
1986,who is the highest paid baseball player in the major leagues,"['Clayton Kershaw', 'Alex Rodriguez']",List of highest paid Major League Baseball players,,None,100.0,Alex Rodriguez,List of highest paid Major League Baseball players,100.0,Alex Rodriguez,List of highest paid Major League Baseball players,100.0,Alex Rodriguez,List of highest paid Major League Baseball players,36.787944117144235,Rodriguez,List of highest paid Major League Baseball players,-1.0,None,None,101.0
1987,how tall was the tsunami that hit japan,"['up to 40.5 metres ( 133 ft )', 'reached heights of up to 40.5 metres ( 133 ft )', '40.5 metres ( 133 ft )']",2011 Tōhoku earthquake and tsunami,,None,12.262648039048077,6 to 8 meters,2011 Tōhoku earthquake and tsunami,0.0,two-metre-high,2011 Tōhoku earthquake and tsunami,66.66666666666666,6 to 8 metres,2011 Tōhoku earthquake and tsunami,66.66666666666666,up to high,2011 Tōhoku earthquake and tsunami,100.0,up to high,2011 Tōhoku earthquake and tsunami,100.0
