,Question,GT Answer,GT Topic,2008 Bleu Score,2008 Predicted,2008 Topic,2014 Bleu Score,2014 Predicted,2014 Topic,2016 Bleu Score,2016 Predicted,2016 Topic,2018 Bleu Score,2018 Predicted,2018 Topic,2020 Bleu Score,2020 Predicted,2020 Topic,2021 Bleu Score,2021 Predicted,2021 Topic,max - min
1853,which city is called the manchester of north india,['Ahmedabad'],List of cities and towns in India by nicknames,0.0,"G.
Gudalur",List of cities in India,0.0,city nicknames,List of city nicknames in India,0.0,city nicknames,List of cities in India by nicknames,0.0,city nicknames,List of cities and towns in India by nicknames,0.0,"Telangana.
City of pearls
Madhya Pradesh",List of cities and towns in India by nicknames,0.0,Jharkhand.,List of city and town nicknames in India,0.0
1854,who has the power (judicial) to make decisions in courts of law,['judges'],Judicial discretion,0.0,Judicial discretion is the inherent power of the judiciary,Judicial discretion,0.0,the legislature,Judicial discretion,33.33333333333333,judges to prosecutors,Judicial discretion,33.33333333333333,judges to prosecutors,Judicial discretion,33.33333333333333,judges to prosecutors,Judicial discretion,33.33333333333333,judges to prosecutors,Judicial discretion,33.33333333333333
1855,who does the voice of marceline on adventure time,"['Olivia Olson', 'Olivia Olson in most appearances', 'voiced by Olivia Olson in most appearances , by Ava Acres as a child and by Cloris Leachman as an old woman']",Marceline the Vampire Queen,0.0,Queen Zara,Queen Zara,100.0,Olivia Olson,Marceline the Vampire Queen,100.0,Olivia Olson,Marceline the Vampire Queen,100.0,Olivia Olson,Marceline the Vampire Queen,100.0,Olivia Olson,Marceline the Vampire Queen,100.0,Olivia Olson,Marceline the Vampire Queen,100.0
1856,who played truman capote in in cold blood,['Philip Seymour Hoffman'],In Cold Blood,0.0,Sam Neill,In Cold Blood (film),0.0,In Cold Blood is a 1966 book by Truman Capote,In Cold Blood (disambiguation),100.0,Philip Seymour Hoffman,In Cold Blood,0.0,Paul Stewart,In Cold Blood (film),0.0,In Cold Blood is a 1966 book by Truman Capote,In Cold Blood (disambiguation),0.0,"Anthony Edwards, Eric Roberts, and Sam Neill",In Cold Blood (miniseries),100.0
1857,how did the great depression start in canada,['Stock Market crash in New York'],Great Depression in Canada,0.0,government employees were put out of work and public works projects were cancelled,Great Depression in Canada,16.374615061559638,United States in late 1929,Great Depression in Canada,12.500000000000004,sustained reduction in international trade during the 1930s,Great Depression in Canada,0.0,government employees were put out of work and public works projects were cancelled,Great Depression in Canada,0.0,government employees were put out of work and public works projects were cancelled,Great Depression in Canada,0.0,government employees were put out of work and public works projects were cancelled,Great Depression in Canada,16.374615061559638
1858,the names of the beaches on d day,['Omaha Beach'],Normandy landings,25.0,Utah and Omaha beaches,Normandy Campaign,14.285714285714285,"Utah, Omaha, Gold, Juno, and Sword Beach",Normandy landings,40.0,Utah Beach and Omaha Beach,Normandy landings,100.0,Omaha Beach,Normandy landings,40.0,Utah Beach and Omaha Beach,Normandy landings,0.0,"Carentan, Saint-Lô, Caen, and Bayeux",Normandy landings,100.0
1859,which is the site of the light dependent reactions of photosynthesis,"['the thylakoid membranes', 'thylakoid membranes']",Light-dependent reactions,0.0,oxygen gas,Light-dependent reaction,100.0,thylakoid membranes,Light-dependent reactions,100.0,thylakoid membranes,Light-dependent reactions,100.0,thylakoid membranes,Light-dependent reactions,100.0,thylakoid membranes,Light-dependent reactions,100.0,thylakoid membranes,Light-dependent reactions,100.0
1860,who won college basketball player of the year,['Jalen Brunson'],Naismith College Player of the Year,0.0,"Lew Alcindor, now known as Kareem Abdul-Jabbar",Naismith College Player of the Year,0.0,"Lew Alcindor of the University of California, Los Angeles (UCLA) and Anne Donovan of Old Dominion University",Naismith College Player of the Year,0.0,"Lew Alcindor of the University of California, Los Angeles (UCLA) and Anne Donovan of Old Dominion University",Naismith College Player of the Year,0.0,"Lew Alcindor of the University of California, Los Angeles (UCLA) and Anne Donovan of Old Dominion University",Naismith College Player of the Year,0.0,Lew Alcindor,Naismith College Player of the Year,0.0,Lew Alcindor,Naismith College Player of the Year,0.0
1861,who is nebula on guardians of the galaxy,['Karen Gillan'],Nebula (comics),0.0,"nebulae themselves, as a cosmic civilisation",Nebula Maker,0.0,an alien supervillain,Nebula (comics),0.0,an alien supervillain,Nebula (comics),0.0,an alien supervillain,Nebula (comics),0.0,Neh-Buh-Loh,Nebula Man,0.0,her adopted sister Gamora,Nebula (character),0.0
1862,who played desmond doss father in hacksaw ridge,['Hugo Weaving'],Hacksaw Ridge,0.0,Lt. Col. Rutherford B. Hayes,Battle of South Mountain,0.0,Col. William A. Parham,Battle of South Mountain,100.0,Hugo Weaving,Hacksaw Ridge,100.0,Hugo Weaving,Hacksaw Ridge,0.0,Andrew Garfield,Hacksaw Ridge,0.0,Andrew Garfield,Hacksaw Ridge,100.0
1863,where can the mona lisa be found today,"['on permanent display at the Louvre Museum in Paris', 'at the Louvre Museum in Paris', 'Musée du Louvre , Paris', 'Louvre Museum in Paris']",Mona Lisa,71.65313105737893,Musée du Louvre,Mona Lisa,23.88437701912631,The Louvre museum,Mona Lisa,36.787944117144235,Louvre Museum,Mona Lisa,36.787944117144235,Louvre Museum,Mona Lisa,0.0,Mona Lisa,Mona Lisa (disambiguation),25.0,Metropolitan Museum of Art,Mona Lisa,71.65313105737893
1864,when did canada sign the un declaration of indigenous rights,"['12 November 2010', 'May 2016']",Declaration on the Rights of Indigenous Peoples,0.0,13 September 2007,Declaration on the Rights of Indigenous Peoples,36.787944117144235,2010,Declaration on the Rights of Indigenous Peoples,100.0,12 November 2010,Declaration on the Rights of Indigenous Peoples,100.0,12 November 2010,Declaration on the Rights of Indigenous Peoples,0.0,Finland signed the International Declaration on the Rights of Indigenous Peoples when it was originally put forward,Declaration on the Rights of Indigenous Peoples,36.787944117144235,2010,Declaration on the Rights of Indigenous Peoples,100.0
1865,computer based models of real life situation are called,"['Computer simulation', 'Computer simulations']",Computer simulation,50.0,Systems simulation,Systems Simulation,50.0,Fluid simulation,Fluid simulation,0.0,"2D shallow water models, and semi-random turbulent noise fields. In 1999, Jos Stam published the so-called Stable Fluids method",Fluid simulation,100.0,Computer simulations,Computer simulation,100.0,Computer simulation,Computer simulation,100.0,Computer simulation,Computer simulation,100.0
1866,who plays hope on the bold and beautiful,"[""Kimberly Marie `` Kim '' Matula""]",Kim Matula,0.0,Nirina Zubir and Didi Petet,Kamulah Satu-Satunya,0.0,Nirina Zubir and Didi Petet,Kamulah Satu-Satunya,0.0,Katya,Katya Zamolodchikova,0.0,Happy Salma,7 Hati 7 Cinta 7 Wanita,0.0,Ashley Eckstein,Ashley Eckstein,0.0,Tomi Lahren,Tomi Lahren,0.0
1867,where does the coral sea meet the pacific ocean,"['in the east', 'South Pacific']",Coral Sea,0.0,Coral Sea,Coral Sea (disambiguation),16.666666666666668,"It merges with the Tasman Sea in the south, with the Solomon Sea in the north and with the Pacific Ocean in the east",Coral Sea,16.666666666666668,"It merges with the Tasman Sea in the south, with the Solomon Sea in the north and with the Pacific Ocean in the east",Coral Sea,16.666666666666668,"It merges with the Tasman Sea in the south, with the Solomon Sea in the north and with the Pacific Ocean in the east",Coral Sea,100.0,in the east,Coral Sea,22.22222222222222,connecting the Great Barrier Reef to the Pacific Ocean,Coral Sea,100.0
1868,who is in charge of new issues not mentioned in the constitution,['Congress'],Article One of the United States Constitution,0.0,Title 1 of the United States Code outlines the general provisions of the United States Code.,Title 1 of the United States Code,0.0,Title 1 of the United States Code outlines the general provisions of the United States Code.,Title 1 of the United States Code,0.0,Title 1 of the United States Code outlines the general provisions of the United States Code.,Title 1 of the United States Code,0.0,Title 1 of the United States Code outlines the general provisions of the United States Code.,Title 1 of the United States Code,0.0,The Supreme Court,Constitution of the United States,0.0,the states or the people,Constitution of the United States,0.0
1869,what type of writing did ancient egypt use,"['hieroglyphs', 'Egyptian hieroglyphs']",Egyptian hieroglyphs,100.0,Egyptian hieroglyphs,Egyptian hieroglyphs,0.0,Hieroglyphs,Egyptian Hieroglyphs,0.0,Hieroglyphs,Egyptian Hieroglyphs,0.0,Hieroglyphs,Egyptian Hieroglyphs,0.0,Hieroglyphs,Egyptian Hieroglyphs,0.0,Hieroglyphs,Egyptian Hieroglyphs,100.0
1870,where is salt mined in the united states,"['Hutchinson , Kansas']",Salt mining,0.0,"Witch towns of Cheshire and Worcestershire, United Kingdom",Salt mine,0.0,"Areas known for their salt mines include:
History.
Before the advent of the internal combustion engine and earth moving equipment, mining salt was one of the most expensive and dangerous of operations, due to rapid dehydration caused by constant contact with the salt (both in the mine passages and scattered in the air as salt dust), among other problems borne of accidental excessive sodium intake. While salt is now plentiful, until the Industrial Revolution it was difficult to come by, and salt mining was often done by slave or prison labor",Salt mining,0.0,"Areas known for their salt mines include:
History.
Before the advent of the internal combustion engine and earth moving equipment, mining salt was one of the most expensive and dangerous of operations, due to rapid dehydration caused by constant contact with the salt (both in the mine passages and scattered in the air as salt dust), among other problems borne of accidental excessive sodium intake. While salt is now plentiful, until the Industrial Revolution it was difficult to come by, and salt mining was often done by slave or prison labor",Salt mining,0.0,salt mining was often done by slave or prison labor,Salt mining,0.0,"A salt mine is a mine from which salt is extracted. The mined salt is usually in the form of halite (commonly known as rock salt), and extracted from evaporite formations.
History.
Before the advent of the modern internal combustion engine and earth-moving equipment, mining salt was one of the most expensive and dangerous of operations because of rapid dehydration caused by constant contact with the salt (both in the mine passages and scattered in the air as salt dust) and of other problems caused by accidental excessive sodium intake. Salt is now plentiful, but until the Industrial Revolution, it was difficult to come by, and salt was often mined by slaves or prisoners",Salt mining,0.0,salt was often mined by slaves or prisoners,Salt mining,0.0
1871,who started the guinness book of world records,"['Sir Hugh Beaver', 'Hugh Beaver', 'The brainchild of Sir Hugh Beaver', 'Sir Hugh Beaver ,']",Guinness World Records,100.0,Sir Hugh Beaver,Guinness World Records,0.0,Guinness World Records is an annual book first published in 1954,Guinness World Records (disambiguation),0.0,Guinness World Records is an annual book first published in 1954,Guinness World Records (disambiguation),100.0,Sir Hugh Beaver,Guinness World Records,100.0,Sir Hugh Beaver,Guinness World Records,100.0,Sir Hugh Beaver,Guinness World Records,100.0
1872,which president supported the creation of the environmental protection agency (epa),"['President Richard Nixon', 'Richard Nixon']",United States Environmental Protection Agency,100.0,Richard Nixon,United States Environmental Protection Agency,100.0,Richard Nixon,United States Environmental Protection Agency,100.0,Richard Nixon,United States Environmental Protection Agency,100.0,Richard Nixon,United States Environmental Protection Agency,100.0,Richard Nixon,United States Environmental Protection Agency,100.0,Richard Nixon,United States Environmental Protection Agency,0.0
1873,when was the last time someone won the super bowl back to back,['2004'],Super Bowl curse,0.0,1964,Sports-related curses,100.0,2004,Super Bowl curse,0.0,1993,Super Bowl curse,0.0,1992,Super Bowl curse,0.0,2005,Super Bowl curse,0.0,the Patriots twice,Super Bowl curse,100.0
1874,who plays the protagonist peter rabbit in the 2018 motion picture release,['James Corden'],Peter Rabbit (film),0.0,Barnaby Holm,Barnaby Holm,0.0,"Timothy Bateson, Maureen Beck and Willoughby Goddard",The Golden Rabbit,0.0,"Timothy Bateson, Maureen Beck and Willoughby Goddard",The Golden Rabbit,0.0,"Domhnall Gleeson, Rose Byrne, and Sam Neill",Peter Rabbit (film),100.0,James Corden,Peter Rabbit (film),100.0,James Corden,Peter Rabbit (film),100.0
1875,which is one effect of the team halo effect,"[""when an individual noticing that the person in the photograph is attractive , well groomed , and properly attired , assumes , using a mental heuristic , that the person in the photograph is a good person based upon the rules of that individual 's social concept""]",Halo effect,0.0,water droplets rather than ice crystals,Halo (optical phenomenon),17.647058823529413,"glory and the rainbow.
Light pillar.
A light pillar, or sun pillar, appears as a vertical pillar or column of light rising from the sun near sunset or sunrise, though it can appear below the sun, particularly if the observer is at a high elevation or altitude. Hexagonal plate- and column-shaped ice crystals",Halo (optical phenomenon),19.252463801630967,"no light is reflected towards the inside of the ring, leaving the sky noticeably darker than the sky around it, and giving it the impression of a ""hole in the sky"".",Halo (optical phenomenon),10.526315789473681,"light pillars and sun dogs, but there are many more; some of them fairly common, others (extremely) rare.
The ice crystals responsible for halos are typically suspended in cirrus or cirrostratus clouds high (5–10 km, or 3–6 miles) in the upper troposphere, but in cold weather they can also float near the ground, in which case they are referred to as diamond dust. The particular shape and orientation of the crystals are responsible for the type of halo observed. Light is reflected and refracted by the ice crystals and may split up into colors because of dispersion",Halo (optical phenomenon),19.252463801630967,"no light is reflected towards the inside of the ring, leaving the sky noticeably darker than the sky around it, and giving it the impression of a ""hole in the sky"".",Halo (optical phenomenon),0.9889410588135756,no light is reflected towards the inside of the ring,Halo (optical phenomenon),19.252463801630967
1876,who sings i'm going to soak up the sun,"['Sheryl Crow', 'American artist Sheryl Crow']",Soak Up the Sun,0.0,lavender monkeyflowers,Vernal pool,0.0,Liz Phair,Soak Up the Sun,36.787944117144235,Crow,Soak Up the Sun,36.787944117144235,Crow,Soak Up the Sun,36.787944117144235,Crow,Soak Up the Sun,100.0,Sheryl Crow,Soak Up the Sun,100.0
1877,where did the last name edwards come from,"['arose separately in England and Wales', 'England']",Edwards (surname),0.0,"derived from the given name ""Edward"".",Edwardson,81.87307530779819,separately in England and Wales,Edwards (surname),81.87307530779819,separately in England and Wales,Edwards (surname),81.87307530779819,separately in England and Wales,Edwards (surname),81.87307530779819,separately in England and Wales,Edwards (surname),81.87307530779819,separately in England and Wales,Edwards (surname),81.87307530779819
1878,who is mostly responsible for writing the declaration of independence,['Thomas Jefferson'],United States Declaration of Independence,100.0,Thomas Jefferson,Independence Day (United States),100.0,Thomas Jefferson,United States Declaration of Independence,100.0,Thomas Jefferson,United States Declaration of Independence,36.787944117144235,Jefferson,United States Declaration of Independence,0.0,Jefferson's supervision,United States Declaration of Independence,0.0,John Adams,United States Declaration of Independence,100.0
1879,who plays the saint of killers on preacher,['Graham McTavish'],Saint of Killers,0.0,Garth Ennis and Steve Dillon,Saint of Killers,0.0,Saint Vibiana,Saint Vibiana,0.0,Clint Eastwood,The Saint of Killers,100.0,Graham McTavish,Saint of Killers,100.0,Graham McTavish,Saint of Killers,100.0,Graham McTavish,Saint of Killers,100.0
1880,where was the movie last stand at saber river filmed,"['Bonanza Creek Ranch , 15 Bonanza Creek Lane , Santa Fe , New Mexico , USA']",Last Stand at Saber River,0.0,1997,Last Stand at Saber River,0.0,1997,Last Stand at Saber River,0.0,1997,Last Stand at Saber River,0.0,1997,Last Stand at Saber River,0.0,1997,Last Stand at Saber River,0.0,1997,Last Stand at Saber River,0.0
1881,what was the dred scott v sandford case,"[""held that `` a negro , whose ancestors were imported into ( the U.S. ) , and sold as slaves '' , whether enslaved or free , could not be an American citizen and therefore had no standing to sue in federal court , and that the federal government had no power to regulate slavery in the federal territories acquired after the creation of the United States""]",Dred Scott v. Sandford,0.23421758202298903,"a lawsuit, pivotal in the history of the United States",Dred Scott v. Sandford,32.340735696138935,"Dred Scott v. Sandford, , was a landmark decision by the U.S. Supreme Court in which the Court held that African Americans, whether enslaved or free, could not be American citizens and therefore had no standing to sue in federal court",Dred Scott v. Sandford,0.0,"Dred Scott v. Sandford""",Dred Scott v. Sandford,7.44074568346787,"Dred Scott v. Sandford, , also known as the Dred Scott case, was a landmark decision by the United States Supreme Court on US labor law and constitutional law",Dred Scott v. Sandford,1.4606339692562327,"Dred Scott v. Sandford, 60 U.S. (19 How.) 393 (1857), often referred to as the Dred Scott decision",Dred Scott v. Sandford,0.03345965457471273,"Dred Scott v. Sandford, 60 U.S. (19 How.) 393 (1857),",Dred Scott v. Sandford,32.340735696138935
1882,where does kfc get their chicken in south africa,"['South Africa', 'reared in South Africa']",KFC in South Africa,33.33333333333333,South African Breweries,African beer,25.0,Local outlets serve only South African reared chicken,KFC in South Africa,25.0,Local outlets serve only South African reared chicken,KFC in South Africa,40.0,All of the chicken sold is reared in South Africa,KFC in South Africa,40.0,All of the chicken sold is reared in South Africa,KFC in South Africa,40.0,All of the chicken sold is reared in South Africa,KFC in South Africa,15.0
1883,who does april end up with on parks and rec,"['Andy', 'Andy Dwyer']",April Ludgate,0.0,Karla,Karla Bentham,0.0,April is a calendar month.,April (disambiguation),0.0,April is a calendar month.,April (disambiguation),0.0,April Ludgate,Aubrey Plaza,0.0,there was no crowd of tourists outside the gates,Plebgate,0.0,Greece,April Branning,0.0
1884,who played dwight's brother on the office,['Thomas Middleditch'],The Farm (The Office),0.0,Rainn Wilson,The Office (U.S. TV series),100.0,Thomas Middleditch,The Farm (The Office),100.0,Thomas Middleditch,The Farm (The Office),100.0,Thomas Middleditch,The Farm (The Office),36.787944117144235,Middleditch,The Farm (The Office),36.787944117144235,Middleditch,The Farm (The Office),100.0
1885,when was corporal punishment banned in south africa,['1997'],"Abolition of Corporal Punishment Act, 1997",0.0,"considerable public opposition to the Bill, especially from conservative Christian groups, in the belief that it made even light smacking of children illegal. The success of the bill only became assured when an additional clause was added stating that the bill did not remove police discretion on whether to prosecute in inconsequential cases when it was not in the public interest to do so",Child Discipline Act,14.285714285714285,"The Abolition of Corporal Punishment Act, 1997","Abolition of Corporal Punishment Act, 1997",14.285714285714285,"The Abolition of Corporal Punishment Act, 1997","Abolition of Corporal Punishment Act, 1997",14.285714285714285,"The Abolition of Corporal Punishment Act, 1997","Abolition of Corporal Punishment Act, 1997",14.285714285714285,"The Abolition of Corporal Punishment Act, 1997","Abolition of Corporal Punishment Act, 1997",14.285714285714285,"The Abolition of Corporal Punishment Act, 1997","Abolition of Corporal Punishment Act, 1997",14.285714285714285
1886,where was the first colony in north america located,['Virginia'],"Jamestown, Virginia",50.0,"Portsmouth, Virginia","Jamestown, Virginia",0.0,Jamestown,Historic Jamestowne,0.0,Jamestown,Historic Jamestowne,0.0,James Fort,Jamestown Island,0.0,James Fort,Jamestown Island,0.0,James Fort,Jamestown Island,50.0
1887,what does it cost to play golf at augusta national,"['believed to cost between $10,000 and $30,000 and annual dues were estimated in 2009 to be less than $10,000 per year']",Augusta National Golf Club,9.145195361833023,The LPGA has yet to accept invitation to hold competition play at Augusta National Golf Course,Augusta National Golf Club,54.04329964865341,"annual dues were estimated in 2009 to be less than $10,000 per year",Augusta National Golf Club,1.4264233908999255,"between $10,000 and $30,000",Augusta National Golf Club,4.076220397836621,"less than $10,000 per year",Augusta National Golf Club,3.8667223781889337,"Entry passes for the week cost $10,000",Augusta National Golf Club,3.8667223781889337,"Entry passes for the week cost $10,000",Augusta National Golf Club,52.61687625775348
1888,when did sierra nevada brewery open in asheville,"['early 2014', '2014', 'January 2012']",Sierra Nevada Brewing Company,0.0,1979,Sierra Nevada Brewing Company,0.0,1980,Sierra Nevada Brewing Company,0.0,1996,Sierra Nevada Brewing Company,100.0,early 2014,Sierra Nevada Brewing Company,100.0,early 2014,Sierra Nevada Brewing Company,100.0,early 2014,Sierra Nevada Brewing Company,100.0
1889,who plays the mother of howard on big bang theory,['Carol Ann Susi'],Carol Ann Susi,1.5873015873015877,"Eunice and Sargent had five children:
Eunice actively campaigned for her older brother John F. Kennedy during the 1960 United States presidential election, and in 1968, she helped Ann McGlone Burke nationalize the Special Olympics movement and is the only living woman whose portrait appears on a U.S. coin, the 1995 commemorative Special Olympics silver dollar. In 2003, she supported her son-in-law Arnold Schwarzenegger",Eunice Kennedy Shriver,0.0,Ginetta Sagan,Ginetta Sagan,0.0,Lori Hartwell,Lori Hartwell,0.0,Lori Hartwell,Lori Hartwell,0.0,Lori Hartwell,Lori Hartwell,0.0,Lori Hartwell,Lori Hartwell,1.5873015873015877
1890,when did the bill of rights come out,"['1689', '16 December 1689']",Bill of Rights 1689,100.0,16 December 1689,Bill of Rights 1689,100.0,16 December 1689,Bill of Rights 1689,100.0,16 December 1689,Bill of Rights 1689,100.0,1689,Bill of Rights 1689,100.0,16 December 1689,Bill of Rights 1689,100.0,1689,Bill of Rights 1689,0.0
1891,when do you celebrate birthday if born on feb 29,['February 28'],February 29,0.0,Holidays and observances.,February 15,36.787944117144235,February,February (disambiguation),36.787944117144235,February,February (disambiguation),25.0,"February 7, 1973 (Wednesday",February 1973,16.666666666666668,Last day of February: February 29,February,14.285714285714285,It is the last day of February,February 28,36.787944117144235
1892,what is the number one selling christmas song of all time,"[""`` White Christmas '' by Bing Crosby""]",List of best-selling Christmas singles in the United States,13.406400920712787,Do They Know It's Christmas,List of Christmas number one singles (UK),14.285714285714285,"""All I Want for Christmas Is You,""",Best-selling Christmas/holiday singles in the United States,14.285714285714285,"""All I Want for Christmas Is You,""",Best-selling Christmas/holiday singles in the United States,14.285714285714285,"""All I Want for Christmas Is You,""",List of best-selling Christmas singles in the United States,14.285714285714285,"""All I Want for Christmas Is You"",",List of best-selling Christmas singles in the United States,14.285714285714285,"""All I Want for Christmas Is You"",",List of best-selling Christmas singles in the United States,0.8793133650014973
1893,what is the coldest it has ever been in antarctica,"['− 128.6 ° F', '− 89.2 ° C ( − 128.6 ° F )']",Climate of Antarctica,0.0,−89.2°C (−128.6°F),Climate of Antarctica,0.0,Antarctica has the lowest naturally occurring temperature ever recorded on the surface of the Earth: −89.2 °C (−128.6 °F) at Vostok Station,Climate of Antarctica,0.0,−89.2 °C (−128.6 °F),Climate of Antarctica,0.0,Antarctica has the coldest climate on the Earth.,Climate of Antarctica,0.0,The climate of Antarctica is the coldest on Earth,Climate of Antarctica,0.0,The climate of Antarctica is the coldest on Earth,Climate of Antarctica,0.0
1894,what's the population of prince edward island,"['142,907', '142,907 residents']",Prince Edward Island,0.0,"135,851",Prince Edward Island,0.0,"145,855",Prince Edward Island,0.0,"140,204",Prince Edward Island,7.6923076923076925,"According to the 2016 census, the province of Prince Edward Island has 142,907",Prince Edward Island,0.0,Prince Edward Island's population is largely white,Prince Edward Island,0.0,Prince Edward Island is the only province in Canada that does not provide abortion services through its hospitals,Prince Edward Island,7.6923076923076925
1895,this poster was created to increase support for the war effort.the poster links food rationing to,['aiding the war effort'],Victory garden,0.0,Victory Garden,Victory garden (disambiguation),0.0,Victory Garden,Victory Garden,0.0,Victory Garden,Victory Garden,0.0,Victory Garden,Victory Garden,0.0,Victory Garden,Victory Garden,0.0,Victory Garden,Victory Garden,0.0
1896,who was the first coronated king of manipur at kangla,"['Pakhangba', 'Pamheiba']",Kangla Palace,100.0,Pakhangba,Kangla Palace,100.0,Pakhangba,Kangla Palace,100.0,Pakhangba,Kangla Palace,100.0,Pakhangba,Kangla Palace,100.0,Pakhangba,Kangla Palace,0.0,Meetei rulers of Manipur,Kangla Palace,100.0
1897,how many episodes curse of oak island season 5,['18'],The Curse of Oak Island,0.0,Oak Island,Oak Island (disambiguation),0.0,"On March 8, 2014 ""The Curse of Oak Island"" was renewed for a second season that will begin sometime in 2014",The Curse of Oak Island,0.0,3,The Curse of Oak Island,0.0,"January 5, 2014",The Curse of Oak Island,0.0,multi-season series,The Curse of Oak Island,0.0,multi-season,The Curse of Oak Island,0.0
1898,where is bermuda located on the world map,"['approximately 1,070 km ( 665 mi ) east - southeast of Cape Hatteras , North Carolina ; 1,236 km ( 768 mi ) south of Cape Sable Island , Nova Scotia ; and 1,578 km ( 981 mi ) north of Puerto Rico', 'approximately 1,070 km ( 665 mi ) east - southeast of Cape Hatteras , North Carolina']",Bermuda,15.789473684210522,X is a full member of the World Federation of Exchanges and is located in an OECD member nation,Bermuda,5.488116360940265,it is represented by Britain in matters of foreign affairs,Bermuda,5.770331081275289,Bermuda is a British Overseas Territory in the North Atlantic Ocean,Bermuda,5.971094254781577,Bermuda () is a British Overseas Territory in the North Atlantic Ocean,Bermuda,0.0,"Darrell's Island, Bermuda",Bermuda,0.4374576245646989,Bermuda's and Virginia,Bermuda,15.789473684210522
1899,who won big brother head of household canada,['Kaela'],Big Brother Canada (season 6),0.0,Maggie,Big Brother 6 (U.S.),0.0,Jon Pardy,Big Brother Canada,0.0,Jon Pardy,Big Brother Canada,0.0,Demetres,Big Brother Canada (season 5),100.0,Kaela,Big Brother Canada (season 6),100.0,Kaela,Big Brother Canada (season 6),100.0
1900,only player to play for manchester united manchester city liverpool and everton,"['Peter Andrew Beardsley', 'Peter Andrew Beardsley MBE']",Peter Beardsley,0.0,"Christopher Nigel Beard, known as Nigel Beard, (born 10 October 1936) is a British politician. He was Labour Party Member of Parliament (MP) for Bexleyheath and Crayford in London from 1997 to 2005.
He previously contested several Parliamentary constituencies: Woking at the 1979 general election, Portsmouth North at the 1983 general election and Erith and Crayford at the 1992 general election.",Nigel Beard,0.0,"Christopher Nigel Beard, known as Nigel Beard, (born 10 October 1936) is a British politician. He was Labour Party Member of Parliament (MP) for Bexleyheath and Crayford in London from 1997 to 2005.
He previously contested several Parliamentary constituencies: Woking at the 1979 general election, Portsmouth North at the 1983 general election and Erith and Crayford at the 1992 general election. In the 1997 general election he was returned as member for Bexleyheath and Crayford. Before this he had been senior research manager for ICI and Zeneca. He retained the seat at the 2001 election but lost it in the 2005 election, to David Evennett of the Conservative Party.
Beard was a loyal follower of the Labour whip, voting for the Iraq War and other Government policies . He also introduced a Private Member's Bill to fix British Summer Time as standard all year round.",Nigel Beard,0.0,"Christopher Nigel Beard, known as Nigel Beard, (born 10 October 1936) is a British politician. He was Labour Party Member of Parliament (MP) for Bexleyheath and Crayford in London from 1997 to 2005.
He previously contested several Parliamentary constituencies: Woking at the 1979 general election, Portsmouth North at the 1983 general election and Erith and Crayford at the 1992 general election. In the 1997 general election he was returned as member for Bexleyheath and Crayford. Before this he had been senior research manager for ICI and Zeneca. He retained the seat at the 2001 election but lost it in the 2005 election, to David Evennett of the Conservative Party.
Beard was a loyal follower of the Labour whip, voting for the Iraq War and other Government policies . He also introduced a Private Member's Bill to fix British Summer Time as standard all year round.",Nigel Beard,0.0,"Christopher Nigel Beard, known as Nigel Beard, (10 October 1936 – 31 July 2017) was a British politician. He was the Labour Party Member of Parliament (MP) for Bexleyheath and Crayford in London from 1997 to 2005.
He previously contested several parliamentary constituencies: Woking at the 1979 general election, Portsmouth North at the 1983 general election and Erith and Crayford at the 1992 general election. At the 1997 general election he was returned as member for Bexleyheath and Crayford. Before this he had been senior research manager for ICI and Zeneca. He retained the seat at the 2001 election, but lost it in the 2005 election to David Evennett of the Conservative Party.
Beard was a loyal follower of the Labour whip, voting for the Iraq War and other government policies. He also introduced a Private Member's Bill to fix British Summer Time as standard time all year round. He died at the age of 80 in July 2017, after a long illness.",Nigel Beard,0.0,"Christopher Nigel Beard (10 October 1936 – 31 July 2017) was a British Labour politician who served as Member of Parliament (MP) for Bexleyheath and Crayford in London from 1997 to 2005.
He previously contested several parliamentary constituencies: Woking at the 1979 general election, Portsmouth North at the 1983 general election and Erith and Crayford at the 1992 general election. At the 1997 general election he was returned as member for Bexleyheath and Crayford. Before this he had been senior research manager for ICI and Zeneca.",Nigel Beard,0.0,"Christopher Nigel Beard (10 October 1936 – 31 July 2017) was a British Labour politician who served as Member of Parliament (MP) for Bexleyheath and Crayford in London from 1997 to 2005.
He previously contested several parliamentary constituencies: Woking at the 1979 general election, Portsmouth North at the 1983 general election and Erith and Crayford at the 1992 general election. At the 1997 general election he was returned as MP for Bexleyheath and Crayford. Before this he had been senior research manager for ICI and Zeneca. He retained the seat at the 2001 election, but lost it in the 2005 election to David Evennett of the Conservative Party.
Beard was a loyal follower of the Labour whip, voting for the Iraq War and other government policies.",Nigel Beard,0.0
1901,what is a buckeye the mascot for ohio state university,"['Anthropomorphic buckeye nut', 'buckeye is the official state tree of Ohio', 'the official state tree of Ohio']",Brutus Buckeye,0.0,"Malachi ""Buck"" Mulligan",Buck Mulligan,14.285714285714285,a buckeye head and block O hat,Brutus Buckeye,0.0,Hawkeye,Bucky,0.0,grizzly bears,Seth Kinman,0.0,grizzly bears,Seth Kinman,0.0,bear,Brutus (bear),14.285714285714285
