,Question,GT Answer,GT Topic,2008 Bleu Score,2008 Predicted,2008 Topic,2014 Bleu Score,2014 Predicted,2014 Topic,2016 Bleu Score,2016 Predicted,2016 Topic,2018 Bleu Score,2018 Predicted,2018 Topic,2020 Bleu Score,2020 Predicted,2020 Topic,2021 Bleu Score,2021 Predicted,2021 Topic,max - min
1972,who played shmuel in the boy in the striped pyjamas,['Jack Scanlon'],The Boy in the Striped Pyjamas (film),-1.0,None,None,100.0,Jack Scanlon,The Boy in the Striped Pyjamas (film),100.0,Jack Scanlon,The Boy in the Striped Pyjamas (film),100.0,Jack Scanlon,The Boy in the Striped Pyjamas (film),100.0,Jack Scanlon,The Boy in the Striped Pyjamas (film),100.0,Jack Scanlon,The Boy in the Striped Pyjamas (film),101.0
1973,on ellens game of games what do they fall into,['a chute beneath his or her feet'],Ellen's Game of Games,-1.0,None,None,-1.0,None,None,-1.0,None,None,100.0,a chute beneath his or her feet,Ellen's Game of Games,0.0,trap doors,Ellen's Game of Games,8.786571270524224,a foam pit,Ellen's Game of Games,101.0
1974,what color pages in the emergency response guidebook (erg) list compounds by name,['blue'],Emergency Response Guidebook,0.0,four,Emergency Response Guidebook,0.0,six,Emergency Response Guidebook,0.0,six,Emergency Response Guidebook,0.0,"white [uncolored], yellow, blue, orange, green, and a second white [uncolored",Emergency Response Guidebook,0.0,"white [uncolored], yellow, blue, orange, green, and a second white",Emergency Response Guidebook,0.0,"white [uncolored], yellow, blue, orange, green, and a second white",Emergency Response Guidebook,0.0
1975,who developed the concept of total quality management,['W. Edwards Deming'],Total quality management,-1.0,None,None,100.0,W. Edwards Deming,Total quality management,100.0,W. Edwards Deming,Total quality management,100.0,W. Edwards Deming,Total quality management,100.0,W. Edwards Deming,Total quality management,100.0,W. Edwards Deming,Total quality management,101.0
1976,last world series that didn't go 7 games,['2015'],2015 World Series,-1.0,None,None,-1.0,None,None,0.0,2010 World Series,2015 World Series,0.0,2007,2015 World Series,0.0,1991,2015 World Series,0.0,1991,2015 World Series,1.0
1977,this inventor co-created the film fred ott’s sneeze,"['Edison', 'Fred Ott']",Fred Ott's Sneeze,0.0,William K.L. Dickson,Fred Ott's Sneeze,0.0,Dickson,Fred Ott's Sneeze,0.0,William K.L. Dickson,Fred Ott's Sneeze,0.0,William K.L. Dickson,Fred Ott's Sneeze,0.0,William K.L. Dickson,Fred Ott's Sneeze,0.0,William K.L. Dickson,Fred Ott's Sneeze,0.0
1978,who sings what the world needs now in boss baby,"['Missi Hale', 'Hans Zimmer']",What the World Needs Now Is Love,0.0,Tom Clay,What the World Needs Now Is Love,0.0,Hal David,What the World Needs Now Is Love,0.0,Hal David,What the World Needs Now Is Love,100.0,Missi Hale,What the World Needs Now Is Love,0.0,Cilla Black,What the World Needs Now Is Love,0.0,Hal David,What the World Needs Now Is Love,100.0
1979,who sang you and i travel to the beat of a different drum,['the northern bluegrass band the Greenbriar Boys'],Different Drum,0.0,Linda Ronstadt,Different Drum,0.0,Linda Ronstadt,Different Drum,0.0,Linda Ronstadt,Different Drum,0.0,Nesmith,Different Drum,0.0,Linda Ronstadt,Different Drum,0.0,Linda Ronstadt,Different Drum,0.0
1980,how old do you have to be to get a tattoo by state,['18 years of age or older'],Legal status of tattooing in the United States,-1.0,None,None,45.48979947844751,16 years or older,Legal status of tattooing in the United States,100.0,18 years of age or older,Legal status of tattooing in the United States,60.653065971263345,18 years or older,Legal status of tattooing in the United States,12.262648039048077,16 years old,Legal status of tattooing in the United States,24.525296078096154,18 years old,Legal status of tattooing in the United States,101.0
1981,who won the most medals at the 2014 winter olympics,"['Russia', 'Russia (']",2014 Winter Olympics medal table,-1.0,None,None,100.0,Russia,2014 Winter Olympics medal table,2.777777777777778,"The Netherlands achieved four podium sweeps in the speed skating, dominating the men's 500 metres, men's 5,000 metres, men's 10,000 metres, and women's 1,500 metres, surpassing the previous record of two podium sweeps. Host nation Russia",2014 Winter Olympics medal table,100.0,Russia,2014 Winter Olympics medal table,-1.0,None,None,0.0,The Netherlands,2014 Winter Olympics medal table,101.0
1982,who determines the rules of the us house and us senate,"['The Senate', 'United States Senate']",Standing Rules of the United States Senate,33.33333333333333,the Senate itself,Standing Rules of the United States Senate,33.33333333333333,The presiding officer,Standing Rules of the United States Senate,33.33333333333333,The presiding officer,Standing Rules of the United States Senate,33.33333333333333,The presiding officer,Standing Rules of the United States Senate,33.33333333333333,The presiding officer,Standing Rules of the United States Senate,0.0,the Presiding Officer,Standing Rules of the United States Senate,33.33333333333333
1983,who won britain's next top model 2016,['Chloe Keenan'],Britain's Next Top Model,0.0,Paula Hamilton,Britain's Next Top Model,-1.0,None,None,0.0,Dannii Minogue,Britain's Next Top Model,0.0,Annaliese Dayes,Britain's Next Top Model,0.0,Annaliese Dayes,Britain's Next Top Model,0.0,Annaliese Dayes,Britain's Next Top Model,1.0
1984,when did las vegas become a gambling town,"['1931', 'In 1931']",History of Las Vegas,100.0,1931,History of Las Vegas,100.0,1931,History of Las Vegas,100.0,1931,History of Las Vegas,100.0,1931,History of Las Vegas,100.0,1931,History of Las Vegas,100.0,1931,History of Las Vegas,0.0
1985,what are the lives used for in trivia crack,"['as a mechanism to throttle how often new games can be started , and also provide an in - app revenue opportunity for the developer', 'serve as a mechanism to throttle how often new games can be started , and also provide an in - app revenue opportunity for the developer']",Trivia Crack,-1.0,None,None,-1.0,None,None,11.943296826671961,throttle how often new games can be started,Trivia Crack,8.925206405937192,"as long as they have a ""life"" in the game",Trivia Crack,28.006676082164876,a mechanism to throttle how often new games can be started,Trivia Crack,1.4929121033339956,entertained and connect with others through social networks,Trivia Crack,29.006676082164876
1986,who is the highest paid baseball player in the major leagues,"['Clayton Kershaw', 'Alex Rodriguez']",List of highest paid Major League Baseball players,-1.0,None,None,100.0,Alex Rodriguez,List of highest paid Major League Baseball players,100.0,Alex Rodriguez,List of highest paid Major League Baseball players,100.0,Alex Rodriguez,List of highest paid Major League Baseball players,36.787944117144235,Rodriguez,List of highest paid Major League Baseball players,-1.0,None,None,101.0
1987,how tall was the tsunami that hit japan,"['up to 40.5 metres ( 133 ft )', 'reached heights of up to 40.5 metres ( 133 ft )', '40.5 metres ( 133 ft )']",2011 Tōhoku earthquake and tsunami,-1.0,None,None,12.262648039048077,6 to 8 meters,2011 Tōhoku earthquake and tsunami,0.0,two-metre-high,2011 Tōhoku earthquake and tsunami,12.262648039048077,6 to 8 metres,2011 Tōhoku earthquake and tsunami,24.525296078096154,up to high,2011 Tōhoku earthquake and tsunami,24.525296078096154,up to high,2011 Tōhoku earthquake and tsunami,25.525296078096154
1988,list the seven gifts of the holy spirit,"['wisdom', 'wisdom , understanding , counsel , fortitude , knowledge , piety , and fear of the Lord']",Seven gifts of the Holy Spirit,71.42857142857143,"fortitude, piety, and fear of the Lord",Seven gifts of the Holy Spirit,44.44444444444444,"wisdom, understanding, counsel, might, knowledge, fear of the Lord",Seven gifts of the Holy Spirit,33.33333333333333,"The ""Catechism of the Catholic Church",Seven gifts of the Holy Spirit,26.344467217491342,"wisdom, intellect, counsel, fortitude, science, piety, and fear of the Lord",Seven gifts of the Holy Spirit,21.97468767334812,"wisdom, understanding, counsel, fortitude, knowledge, piety, and awe (fear) of the Lord",Seven gifts of the Holy Spirit,40.0,"wisdom, understanding, knowledge, and counsel",Seven gifts of the Holy Spirit,49.45388375522331
1989,where is beijing located on the world map,"['in northern China', '39 ° 55 ′ N 116 ° 23 ′ E \ufeff / \ufeff 39.917 ° N 116.383 ° E', 'northern China']",Beijing,33.33333333333333,North China Plain,Beijing,20.0,second busiest in the world,Beijing,0.0,29th,Beijing,0.0,PM 2.5,Beijing,50.0,Northern China,Beijing,12.500000000000004,second highest earning tourist city in the world,Beijing,50.0
1990,when did the legal drinking age changed to 21,"['By mid-1988', 'October 1986']",U.S. history of alcohol minimum purchase age by state,-1.0,None,None,-1.0,None,None,0.0,July 2010,U.S. history of alcohol minimum purchase age by state,0.0,July 2010,U.S. history of alcohol minimum purchase age by state,36.787944117144235,mid-1988,U.S. history of alcohol minimum purchase age by state,36.787944117144235,mid-1988,U.S. history of alcohol minimum purchase age by state,37.787944117144235
1991,a player that can shoot pass or dribble is considered to be,['Triple threat'],Basketball moves,0.0,Allen Iverson and Steve Nash,Basketball moves,0.0,ob City,Basketball moves,0.0,fakes,Basketball moves,0.0,jump-shoot,Basketball moves,0.0,Power move,Basketball moves,0.0,jump-shoot,Basketball moves,0.0
1992,where does the spinal cord become cauda equina,"['L1 or L2', 'from the lumbar enlargement and the conus medullaris', 'the conus medullaris']",Cauda equina,11.942188509563156,lower end of the spinal column,Cauda equina,60.653065971263345,conus medullaris,Cauda equina,70.0,lumbar enlargement and the conus medullaris of the spinal cord,Cauda equina,-1.0,None,None,70.0,lumbar enlargement and the conus medullaris of the spinal cord,Cauda equina,70.0,lumbar enlargement and the conus medullaris of the spinal cord,Cauda equina,71.0
1993,when did clifford the big red dog first air on tv,"['September 4 , 2000']",Clifford the Big Red Dog (TV series),-1.0,None,None,28.57142857142857,"September 4, 2000 to February 25, 2003",Clifford the Big Red Dog (TV series),28.57142857142857,"September 4, 2000 to February 25, 2003",Clifford the Big Red Dog (TV series),28.57142857142857,"September 4, 2000 to February 25, 2003",Clifford the Big Red Dog (TV series),28.57142857142857,"September 4, 2000 to February 25, 2003",Clifford the Big Red Dog (TV series),47.76875403825262,"September 4, 2000",Clifford the Big Red Dog (TV series),48.76875403825262
1994,when was the last time kentucky won ncaa,['2012'],Kentucky Wildcats men's basketball,0.0,1972,Kentucky Wildcats men's basketball,0.0,2002–2003,Kentucky Wildcats men's basketball,0.0,1999–2007,Kentucky Wildcats men's basketball,0.0,2002–,Kentucky Wildcats men's basketball,0.0,2002–,Kentucky Wildcats men's basketball,0.0,1986,Kentucky Wildcats men's basketball,0.0
1995,what was guantanamo bay before it was a prison,['Guantanamo Bay Naval Base'],Guantanamo Bay detention camp,100.0,Guantanamo Bay Naval Base,Guantanamo Bay detention camp,18.393972058572118,Guantanamo Camp,Guantanamo Bay detention camp,18.393972058572118,Guantanamo Camp,Guantanamo Bay detention camp,0.0,Camp Delta,Guantanamo Bay detention camp,0.0,Camp Delta,Guantanamo Bay detention camp,100.0,Guantanamo Bay Naval Base,Guantanamo Bay detention camp,100.0
1996,who was the 19th c. artist who was both painter and graphic designer,['René Georges Hermann - Paul'],List of French artists,0.0,Napoleon III of France,List of French artists,-1.0,None,None,0.0,Napoleon III of France,List of French artists,-1.0,None,None,-1.0,None,None,0.0,Napoleon III of France,List of French artists,1.0
1997,what is dj's boyfriends name on full house,"['Steve Hale', ""Steven `` Steve '' Hale""]",List of Full House and Fuller House characters,-1.0,None,None,-1.0,None,None,-1.0,None,None,36.787944117144235,Steve,List of Full House and Fuller House characters,66.66666666666666,"Steven ""Steve"" Hale",List of Full House and Fuller House characters,100.0,Steve Hale,List of Full House and Fuller House characters,101.0
1998,who plays brad pitt's daughter in moneyball,['Kerris Lilla Dorsey'],Kerris Dorsey,-1.0,None,None,100.0,Kerris Lilla Dorsey,Kerris Dorsey,100.0,Kerris Lilla Dorsey,Kerris Dorsey,13.53352832366127,Dorsey,Kerris Dorsey,13.53352832366127,Dorsey,Kerris Dorsey,13.53352832366127,Dorsey,Kerris Dorsey,101.0
1999,who won season 2 of real chance of love,"['Jackie DaFonseca', 'Doll']",Real Chance of Love (season 2),-1.0,None,None,0.0,The Pink Team,Real Chance of Love (season 2),0.0,The Pink Team,Real Chance of Love (season 2),0.0,The Pink Team,Real Chance of Love (season 2),-1.0,None,None,0.0,"Blonde Baller, Junk, Pocahontas, Sassy, and Spanish Fly",Real Chance of Love (season 2),1.0
2000,where did huntington's disease get its name,['the physician George Huntington'],Huntington's disease,60.0,New York physician George Huntington,Huntington's disease,18.393972058572118,the US,Huntington's disease,6.666666666666667,not all patients develop chorea and due to the importance of cognitive and behavioral problems,Huntington's disease,36.787944117144235,George Huntington,Huntington's disease,20.0,understanding of the disease changed,Huntington's disease,0.0,"Los Angeles, California",Huntington's disease,60.0
2001,the house of rules committee is an important part of the legislative process because it,"['in charge of determining under what rule other bills will come to the floor', 'is in charge of determining under what rule other bills will come to the floor']",United States House Committee on Rules,87.5,"it is in charge of determining under what ""rule"" other bills will come to the floor",United States House Committee on Rules,87.5,"it is in charge of determining under what ""rule"" other bills will come to the floor",United States House Committee on Rules,87.5,"it is in charge of determining under what ""rule"" other bills will come to the floor",United States House Committee on Rules,87.5,"it is in charge of determining under what ""rule"" other bills will come to the floor",United States House Committee on Rules,13.043478260869565,The committee is often considered one of the most powerful committees as it influences the introduction and process of legislation through the House,United States House Committee on Rules,13.043478260869565,The committee is often considered one of the most powerful committees as it influences the introduction and process of legislation through the House,United States House Committee on Rules,74.45652173913044
2002,which nfl coach has the most superbowl rings,['Bill Belichick'],List of Super Bowl head coaches,-1.0,None,None,0.0,Chuck Noll,List of Super Bowl head coaches,-1.0,None,None,-1.0,None,None,0.0,Coaches with multiple Super Bowl appearances,List of Super Bowl head coaches,0.0,Mike Holmgren and Dan Reeves,List of Super Bowl head coaches,1.0
2003,turkey stuffed with a duck stuffed with a chicken,['Turducken'],Turducken,100.0,Turducken,Turducken,100.0,Turducken,Turducken,100.0,Turducken,Turducken,100.0,Turducken,Turducken,100.0,Turducken,Turducken,100.0,Turducken,Turducken,0.0
2004,who won the first season of america's got talent,['Bianca Ryan'],America's Got Talent (season 1),100.0,Bianca Ryan,America's Got Talent (season 1),100.0,Bianca Ryan,America's Got Talent (season 1),100.0,Bianca Ryan,America's Got Talent (season 1),100.0,Bianca Ryan,America's Got Talent (season 1),100.0,Bianca Ryan,America's Got Talent (season 1),100.0,Bianca Ryan,America's Got Talent (season 1),0.0
2005,how many books are in the one piece series,"['83', 'more than 80']",List of One Piece manga volumes,-1.0,None,None,22.22222222222222,"over 700 chapters and more than 70 ""tankōbon"" volumes",List of One Piece manga volumes,33.33333333333333,"over 800 chapters and more than 80 ""tankōbon"" volumes",List of One Piece manga volumes,33.33333333333333,"over 800 chapters and more than 80 ""tankōbon"" volumes",List of One Piece manga volumes,0.0,97,List of One Piece manga volumes,0.0,99,List of One Piece manga volumes,34.33333333333333
2006,where are the winter olympic games being held this year,"['Pyeongchang County , Gangwon Province , South Korea', 'Pyeongchang County , South Korea']",2018 Winter Olympics,0.0,"2018 Winter Olympics, officially known as the XXIII Olympic Winter Games, will be celebrated in 2018, and are an international winter sports athletic event that has yet to be organized by the International Olympic Committee (IOC). The organization, under the leadership of Jacques Rogge, is currently preparing to mount calls for cities to bid for the honor of hosting the event. The deadline for bids is January 2009. The winning bid should be announced in mid-2011.
Potential bids.
Europe.
On July 4, 2007 Sochi, Russia",2018 Winter Olympics,34.227807935506135,"Pyeongchang, South Korea",2018 Winter Olympics,34.227807935506135,"PyeongChang, South Korea",2018 Winter Olympics,58.41005873035536,"Pyeongchang County, South Korea",2018 Winter Olympics,66.66666666666666,"Pyeongchang County, Gangwon Province, South Korea",2018 Winter Olympics,66.66666666666666,"Pyeongchang County, Gangwon Province, South Korea",2018 Winter Olympics,66.66666666666666
2007,how many quarterbacks have a receiving touchdown in the superbowl,['1'],List of Super Bowl records,0.0,Super Bowl records.,List of Super Bowl records,0.0,back of the end zone in 1974,List of Super Bowl records,0.0,"Combined rushing and passing
Single team.
Record holder team listed first.
Rushing.
Single team.
Record holder team listed first.
Passing.
Single team.
Record holder team listed first.
First downs.
Single team.
Record holder team listed first.
Defense.
Single team.
Record holder team listed first.
Fumbles.
Single team.
Record holder team listed first.
Turnovers.
Turnovers are defined as the number of times losing the ball on interceptions and fumbles.",List of Super Bowl records,0.0,P,List of Super Bowl records,-1.0,None,None,0.0,P = pass reception TD,List of Super Bowl records,1.0
2008,when did ga state get a football team,['2010'],Georgia State Panthers football,-1.0,None,None,100.0,2010,Georgia State Panthers football,100.0,2010,Georgia State Panthers football,33.33333333333333,"February 3, 2010",Georgia State Panthers football,0.0,"April 17, 2008",Georgia State Panthers football,0.0,"April 17, 2008",Georgia State Panthers football,101.0
2009,when does shawn tell juliet he loves her,"[""`` Shawn Takes a Shot in the Dark ''""]",Juliet O'Hara,10.526315789473681,"before their lips meet she tells that it would be a mistake, causing Shawn to substitute some ""close talking"".",Juliet O'Hara,3.571428571428572,"repeatedly to ""be sensitive"" with the media, the victims, and the witnesses of their cases. Unlike Lassiter, she is friendly with Shawn Spencer and more willing to work with him and Burton Guster. Lawson says that, although Juliet is bemused by Shawn at first, she has slowly gained respect for him and by the second season",Juliet O'Hara,3.571428571428572,"repeatedly to ""be sensitive"" with the media, the victims, and the witnesses of their cases. Unlike Lassiter, she is friendly with Shawn Spencer and more willing to work with him and Burton Guster. Lawson says that, although Juliet is bemused by Shawn at first, she has slowly gained respect for him and by the second season",Juliet O'Hara,3.571428571428572,"repeatedly to ""be sensitive"" with the media, the victims, and the witnesses of their cases. Unlike Lassiter, she is friendly with Shawn Spencer and more willing to work with him and Burton Guster. Lawson says that, although Juliet is bemused by Shawn at first, she has slowly gained respect for him and by the second season",Juliet O'Hara,11.111111111111109,Shawn discovered Carlton and Lucinda were having an affair,Juliet O'Hara,11.111111111111109,Shawn discovered Carlton and Lucinda were having an affair,Juliet O'Hara,7.539682539682537
2010,when does the first nba basketball game start,"['October 17 , 2017']",2017–18 NBA season,-1.0,None,None,-1.0,None,None,-1.0,None,None,47.76875403825262,"October 17, 2017",2017–18 NBA season,47.76875403825262,"October 17, 2017",2017–18 NBA season,47.76875403825262,"October 17, 2017",2017–18 NBA season,48.76875403825262
2011,where is the heart in the human body,"['between the lungs , in the middle compartment of the chest']",Heart,13.033045758783384,middle of the thorax,Heart,60.13781189421007,middle compartment of the mediastinum in the chest,Heart,60.13781189421007,middle compartment of the mediastinum in the chest,Heart,81.43536762323636,"between the lungs, in the middle compartment of the chest",Heart,81.43536762323636,"between the lungs, in the middle compartment of the chest",Heart,81.43536762323636,"between the lungs, in the middle compartment of the chest",Heart,68.40232186445297
2012,who plays heather in beauty and the beast,['Nicole Gale Anderson'],Nicole Gale Anderson,-1.0,None,None,100.0,Nicole Gale Anderson,Nicole Gale Anderson,100.0,Nicole Gale Anderson,Nicole Gale Anderson,100.0,Nicole Gale Anderson,Nicole Gale Anderson,100.0,Nicole Gale Anderson,Nicole Gale Anderson,100.0,Nicole Gale Anderson,Nicole Gale Anderson,101.0
2013,who is the head of the department of homeland security 2017,['Kirstjen Nielsen'],United States Secretary of Homeland Security,0.0,Frances Townsend,United States Secretary of Homeland Security,0.0,Raymond Kelly,United States Secretary of Homeland Security,0.0,Raymond Kelly,United States Secretary of Homeland Security,100.0,Kirstjen Nielsen,United States Secretary of Homeland Security,0.0,Kelly,United States Secretary of Homeland Security,0.0,Raymond Kelly,United States Secretary of Homeland Security,100.0
2014,who has the most gold gloves at shortstop,"[""Ozzie Smith , known as `` the Wizard of Oz ''"", 'Ozzie Smith']",List of Gold Glove Award winners at shortstop,-1.0,None,None,-1.0,None,None,-1.0,None,None,100.0,Ozzie Smith,List of Gold Glove Award winners at shortstop,-1.0,None,None,100.0,Ozzie Smith,List of Gold Glove Award winners at shortstop,101.0
2015,who wore number 7 for the green bay packers,"['Don Majkowski', 'Quarterback Don Majkowski']",List of Green Bay Packers retired numbers,-1.0,None,None,100.0,Don Majkowski,List of Green Bay Packers retired numbers,100.0,Don Majkowski,List of Green Bay Packers retired numbers,100.0,Don Majkowski,List of Green Bay Packers retired numbers,50.0,Don Hutson,List of Green Bay Packers retired numbers,50.0,Don Hutson,List of Green Bay Packers retired numbers,101.0
2016,how long did the democrats control the house and senate,"['57 yrs', '35 yrs']",Political power in the United States over time,-1.0,None,None,-1.0,None,None,50.0,35 years,Political power in the United States over time,50.0,35 years,Political power in the United States over time,-1.0,None,None,-1.0,None,None,51.0
2017,who can be called a man of god,['prophets'],Man of God,-1.0,None,None,-1.0,None,None,20.0,prophets and beloved religious leaders,Man of God,20.0,prophets and beloved religious leaders,Man of God,-1.0,None,None,20.0,prophets and beloved religious leaders,Man of God,21.0
2018,a system of fortifications along france's border,"['The Maginot Line', 'Maginot Line']",Maginot Line,100.0,The Maginot Line,Maginot Line,100.0,The Maginot Line,Maginot Line,100.0,The Maginot Line,Maginot Line,100.0,The Maginot Line,Maginot Line,100.0,The Maginot Line,Maginot Line,100.0,The Maginot Line,Maginot Line,0.0
2019,what is meant by the term social roles,"['a set of connected behaviors , rights , obligations , beliefs , and norms as conceptualized by people in a social situation']",Role,14.486606950235942,an expected behavior in a given individual social status and social position,Role,57.8310346551028,"a set of connected behaviours, rights, obligations, beliefs, and norms as conceptualised by people in a social situation",Role,18.07165271473212,"a set of connected behaviours, rights, obligations, beliefs, and norms",Role,62.2795757824184,"a set of connected behaviors, rights, obligations, beliefs, and norms as conceptualized by people in a social situation",Role,22.413793103448278,"a set of connected behaviors, rights, obligations, beliefs, and norms as conceptualized by people in a social situation. It is an expected or free or continuously changing behavior and may have a given individual social status or social position. It is vital to both functionalist and interactionist understandings of society. Social role posits the following about social behavior",Role,62.2795757824184,"a set of connected behaviors, rights, obligations, beliefs, and norms as conceptualized by people in a social situation",Role,47.79296883218245
2020,who wrote ain't living long like this,"['Rodney Crowell', 'American country music singer - songwriter Rodney Crowell']",Ain't Living Long Like This,-1.0,None,None,100.0,Rodney Crowell,Ain't Living Long Like This,-1.0,None,None,100.0,Rodney Crowell,Ain't Living Long Like This,-1.0,None,None,100.0,Rodney Crowell,Ain't Living Long Like This,101.0
2021,what is the name of the skin between your nostrils,"['septum', 'the nasal septum']",Anatomy of the human nose,-1.0,None,None,100.0,septum,Anatomy of the human nose,50.0,cartilaginous septum,Anatomy of the human nose,50.0,cartilaginous septum,Anatomy of the human nose,-1.0,None,None,-1.0,None,None,101.0
2022,what is the biggest town in west virginia,['Charleston'],List of cities in West Virginia,-1.0,None,None,-1.0,None,None,0.0,"West Virginia, arranged in alphabetical order.",List of cities in West Virginia,-1.0,None,None,-1.0,None,None,0.0,West Virginia is a state located in the Southern United States.,List of cities in West Virginia,1.0
2023,when does monday night raw come on hulu,"['30 days after the original air date', 'the following day']",WWE Raw,0.0,"January 11, 1993",WWE Raw,0.0,"February 3, 1997",WWE Raw,0.0,"April 13, 1998",WWE Raw,0.0,May 2013,WWE Raw,0.0,"January 11, 1993",WWE Raw,0.0,"January 11, 1993",WWE Raw,0.0
2024,who become ceo of wipro company in 2016,['Abid Ali Neemuchwala'],Wipro,-1.0,None,None,0.0,Rand Blazer,Wipro,100.0,Abid Ali Neemuchwala,Wipro,100.0,Abid Ali Neemuchwala,Wipro,30.326532985631673,Abidali Neemuchwala,Wipro,30.326532985631673,Abidali Neemuchwala,Wipro,101.0
2025,what is the breakdown product formed when one phosphate group is removed from atp,"['adenosine diphosphate ( ADP )', 'adenosine diphosphate ( ADP ) and an inorganic phosphate , orthophosphate ( P )']",ATP hydrolysis,34.227807935506135,ADP and Pi,ATP hydrolysis,34.227807935506135,ADP and Pi,ATP hydrolysis,34.227807935506135,ADP and Pi,ATP hydrolysis,4.109589041095891,"ADP and Pi) much lower in energy than the reactant (ATP). The high negative charge density associated with the three adjacent phosphate units of ATP also destabilizes the molecule, making it higher in energy. Hydrolysis relieves some of these electrostatic repulsions, liberating useful energy in the process by causing conformational changes in enzyme structure.
In humans, approximately 60 percent of the energy released from the hydrolysis of one mole of ATP produces metabolic heat",ATP hydrolysis,22.313016014842983,adenosine diphosphate,ATP hydrolysis,34.227807935506135,ADP and Pi,ATP hydrolysis,30.118218894410244
2026,ahana from dil sambhal ja zara real name,['Smriti Kalra'],Dil Sambhal Jaa Zara,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0,Rehaan,Dil Sambhal Jaa Zara,0.0,Be Careful My Heart,Dil Sambhal Jaa Zara,0.0,Be Careful My Heart,Dil Sambhal Jaa Zara,1.0
2027,to transplant a nucleus from one cell to another cell a scientist would use,"['somatic cell nuclear transfer ( SCNT )', 'somatic cell nuclear transfer']",Somatic cell nuclear transfer,100.0,somatic cell nuclear transfer,Somatic cell nuclear transfer,0.0,induced pluripotent stem cells,Somatic cell nuclear transfer,100.0,somatic cell nuclear transfer,Somatic cell nuclear transfer,100.0,somatic cell nuclear transfer,Somatic cell nuclear transfer,75.0,Somatic cell nuclear transfer,Somatic cell nuclear transfer,75.0,Somatic cell nuclear transfer,Somatic cell nuclear transfer,100.0
2028,what does a bull shark tooth look like,"['needle - like', 'needle - like teeth']",Shark tooth,-1.0,None,None,30.326532985631673,Megalodon teeth,Shark tooth,14.285714285714285,50 rows of teeth in 7 series,Shark tooth,14.285714285714285,50 rows of teeth in 7 series,Shark tooth,20.0,long needle-like teeth for gripping,Shark tooth,14.285714285714285,50 rows of teeth in 7 series,Shark tooth,31.326532985631673
2029,who played the girl in my two dads,"['Staci Keanan ( born Anastasia Love Sagorsky', 'Staci Keanan']",Staci Keanan,100.0,Staci Keanan,Staci Keanan,100.0,Staci Keanan,Staci Keanan,100.0,Staci Keanan,Staci Keanan,100.0,Anastasia Love Sagorsky,Staci Keanan,100.0,Staci Keanan,Staci Keanan,100.0,Staci Keanan,Staci Keanan,0.0
2030,what type of planet is neptune known as,"['giant', 'ice giants']",Neptune,100.0,ice giants,Neptune,0.0,gaseous,Neptune,100.0,giant,Neptune,100.0,giant,Neptune,100.0,ice giant,Neptune,50.0,giant planet,Neptune,100.0
2031,when do love and hip hop new york come back on,"['October 30 , 2017', 'November 13 , 2017']",Love & Hip Hop: New York,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
2032,how many gallons of water in the gulf of mexico,"['2,500 quadrillion liters ( 550 quadrillion Imperial gallons , 660 quadrillion US gallons , 2.5 million km or 600,000 cu mi )', '660 quadrillion US gallons']",Gulf of Mexico,0.0,ninth largest,Gulf of Mexico,71.65313105737893,660 quadrillion gallons,Gulf of Mexico,71.65313105737893,"2,500 quadrillion liters",Gulf of Mexico,100.0,550 quadrillion Imperial gallons,Gulf of Mexico,47.76875403825262,550 quadrillion Imperial gallons,Gulf of Mexico,0.0,the largest ever recorded,Gulf of Mexico,100.0
2033,anastomosis between the epididymis and the vas deferens,['Vasoepididymostomy'],Vasoepididymostomy,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,100.0,Vasoepididymostomy,Vasoepididymostomy,101.0
2034,who is given credit for inventing the aqua lung,"['Émile Gagnan', 'engineer Émile Gagnan']",Aqua-lung,20.0,Emile Gagnan and Jacques Cousteau,Aqua-lung,20.0,"Émile Gagnan and Naval Lieutenant (""lieutenant de vaisseau"") Jacques Cousteau",Aqua-lung,20.0,"Émile Gagnan and Naval Lieutenant (""lieutenant de vaisseau"") Jacques Cousteau",Aqua-lung,-1.0,None,None,-1.0,None,None,-1.0,None,None,21.0
2035,where did the name huey helicopter come from,"['originally designated HU - 1', ""designation of HU - 1 , which came to be pronounced as `` Huey ''"", 'The Iroquois was originally designated HU - 1']",Bell UH-1 Iroquois,-1.0,None,None,0.0,HU-1,Bell UH-1 Iroquois,0.0,Blue Hawks,Bell UH-1 Iroquois,17.113903967753068,Bell UH-1 Iroquois,Bell UH-1 Iroquois,17.113903967753068,Bell UH-1 Iroquois,Bell UH-1 Iroquois,17.113903967753068,Bell UH-1 Iroquois,Bell UH-1 Iroquois,18.113903967753068
2036,when did dragon ball super tournament of power start,"[""`` Survive ! The Tournament of Power Begins at Last ! ! ''"", 'February 19 , 2017', 'Survive ! The Tournament of Power Begins at Last ! !']",List of Dragon Ball Super episodes,-1.0,None,None,-1.0,None,None,0.0,"July 5, 2015",List of Dragon Ball Super episodes,0.0,"July 5, 2015",List of Dragon Ball Super episodes,0.0,"July 5, 2015",List of Dragon Ball Super episodes,0.0,"July 5, 2015",List of Dragon Ball Super episodes,1.0
