,Question,GT Answer,GT Topic,2008 Predicted,2008 Topic,2014 Bleu Score,2014 Predicted,2014 Topic,2016 Bleu Score,2016 Predicted,2016 Topic,2018 Bleu Score,2018 Predicted,2018 Topic,2020 Bleu Score,2020 Predicted,2020 Topic,2021 Bleu Score,2021 Predicted,2021 Topic,max - min
540,who won the mvp for the national league,"['Giancarlo Stanton', 'Stanton , Giancarlo']",Major League Baseball Most Valuable Player Award,"Hack Wilson, Dennis Eckersley, Nap Lajoie","{'Hack Wilson': 'Major League Baseball Most Valuable Player Award', 'Dennis Eckersley': 'Major League Baseball Most Valuable Player Award', 'Nap Lajoie': 'Major League Baseball Most Valuable Player Award'}",0.0,Frank Robinson,Major League Baseball Most Valuable Player Award,100.0,Frank Robinson,Major League Baseball Most Valuable Player Award,100.0,Frank Robinson,Major League Baseball Most Valuable Player Award,100.0,Frank Robinson,Major League Baseball Most Valuable Player Award,100.0,Frank Robinson,Major League Baseball Most Valuable Player Award,100.0
541,when was a series of unfortunate events published,"['September 1999', 'September 30 , 1999 -- October 14 , 2006']",A Series of Unfortunate Events,"1999, 2004, 2007","{'1999': 'A Series of Unfortunate Events', '2004': 'A Series of Unfortunate Events', '2007': 'A Series of Unfortunate Events'}",100.0,2004,A Series of Unfortunate Events,100.0,2004,A Series of Unfortunate Events,100.0,2006,A Series of Unfortunate Events,100.0,2006,A Series of Unfortunate Events,100.0,2006,A Series of Unfortunate Events,0.0
542,who produced a change is gonna come,['Hugo & Luigi'],A Change Is Gonna Come,A Change,{'A Change': 'A Change Is Gonna Come'},66.66666666666666,Hugo &amp; Luigi,A Change Is Gonna Come,100.0,Hugo &amp; Luigi,A Change Is Gonna Come,100.0,Hugo &amp; Luigi,A Change Is Gonna Come,100.0,Hugo &amp; Luigi,A Change Is Gonna Come,100.0,Hugo &amp; Luigi,A Change Is Gonna Come,33.33333333333334
543,how long are the episodes in stranger things season 1,"['one - hour - long episodes', '42 -- 62 minutes']",Stranger Things,,None,-1.0,None,None,0.0,Stranger Things,Stranger Things,0.0,eight hours,Stranger Things,100.0,eight,Stranger Things,100.0,eight,Stranger Things,101.0
544,when does sam realize he is jim in ghost whisperer,['Leap of Faith'],Ghost Whisperer (season 4),,None,-1.0,None,None,-1.0,None,None,14.285714285714285,he has no memory of being Jim,Ghost Whisperer (season 4),-1.0,None,None,100.0,he has no memory of being Jim,Ghost Whisperer (season 4),101.0
545,where is this years army navy game played,"['Lincoln Financial Field', 'Lincoln Financial Field in Philadelphia']",Army–Navy Game,,None,0.0,The Rose Bowl,Army–Navy Game,100.0,The Rose Bowl,Army–Navy Game,100.0,The Rose Bowl,Army–Navy Game,100.0,The Rose Bowl,Army–Navy Game,100.0,The Rose Bowl,Army–Navy Game,100.0
546,how long is the famous suspension bridge in san francisco and what is it called,"['8,981 ft ( 2,737.4 m ) , about 1.7 mi ( 2.7 km )', 'one - mile - wide']",Golden Gate Bridge,"Golden Gate Bridge, Golden Gate Bridge, twenty-seven minutes","{'Golden Gate Bridge': 'Golden Gate Bridge', 'twenty-seven minutes': 'Golden Gate Bridge'}",100.0,Golden Gate Bridge,Golden Gate Bridge,100.0,Golden Gate Bridge,Golden Gate Bridge,100.0,Golden Gate Bridge,Golden Gate Bridge,100.0,Golden Gate Bridge,Golden Gate Bridge,100.0,Golden Gate Bridge,Golden Gate Bridge,0.0
547,who sings song at the end of beauty and the beast,['Josh Groban'],Beauty and the Beast (2017 soundtrack),,None,-1.0,None,None,-1.0,None,None,0.0,Howard Ashman,Beauty and the Beast (2017 soundtrack),0.0,Emma Watson,Beauty and the Beast (2017 soundtrack),100.0,Emma Watson,Beauty and the Beast (2017 soundtrack),101.0
548,host of the late show who was once a correspondent for the daily show,"['Craig Kilborn', 'Stephen Colbert']",List of The Daily Show correspondents,,None,0.0,Jon Stewart,List of The Daily Show correspondents,0.0,Trevor Noah,List of The Daily Show correspondents,100.0,Trevor Noah,List of The Daily Show correspondents,100.0,Trevor Noah,List of The Daily Show correspondents,100.0,Trevor Noah,List of The Daily Show correspondents,100.0
549,where did students for a democratic society start,"['the University of Michigan campus at Ann Arbor , Michigan', 'Ann Arbor , Michigan', 'University of Michigan campus at Ann Arbor , Michigan']",Students for a Democratic Society,"the United States, Intercollegiate Socialist Society, United States","{'the United States': 'Students for a Democratic Society', 'Intercollegiate Socialist Society': 'Students for a Democratic Society', 'United States': 'Students for a Democratic Society'}",100.0,the United States,Students for a Democratic Society,100.0,the United States,Students for a Democratic Society,100.0,the United States,Students for a Democratic Society,75.14772930752859,University of Michigan campus at Ann Arbor,Students for a Democratic Society,100.0,University of Michigan campus at Ann Arbor,Students for a Democratic Society,24.852270692471407
550,when was last time bayern munich won champions league,"['2000 -- 01', '2012 -- 13', '2013']",List of European Cup and UEFA Champions League finals,,None,0.0,1960,List of European Cup and UEFA Champions League finals,33.33333333333333,1956 to 1960,List of European Cup and UEFA Champions League finals,100.0,1956 to 1960,List of European Cup and UEFA Champions League finals,100.0,1956 to 1960,List of European Cup and UEFA Champions League finals,100.0,1956 to 1960,List of European Cup and UEFA Champions League finals,100.0
551,what genre is the magic tree house books,"[""Children 's historical fantasy""]",Magic Tree House,,None,-1.0,None,None,0.0,children's,Magic Tree House,100.0,children's,Magic Tree House,100.0,children's,Magic Tree House,100.0,children's,Magic Tree House,101.0
552,who wrote the song city of new orleans,['Steve Goodman'],City of New Orleans (song),"Steve Goodman, Ilan Goldhirsch, Willie Nelson","{'Steve Goodman': 'City of New Orleans (song)', 'Ilan Goldhirsch': 'City of New Orleans (song)', 'Willie Nelson': 'City of New Orleans (song)'}",100.0,Steve Goodman,City of New Orleans (song),100.0,Steve Goodman,City of New Orleans (song),100.0,Steve Goodman,City of New Orleans (song),100.0,Steve Goodman,City of New Orleans (song),100.0,Steve Goodman,City of New Orleans (song),0.0
553,who won the ncaa women's championship last year 2017,"['South Carolina Gamecocks', 'South Carolina']",2017 NCAA Division I Women's Basketball Tournament,,None,-1.0,None,None,-1.0,None,None,100.0,South Carolina,2017 NCAA Division I Women's Basketball Tournament,100.0,South Carolina,2017 NCAA Division I Women's Basketball Tournament,100.0,South Carolina,2017 NCAA Division I Women's Basketball Tournament,101.0
554,who has the most yards per carry in nfl history,"['Emmitt Smith', 'Jim Brown']",List of National Football League career rushing yards leaders,,None,-1.0,None,None,-1.0,None,None,100.0,Emmitt Smith,List of National Football League career rushing yards leaders,100.0,Emmitt Smith,List of National Football League career rushing yards leaders,100.0,Emmitt Smith,List of National Football League career rushing yards leaders,101.0
555,when did they start adding zinc to pennies,"['1864', '1943', '1864 -- 1942']",Penny (United States coin),,None,-1.0,None,None,0.0,1982,Penny (United States coin),100.0,1943,Penny (United States coin),100.0,1943,Penny (United States coin),100.0,1982,Penny (United States coin),101.0
556,who won last year's ncaa women's basketball,['South Carolina'],NCAA Division I Women's Basketball Tournament,,None,-1.0,None,None,-1.0,None,None,0.0,the NCAA,NCAA Division I Women's Basketball Tournament,100.0,the NCAA,NCAA Division I Women's Basketball Tournament,100.0,the NCAA,NCAA Division I Women's Basketball Tournament,101.0
557,how many episodes of touching evil are there,['16'],Touching Evil,"six fifty-minute (one-hour with adverts) episodes, In 2004","{'six fifty-minute (one-hour with adverts) episodes': 'Touching Evil', 'In 2004': 'Touching Evil'}",57.14285714285714,six 50 minute (one-hour with advertisements) episodes,Touching Evil,-1.0,None,None,10.606060606060606,"six 50 minute (one-hour with advertisements) episodes. It was created by Paul Abbott, and written by Abbott with Russell T Davies. The serial was very popular, and led to two sequel serials in 1998 and 1999, although these were not written by Abbott or Davies. The first episode aired on 29 April 1997. The last episode of the series aired on 6 June 1999, after 16",Touching Evil,-1.0,None,None,100.0,16,Touching Evil,101.0
558,what was the result of the revolt of 1857,"['British victory', 'Suppression of the revolt', 'led to the dissolution of the East India Company , and forced the British to reorganize the army , the financial system , and the administration in India , through the passage of the Government of India Act 1858']",Indian Rebellion of 1857,"Indians were drawn into government at a local level, The rebels were betrayed and as punishment, all of Sardar Sherbaz Khan's eight sons were blasted (by cannon fire) in Murree while Sardar Khan himself was hanged, end of both the East India Company's rule in India","{'Indians were drawn into government at a local level': 'Indian Rebellion of 1857', ""The rebels were betrayed and as punishment, all of Sardar Sherbaz Khan's eight sons were blasted (by cannon fire) in Murree while Sardar Khan himself was hanged"": 'Indian Rebellion of 1857', ""end of both the East India Company's rule in India"": 'Indian Rebellion of 1857'}",88.24969025845955,dissolution of the East India Company in 1858,Indian Rebellion of 1857,100.0,dissolution of the East India Company,Indian Rebellion of 1857,100.0,dissolution of the East India Company,Indian Rebellion of 1857,100.0,dissolution of the East India Company,Indian Rebellion of 1857,100.0,dissolution of the East India Company,Indian Rebellion of 1857,11.750309741540448
559,who wrote shes always a woman to me,"['Joel', 'Billy Joel']",She's Always a Woman,,None,100.0,Joel,She's Always a Woman,100.0,Joel,She's Always a Woman,100.0,Billy Joel,She's Always a Woman,100.0,Joel,She's Always a Woman,100.0,Joel,She's Always a Woman,0.0
560,what is the largest city in the united states per square mile,['Sitka'],List of United States cities by area,San Francisco is an extreme example; water makes up nearly 80% of its total area of 232,{'San Francisco is an extreme example; water makes up nearly 80% of its total area of 232': 'List of United States cities by area'},100.0,San Francisco,List of United States cities by area,100.0,San Francisco,List of United States cities by area,100.0,San Francisco,List of United States cities by area,-1.0,None,None,100.0,San Francisco,List of United States cities by area,101.0
561,how many episodes in great british bake off 2017,['10'],The Great British Bake Off,,None,0.0,twelve,The Great British Bake Off,100.0,twelve,The Great British Bake Off,100.0,twelve,The Great British Bake Off,0.0,four,The Great British Bake Off,100.0,twelve,The Great British Bake Off,100.0
562,when does nathan get in a car accident,"[""`` The Show Must Go On ''"", 'The Show Must Go On']",One Tree Hill (season 3),"en route to London for their honeymoon, the season finale, Three months later, things pick up where they left off at the beginning of the summer","{'en route to London for their honeymoon': 'One Tree Hill (season 3)', 'the season finale': 'One Tree Hill (season 3)', 'Three months later, things pick up where they left off at the beginning of the summer': 'One Tree Hill (season 3)'}",0.0,wedding vows,One Tree Hill (season 3),100.0,wedding vows,One Tree Hill (season 3),-1.0,None,None,-1.0,None,None,25.0,after the season has completed broadcast on television,One Tree Hill (season 3),101.0
563,what breed of dog is the teddy bear dog,"['Zuchon', 'Crossbreed of Bichon Frisé x Shih Tzu']",Zuchon,,None,-1.0,None,None,100.0,Zuchon,Zuchon,100.0,Zuchon,Zuchon,-1.0,None,None,-1.0,None,None,101.0
564,who won the 1st battle of bull run,"['Confederate forces', 'Confederate victory', 'Confederate']",First Battle of Bull Run,"Beauregard, Hunter's lead brigade, Brig. Gen. Irvin McDowell","{'Beauregard': 'First Battle of Bull Run', ""Hunter's lead brigade"": 'First Battle of Bull Run', 'Brig. Gen. Irvin McDowell': 'First Battle of Bull Run'}",100.0,Confederate,First Battle of Bull Run,100.0,Confederate,First Battle of Bull Run,100.0,Confederate,First Battle of Bull Run,100.0,Confederate,First Battle of Bull Run,100.0,Confederate,First Battle of Bull Run,0.0
565,where does the paraguay river start and end,"['Parecis plateau , Mato Grosso , Brazil', 'from its headwaters in the Brazilian state of Mato Grosso to its confluence with the Paraná River north of Corrientes and Resistencia']",Paraguay River,"Río de la Plata basin, north of Corrientes, joining with the Parana River","{'Río de la Plata basin': 'Paraguay River', 'north of Corrientes': 'Paraguay River', 'joining with the Parana River': 'Paraguay River'}",100.0,joining with the Paraná River,Paraguay River,100.0,joining with the Paraná River,Paraguay River,100.0,joining with the Paraná River,Paraguay River,100.0,joining with the Paraná River,Paraguay River,100.0,joining with the Paraná River,Paraguay River,0.0
566,when does kc undercover season 3 episode 10 air,"['November 10 , 2017']",List of K.C. Undercover episodes,,None,-1.0,None,None,-1.0,None,None,0.0,"February 2, 2018",List of K.C. Undercover episodes,100.0,"February 2, 2018",List of K.C. Undercover episodes,100.0,"February 2, 2018",List of K.C. Undercover episodes,101.0
567,number of employees in the department of health and human services,"['79,540', '79,540 ( 2015 )']",United States Department of Health and Human Services,Operating Divisions,{'Operating Divisions': 'United States Department of Health and Human Services'},0.0,115,United States Department of Health and Human Services,100.0,115,United States Department of Health and Human Services,100.0,115,United States Department of Health and Human Services,100.0,115,United States Department of Health and Human Services,100.0,115,United States Department of Health and Human Services,100.0
568,what is the average height of a chinese man,"['5 ft 6 in', '167.1 cm ( 5 ft 6 in )']",List of average human height worldwide,,None,-1.0,None,None,-1.0,None,None,0.0,average adult human heights by country or geographical region,List of average human height worldwide,-1.0,None,None,-1.0,None,None,1.0
569,who wrote the song be thankful for what you got,['William DeVaughn'],Be Thankful for What You Got,,None,100.0,William DeVaughn,Be Thankful for What You Got,100.0,William DeVaughn,Be Thankful for What You Got,100.0,William DeVaughn,Be Thankful for What You Got,100.0,William DeVaughn,Be Thankful for What You Got,100.0,William DeVaughn,Be Thankful for What You Got,0.0
570,where is the hero golf challenge being played,"['Albany development in the Bahamas', 'the Albany development in the Bahamas', 'The Bahamas']",Hero World Challenge,,None,7.6923076923076925,"Sherwood Country Club, a course designed by Jack Nicklaus, in Thousand Oaks, California",Hero World Challenge,100.0,Albany development in the Bahamas,Hero World Challenge,100.0,Albany development in the Bahamas,Hero World Challenge,100.0,Albany development in the Bahamas,Hero World Challenge,100.0,Albany development in the Bahamas,Hero World Challenge,92.3076923076923
571,what is the minimum wage in france per hour,"['€ 9.88 per hour .', '11.16', '€ 1,498.47 per month , € 9.88 per hour']",List of minimum wages by country,lower than the official one,{'lower than the official one': 'List of minimum wages by country'},19.470019576785123,official minimum wage rates,List of minimum wages by country,100.0,official minimum wage rates,List of minimum wages by country,21.428571428571423,"more than 1202 minimum wage rates.
Methodology.
The minimum wages given refer to a gross amount",List of minimum wages by country,-1.0,None,None,-1.0,None,None,101.0
572,who was the president of pakistan during 1971 war,"['President Yahya Khan', 'Yahya Khan']",Indo-Pakistani War of 1971,"Zulfikar Ali Bhutto, Yahya Khan, Zulfiqar Ali Bhutto","{'Zulfikar Ali Bhutto': 'Indo-Pakistani War of 1971', 'Yahya Khan': 'Indo-Pakistani War of 1971', 'Zulfiqar Ali Bhutto': 'Indo-Pakistani War of 1971'}",100.0,Zulfiqar Ali Bhutto,Indo-Pakistani War of 1971,100.0,Zulfiqar Ali Bhutto,Indo-Pakistani War of 1971,100.0,Zulfikar Ali Bhutto,Indo-Pakistani War of 1971,100.0,Yahya Khan,Indo-Pakistani War of 1971,100.0,Yahya Khan,Indo-Pakistani War of 1971,0.0
573,which animal is the carrier of the h1n1 virus,"['Pig', 'pigs']",Swine influenza,,None,100.0,pigs,Swine influenza,100.0,pigs,Swine influenza,100.0,pigs,Swine influenza,100.0,pigs,Swine influenza,100.0,pigs,Swine influenza,0.0
574,when was the last episode of the flash aired,"['May 22 , 2018', 'May 1 , 2018']",List of The Flash episodes,,None,-1.0,None,None,0.0,"List of ""The Flash",List of The Flash episodes,0.0,"October 10, 2017",List of The Flash episodes,0.0,"January 7, 2020",List of The Flash episodes,0.0,"November 16, 2021",List of The Flash episodes,1.0
575,when was the last time stock market crashed,"['27 Oct 1997', '18 August 2015']",List of stock market crashes and bear markets,,None,-1.0,None,None,-1.0,None,None,0.0,This is a list of stock market crashes and bear markets in Europe and United States.,List of stock market crashes and bear markets,-1.0,None,None,57.703310812752896,This is a list of stock market crashes and bear markets.,List of stock market crashes and bear markets,58.703310812752896
576,who was elected the president of constituent assembly,"['Dr. Rajendra Prasad , INC', 'Dr. Rajendra Prasad', 'Rajendra Prasad']",Constituent Assembly of India,"Dr. Rajendra Prasad, Vallabhbhai Patel","{'Dr. Rajendra Prasad': 'Constituent Assembly of India', 'Vallabhbhai Patel': 'Constituent Assembly of India'}",100.0,Dr. Rajendra Prasad,Constituent Assembly of India,100.0,Dr. Rajendra Prasad,Constituent Assembly of India,100.0,Dr. Rajendra Prasad,Constituent Assembly of India,100.0,Dr. Rajendra Prasad,Constituent Assembly of India,100.0,Dr. Rajendra Prasad,Constituent Assembly of India,0.0
577,who drove the number 18 car in nascar,['Kyle Busch'],Joe Gibbs Racing,"Brad Coleman, J. J. Yeley, Kyle Busch","{'Brad Coleman': 'Joe Gibbs Racing', 'J. J. Yeley': 'Joe Gibbs Racing', 'Kyle Busch': 'Joe Gibbs Racing'}",100.0,Kyle Busch,Joe Gibbs Racing,100.0,Brad Coleman,Joe Gibbs Racing,100.0,Brad Coleman,Joe Gibbs Racing,100.0,Brad Coleman,Joe Gibbs Racing,100.0,Brad Coleman,Joe Gibbs Racing,0.0
578,all time highest goal scorer in spain national team,['David Villa'],Spain national football team records and statistics,,None,-1.0,None,None,-1.0,None,None,0.0,Top assists,Spain national football team records and statistics,0.0,"Records.
Top goalscorers",Spain national football team records and statistics,3.571428571428572,"Most caps.
As of 14 June 2021, the players with the most caps for Spain are:
Most goals.
As of 14 June 2021, the ten highest scorers for Spain are:
Most assists",Spain national football team records and statistics,4.571428571428572
579,who has won 2017 women's singles korean open series badminton championship,['P.V. Sindhu'],2017 Korea Open Super Series,,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0,Korea Open Super Series,2017 Korea Open Super Series,1.0
580,three largest cities in the world by population,['Shanghai'],List of cities proper by population,,None,0.0,3 million and above,List of cities proper by population,-1.0,None,None,0.0,city proper,List of cities proper by population,-1.0,None,None,-1.0,None,None,1.0
581,when does star trek discovery season 1 end,"['February 11 , 2018']",Star Trek: Discovery (season 1),,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
582,how many episodes is ash vs evil dead season 3,['10'],Ash vs Evil Dead,,None,-1.0,None,None,100.0,10,Ash vs Evil Dead,0.0,5,Ash vs Evil Dead,0.0,eighth,Ash vs Evil Dead,100.0,eighth,Ash vs Evil Dead,101.0
583,big bang theory season 11 how many episodes,"['14', '12']",The Big Bang Theory (season 11),,None,-1.0,None,None,-1.0,None,None,0.0,five,The Big Bang Theory (season 11),-1.0,None,None,100.0,five,The Big Bang Theory (season 11),101.0
584,who has the most international goals of all time,['Ali Daei'],List of top international association football goal scorers by country,,None,0.0,top scorer,List of top international association football goal scorers by country,-1.0,None,None,100.0,top scorer,List of top international association football goal scorers by country,-1.0,None,None,-1.0,None,None,101.0
585,how many gold medals won by india in 2018 commonwealth games,"['26', '66']",2018 Commonwealth Games medal table,,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,100.0,26,2018 Commonwealth Games medal table,100.0,26,2018 Commonwealth Games medal table,101.0
586,who is the best director in bollywood 2017,['Nitesh Tiwari'],Filmfare Award for Best Director,,None,0.0,Bimal Roy,Filmfare Award for Best Director,100.0,Bimal Roy,Filmfare Award for Best Director,100.0,Nitesh Tiwari,Filmfare Award for Best Director,100.0,Bimal Roy,Filmfare Award for Best Director,100.0,Bimal Roy,Filmfare Award for Best Director,100.0
587,when will the 2018 oscar nominations be announced,"['January 23 , 2018', 'Tuesday , January 23 , 2018']",90th Academy Awards,,None,-1.0,None,None,-1.0,None,None,47.76875403825262,"January 23, 2018",90th Academy Awards,100.0,"January 23, 2018",90th Academy Awards,100.0,"January 23, 2018",90th Academy Awards,101.0
588,when is the new dumping ground coming out 2017,"['20 January ( 2017 - 01 - 20 ) -- 15 December 2017', '15 December 2017']",The Dumping Ground (series 5),,None,-1.0,None,None,-1.0,None,None,100.0,20 January 2017,The Dumping Ground (series 5),-1.0,None,None,12.000000000000002,"20 January 2017 on CBBC and ended on 15 December 2017. The series follows the lives of the children living in the fictional children's care home of Ashdene Ridge, nicknamed by them ""The Dumping Ground"". It consists of twenty-two, thirty-minute episodes, airing in two halves in January–March and October–December 2017",The Dumping Ground (series 5),101.0
589,who plays justin on the haves and the have nots,['Nicholas James'],The Haves and the Have Nots (TV series),,None,0.0,Tyler Perry,The Haves and the Have Nots (TV series),100.0,Tyler Perry,The Haves and the Have Nots (TV series),100.0,Tyler Perry,The Haves and the Have Nots (TV series),100.0,Tyler Perry,The Haves and the Have Nots (TV series),100.0,Tyler Perry,The Haves and the Have Nots (TV series),100.0
590,when was the last time oklahoma won a national championship in football,"['2000', '2003']",List of Oklahoma Sooners football championships,,None,0.0,1946–,List of Oklahoma Sooners football championships,100.0,1946–,List of Oklahoma Sooners football championships,100.0,1946–,List of Oklahoma Sooners football championships,-1.0,None,None,-1.0,None,None,101.0
591,what is the main religion in british columbia,"['Protestant', 'Catholic']",Demographics of British Columbia,"4,254,500
Percentage of National Population: 13.2%
Population Growth Rate: 4.9%
See Also: Demographics of Canada
Vital Statistics.","{'4,254,500\nPercentage of National Population: 13.2%\nPopulation Growth Rate: 4.9%\nSee Also: Demographics of Canada\nVital Statistics.': 'Demographics of British Columbia'}",5.128205128205128,"Chinese ethnicity has risen sharply, though still outnumbered by the historically-strong population of those of German ancestry. Visible minorities have become an important factor in ethnic-based politics, though most visible minorities are less numerous than the long-standing non-British European",Demographics of British Columbia,16.666666666666668,British Columbia has a very diverse,Demographics of British Columbia,100.0,British Columbia has a very diverse,Demographics of British Columbia,0.0,Hinduism,Demographics of British Columbia,100.0,European,Demographics of British Columbia,100.0
592,who is the team that beat the eagles this season,['Kansas City Chiefs'],2017 Philadelphia Eagles season,,None,-1.0,None,None,-1.0,None,None,100.0,Kansas City Chiefs,2017 Philadelphia Eagles season,0.0,Redskins,2017 Philadelphia Eagles season,0.0,Minnesota Vikings,2017 Philadelphia Eagles season,101.0
593,when does dragon ball super episode 130 comes out,"['March 18 , 2018']",List of Dragon Ball Super episodes,,None,-1.0,None,None,23.88437701912631,"March 2, 2016",List of Dragon Ball Super episodes,33.33333333333333,"December 2, 2015",List of Dragon Ball Super episodes,100.0,2015,List of Dragon Ball Super episodes,100.0,2015,List of Dragon Ball Super episodes,101.0
594,batman the enemy with episode 5 release date,"['March 27 , 2018']",Batman: The Enemy Within,,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
595,who won the 2018 women's royal rumble match,['Asuka'],Royal Rumble (2018),,None,-1.0,None,None,-1.0,None,None,100.0,Asuka,Royal Rumble (2018),100.0,Asuka,Royal Rumble (2018),100.0,Asuka,Royal Rumble (2018),101.0
596,who won in the brown vs board of education case,['defendants'],Brown v. Board of Education,"Scott family attorneys, The District Court ruled in favor of the Board of Education, United States Supreme Court","{'Scott family attorneys': 'Brown v. Board of Education', 'The District Court ruled in favor of the Board of Education': 'Brown v. Board of Education', 'United States Supreme Court': 'Brown v. Board of Education'}",100.0,The District Court ruled in favor of the Board of Education,Brown v. Board of Education,100.0,Scott family attorneys,Brown v. Board of Education,100.0,The District Court,Brown v. Board of Education,28.57142857142857,the Brown family and the other plaintiffs,Brown v. Board of Education,100.0,The District Court,Brown v. Board of Education,71.42857142857143
597,who are nominated for president of india 2017,['Ram Nath Kovind'],"Indian presidential election, 2017",,None,-1.0,None,None,-1.0,None,None,100.0,Ram Nath Kovind,"Indian presidential election, 2017",-1.0,None,None,-1.0,None,None,101.0
598,who has won the most games in nfl 2017,['Dallas Cowboys'],NFL win–loss records,,None,-1.0,None,None,0.0,32,NFL win–loss records,100.0,32,NFL win–loss records,-1.0,None,None,-1.0,None,None,101.0
599,where was the witch of blackbird pond published,"['Houghton Mifflin', '1958', 'United States']",The Witch of Blackbird Pond,"American author Elizabeth George Speare, Bible, Prudence","{'American author Elizabeth George Speare': 'The Witch of Blackbird Pond', 'Bible': 'The Witch of Blackbird Pond', 'Prudence': 'The Witch of Blackbird Pond'}",0.0,New England,The Witch of Blackbird Pond,100.0,New England,The Witch of Blackbird Pond,100.0,New England,The Witch of Blackbird Pond,100.0,New England,The Witch of Blackbird Pond,100.0,New England,The Witch of Blackbird Pond,100.0
600,when was the last time there was a school shooting in canada,"['January 22 , 2016']",List of massacres in Canada,,None,0.0,predecessors.,List of massacres in Canada,0.0,history,List of massacres in Canada,100.0,history,List of massacres in Canada,-1.0,None,None,100.0,history,List of massacres in Canada,101.0
601,who wrote how do you do it by gerry and the pacemakers,['Mitch Murray'],How Do You Do It?,Mitch Murray,{'Mitch Murray': 'How Do You Do It?'},100.0,Mitch Murray,How Do You Do It?,100.0,Mitch Murray,How Do You Do It?,100.0,Mitch Murray,How Do You Do It?,100.0,Mitch Murray,How Do You Do It?,100.0,Mitch Murray,How Do You Do It?,0.0
602,who did michigan state play in the rose bowl,['Stanford Cardinal'],2014 Rose Bowl,,None,36.787944117144235,Stanford,2014 Rose Bowl,0.0,Michigan State Spartans,2014 Rose Bowl,100.0,Michigan State Spartans,2014 Rose Bowl,-1.0,None,None,100.0,Stanford,2014 Rose Bowl,101.0
603,who won the silver medal in womens figure skating,['Evgenia Medvedeva'],List of Olympic medalists in figure skating,2006.,{'2006.': 'List of Olympic medalists in figure skating'},0.0,Pairs,List of Olympic medalists in figure skating,0.0,Sonja Henie (Norway) and Irina Rodnina,List of Olympic medalists in figure skating,100.0,Sonja Henie (Norway) and Irina Rodnina,List of Olympic medalists in figure skating,100.0,Sonja Henie,List of Olympic medalists in figure skating,100.0,Sonja Henie,List of Olympic medalists in figure skating,100.0
604,who has the most green jackets from the masters,"['Jack Nicklaus ( 6 )', 'Nicklaus']",Masters Tournament,,None,100.0,Jack Nicklaus,Masters Tournament,100.0,Jack Nicklaus,Masters Tournament,100.0,Jack Nicklaus,Masters Tournament,100.0,Jack Nicklaus,Masters Tournament,100.0,Jack Nicklaus,Masters Tournament,0.0
605,when did britain set up east indian trading company,['31 December 1600'],East India Company,historical,{'historical': 'East India Company'},0.0,1672,East India Company,100.0,1672,East India Company,100.0,1672,East India Company,100.0,1600,East India Company,100.0,1672,East India Company,100.0
606,who has become the new chairman of sebi,['Ajay Tyagi'],Securities and Exchange Board of India,"Mr. M. Damodaran, VK Chopra, Mr. Justice NK Sodhi","{'Mr. M. Damodaran': 'Securities and Exchange Board of India', 'VK Chopra': 'Securities and Exchange Board of India', 'Mr. Justice NK Sodhi': 'Securities and Exchange Board of India'}",40.0,Mr. Justice J P Devadhar,Securities and Exchange Board of India,0.0,Upendra Kumar Sinha,Securities and Exchange Board of India,100.0,Ajay Tyagi,Securities and Exchange Board of India,100.0,Ajay Tyagi,Securities and Exchange Board of India,100.0,Ajay Tyagi,Securities and Exchange Board of India,100.0
607,how many times has psg won champions league,['46'],List of Paris Saint-Germain F.C. records and statistics,,None,0.0,The following players have won these awards while playing for Paris Saint-Germain,List of Paris Saint-Germain F.C. records and statistics,0.0,once,List of Paris Saint-Germain F.C. records and statistics,0.0,seven,List of Paris Saint-Germain F.C. records and statistics,100.0,seven,List of Paris Saint-Germain F.C. records and statistics,0.0,nine,List of Paris Saint-Germain F.C. records and statistics,100.0
608,total goals scored by ronaldo in la liga,['309'],List of La Liga top scorers,,None,-1.0,None,None,-1.0,None,None,0.0,56,List of La Liga top scorers,0.0,50,List of La Liga top scorers,0.0,474,List of La Liga top scorers,1.0
609,largest state in the us by land mass,['Alaska'],List of U.S. states and territories by area,,None,0.0,"total area"", ""land area",List of U.S. states and territories by area,100.0,"total area"", ""land area",List of U.S. states and territories by area,100.0,total area,List of U.S. states and territories by area,11.76470588235294,"U.S. states, federal district, and its major territories ordered by total area, land area, and water area",List of U.S. states and territories by area,88.23529411764706,"U.S. states, federal district and its major territories ordered by total area, land area and water area",List of U.S. states and territories by area,100.0
610,who are the dallas cowboys playing on thanksgiving,"['Los Angeles Chargers', 'the Detroit Lions']",NFL on Thanksgiving Day,,None,60.653065971263345,Detroit Lions,NFL on Thanksgiving Day,100.0,Detroit Lions,NFL on Thanksgiving Day,100.0,Detroit Lions,NFL on Thanksgiving Day,14.285714285714285,one game hosted by the Dallas Cowboys,NFL on Thanksgiving Day,100.0,Dallas Cowboys,NFL on Thanksgiving Day,85.71428571428572
