,Question,GT Answer,GT Topic,2008 Bleu Score,2008 Predicted,2008 Topic,2014 Bleu Score,2014 Predicted,2014 Topic,2016 Bleu Score,2016 Predicted,2016 Topic,2018 Bleu Score,2018 Predicted,2018 Topic,2020 Bleu Score,2020 Predicted,2020 Topic,2021 Bleu Score,2021 Predicted,2021 Topic,max - min
535,when was son of a preacher man released,"['November 8 , 1968', 'late 1968']",Son of a Preacher Man,36.787944117144235,1968,Son of a Preacher Man,36.787944117144235,1968,Son of a Preacher Man,36.787944117144235,1968,Son of a Preacher Man,36.787944117144235,1968,Son of a Preacher Man,36.787944117144235,1968,Son of a Preacher Man,100.0,late 1968,Son of a Preacher Man,63.212055882855765
536,when did world war 2 officially start and end,"['1 September 1939 -- 2 September 1945', '1 September 1939', 'September 1939 -- 2 September 1945 (', '1939']",World War II,100.0,1945,World War II,66.66666666666666,1939 to 1945,World War II,100.0,2 September 1945,World War II,100.0,1 September 1939,World War II,100.0,2 September 1945,World War II,100.0,2 September 1945,World War II,33.33333333333334
537,who wrote the song mary had a little lamb,"['Sarah Josepha Hale', 'Sarah Josepha Hale , John Roulstone']",Mary Had a Little Lamb,100.0,Sarah Josepha Hale,Mary Had a Little Lamb,100.0,Sarah Josepha Hale,Mary Had a Little Lamb,100.0,Sarah Josepha Hale,Mary Had a Little Lamb,100.0,Sarah Josepha Hale,Mary Had a Little Lamb,100.0,Sarah Josepha Hale,Mary Had a Little Lamb,100.0,Sarah Josepha Hale,Mary Had a Little Lamb,0.0
538,which is the first private medical college in kerala,"['1998', 'Government Medical College , Thiruvananthapuram', 'Amrita Institute of Medical Sciences and Research Centre']",List of medical colleges in Kerala,-1.0,None,None,-1.0,None,None,-1.0,None,None,66.66666666666666,Unani Medical College,List of medical colleges in Kerala,66.66666666666666,Unani Medical College,List of medical colleges in Kerala,66.66666666666666,Unani Medical College,List of medical colleges in Kerala,67.66666666666666
539,when was i look at the world poem written,['30 -- 31 October 2000'],When I Look at the World,1.8315638888734178,2000,When I Look at the World,-1.0,None,None,-1.0,None,None,1.8315638888734178,2000,When I Look at the World,-1.0,None,None,1.8315638888734178,2000,When I Look at the World,2.8315638888734176
540,who won the mvp for the national league,"['Giancarlo Stanton', 'Stanton , Giancarlo']",Major League Baseball Most Valuable Player Award,0.0,Hack Wilson,Major League Baseball Most Valuable Player Award,0.0,Frank Robinson,Major League Baseball Most Valuable Player Award,0.0,Frank Robinson,Major League Baseball Most Valuable Player Award,50.0,carlo Stanton,Major League Baseball Most Valuable Player Award,0.0,Babe Ruth,Major League Baseball Most Valuable Player Award,0.0,Babe Ruth,Major League Baseball Most Valuable Player Award,50.0
541,when was a series of unfortunate events published,"['September 1999', 'September 30 , 1999 -- October 14 , 2006']",A Series of Unfortunate Events,36.787944117144235,1999,A Series of Unfortunate Events,50.0,October 2013,A Series of Unfortunate Events,66.66666666666666,"September 30, 1999",A Series of Unfortunate Events,100.0,October 2006,A Series of Unfortunate Events,36.787944117144235,2006,A Series of Unfortunate Events,50.0,September 2014,A Series of Unfortunate Events,63.212055882855765
542,who produced a change is gonna come,['Hugo & Luigi'],A Change Is Gonna Come,0.0,A Change,A Change Is Gonna Come,66.66666666666666,Hugo &amp; Luigi,A Change Is Gonna Come,66.66666666666666,Hugo &amp; Luigi,A Change Is Gonna Come,66.66666666666666,Hugo &amp; Luigi,A Change Is Gonna Come,66.66666666666666,Hugo &amp; Luigi,A Change Is Gonna Come,66.66666666666666,Hugo &amp; Luigi,A Change Is Gonna Come,66.66666666666666
543,how long are the episodes in stranger things season 1,"['one - hour - long episodes', '42 -- 62 minutes']",Stranger Things,-1.0,None,None,-1.0,None,None,0.0,Stranger Things,Stranger Things,0.0,eight hours,Stranger Things,0.0,eight one-hour-long,Stranger Things,0.0,eight or so hours,Stranger Things,1.0
544,when does sam realize he is jim in ghost whisperer,['Leap of Faith'],Ghost Whisperer (season 4),-1.0,None,None,-1.0,None,None,-1.0,None,None,14.285714285714285,he has no memory of being Jim,Ghost Whisperer (season 4),-1.0,None,None,14.285714285714285,he has no memory of being Jim,Ghost Whisperer (season 4),15.285714285714285
545,where is this years army navy game played,"['Lincoln Financial Field', 'Lincoln Financial Field in Philadelphia']",Army–Navy Game,-1.0,None,None,0.0,The Rose Bowl,Army–Navy Game,0.0,Philadelphia's Municipal Stadium,Army–Navy Game,0.0,Chicago,Army–Navy Game,2.4844720496894412,"Philadelphia using a sprawling temporary station constructed each year near Municipal Stadium on the railroad's Greenwich freight yard. The service, with more than 40 trains serving as many as 30,000 attendees, was the single largest concentrated passenger rail movement in the country.
All games contested in Philadelphia through 1935 were played at Franklin Field, the home field of the University of Pennsylvania. From 1936 through 1979, all games contested in Philadelphia were held in Municipal Stadium, renamed John F. Kennedy Stadium in 1964. From 1980 to 2001, all games contested in Philadelphia were hosted by Veterans Stadium. Since 2003, all games contested in Philadelphia have been played in Lincoln Financial Field.
Only six games have ever been held on the campus of either academy (with a seventh to follow in 2020), primarily because neither team plays at an on-campus stadium large enough to accommodate the large crowds that attend the game. Army's Michie Stadium seats only 38,000, while Navy's Navy–Marine Corps Memorial Stadium",Army–Navy Game,0.0,The Rose Bowl,Army–Navy Game,3.4844720496894412
546,how long is the famous suspension bridge in san francisco and what is it called,"['8,981 ft ( 2,737.4 m ) , about 1.7 mi ( 2.7 km )', 'one - mile - wide']",Golden Gate Bridge,0.0,Golden Gate Bridge,Golden Gate Bridge,0.0,27 minutes,Golden Gate Bridge,0.0,70 years,Golden Gate Bridge,0.0,Doyle Drive,Golden Gate Bridge,0.0,70 years,Golden Gate Bridge,0.0,Doyle Drive,Golden Gate Bridge,0.0
547,who sings song at the end of beauty and the beast,['Josh Groban'],Beauty and the Beast (2017 soundtrack),-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0,Howard Ashman,Beauty and the Beast (2017 soundtrack),0.0,Emma Watson,Beauty and the Beast (2017 soundtrack),0.0,Emma Watson,Beauty and the Beast (2017 soundtrack),1.0
548,host of the late show who was once a correspondent for the daily show,"['Craig Kilborn', 'Stephen Colbert']",List of The Daily Show correspondents,-1.0,None,None,0.0,Jon Stewart,List of The Daily Show correspondents,0.0,Trevor Noah,List of The Daily Show correspondents,0.0,Trevor Noah,List of The Daily Show correspondents,0.0,Trevor Noah,List of The Daily Show correspondents,0.0,Trevor Noah,List of The Daily Show correspondents,1.0
549,where did students for a democratic society start,"['the University of Michigan campus at Ann Arbor , Michigan', 'Ann Arbor , Michigan', 'University of Michigan campus at Ann Arbor , Michigan']",Students for a Democratic Society,23.88437701912631,the United States,Students for a Democratic Society,23.88437701912631,the United States,Students for a Democratic Society,40.0,University of Wisconsin in Madison,Students for a Democratic Society,23.88437701912631,the United States,Students for a Democratic Society,75.14772930752859,University of Michigan campus at Ann Arbor,Students for a Democratic Society,75.14772930752859,University of Michigan campus at Ann Arbor,Students for a Democratic Society,51.26335228840229
550,when was last time bayern munich won champions league,"['2000 -- 01', '2012 -- 13', '2013']",List of European Cup and UEFA Champions League finals,-1.0,None,None,0.0,1960,List of European Cup and UEFA Champions League finals,0.0,2015,List of European Cup and UEFA Champions League finals,0.0,1956 to 1960,List of European Cup and UEFA Champions League finals,0.0,2009,List of European Cup and UEFA Champions League finals,0.0,2009,List of European Cup and UEFA Champions League finals,1.0
551,what genre is the magic tree house books,"[""Children 's historical fantasy""]",Magic Tree House,-1.0,None,None,-1.0,None,None,0.0,children's,Magic Tree House,0.0,children's,Magic Tree House,0.0,children's,Magic Tree House,0.0,children's,Magic Tree House,1.0
552,who wrote the song city of new orleans,['Steve Goodman'],City of New Orleans (song),100.0,Steve Goodman,City of New Orleans (song),100.0,Steve Goodman,City of New Orleans (song),100.0,Steve Goodman,City of New Orleans (song),100.0,Steve Goodman,City of New Orleans (song),100.0,Steve Goodman,City of New Orleans (song),100.0,Steve Goodman,City of New Orleans (song),0.0
553,who won the ncaa women's championship last year 2017,"['South Carolina Gamecocks', 'South Carolina']",2017 NCAA Division I Women's Basketball Tournament,-1.0,None,None,-1.0,None,None,-1.0,None,None,100.0,South Carolina,2017 NCAA Division I Women's Basketball Tournament,100.0,South Carolina,2017 NCAA Division I Women's Basketball Tournament,100.0,South Carolina,2017 NCAA Division I Women's Basketball Tournament,101.0
554,who has the most yards per carry in nfl history,"['Emmitt Smith', 'Jim Brown']",List of National Football League career rushing yards leaders,-1.0,None,None,-1.0,None,None,-1.0,None,None,100.0,Emmitt Smith,List of National Football League career rushing yards leaders,100.0,Emmitt Smith,List of National Football League career rushing yards leaders,100.0,Emmitt Smith,List of National Football League career rushing yards leaders,101.0
555,when did they start adding zinc to pennies,"['1864', '1943', '1864 -- 1942']",Penny (United States coin),-1.0,None,None,-1.0,None,None,0.0,1982,Penny (United States coin),100.0,1943,Penny (United States coin),100.0,1943,Penny (United States coin),100.0,1943,Penny (United States coin),101.0
556,who won last year's ncaa women's basketball,['South Carolina'],NCAA Division I Women's Basketball Tournament,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0,the NCAA,NCAA Division I Women's Basketball Tournament,0.0,the NCAA,NCAA Division I Women's Basketball Tournament,0.0,the NCAA,NCAA Division I Women's Basketball Tournament,1.0
557,how many episodes of touching evil are there,['16'],Touching Evil,0.0,six fifty-minute (one-hour with adverts) episodes,Touching Evil,0.0,12,Touching Evil,-1.0,None,None,1.5151515151515158,"six 50 minute (one-hour with advertisements) episodes. It was created by Paul Abbott, and written by Abbott with Russell T Davies. The serial was very popular, and led to two sequel serials in 1998 and 1999, although these were not written by Abbott or Davies. The first episode aired on 29 April 1997. The last episode of the series aired on 6 June 1999, after 16",Touching Evil,-1.0,None,None,100.0,16,Touching Evil,101.0
558,what was the result of the revolt of 1857,"['British victory', 'Suppression of the revolt', 'led to the dissolution of the East India Company , and forced the British to reorganize the army , the financial system , and the administration in India , through the passage of the Government of India Act 1858']",Indian Rebellion of 1857,60.0,end of both the East India Company's rule in India,Indian Rebellion of 1857,100.0,dissolution of the East India Company in 1858,Indian Rebellion of 1857,100.0,dissolution of the East India Company,Indian Rebellion of 1857,100.0,dissolution of the East India Company,Indian Rebellion of 1857,100.0,dissolution of the East India Company,Indian Rebellion of 1857,100.0,dissolution of the East India Company,Indian Rebellion of 1857,40.0
559,who wrote shes always a woman to me,"['Joel', 'Billy Joel']",She's Always a Woman,-1.0,None,None,100.0,Joel,She's Always a Woman,100.0,Joel,She's Always a Woman,100.0,Billy Joel,She's Always a Woman,100.0,Joel,She's Always a Woman,100.0,Joel,She's Always a Woman,101.0
560,what is the largest city in the united states per square mile,['Sitka'],List of United States cities by area,0.0,San Francisco is an extreme example; water makes up nearly 80% of its total area of 232,List of United States cities by area,0.0,San Francisco,List of United States cities by area,0.0,San Francisco,List of United States cities by area,0.0,San Francisco,List of United States cities by area,-1.0,None,None,0.0,San Francisco,List of United States cities by area,1.0
561,how many episodes in great british bake off 2017,['10'],The Great British Bake Off,-1.0,None,None,0.0,twelve,The Great British Bake Off,0.0,seven,The Great British Bake Off,0.0,twelve,The Great British Bake Off,0.0,four,The Great British Bake Off,0.0,seven,The Great British Bake Off,1.0
562,when does nathan get in a car accident,"[""`` The Show Must Go On ''"", 'The Show Must Go On']",One Tree Hill (season 3),0.0,en route to London for their honeymoon,One Tree Hill (season 3),0.0,wedding vows,One Tree Hill (season 3),0.0,wedding vows,One Tree Hill (season 3),-1.0,None,None,-1.0,None,None,0.0,after the season has completed broadcast on television,One Tree Hill (season 3),1.0
563,what breed of dog is the teddy bear dog,"['Zuchon', 'Crossbreed of Bichon Frisé x Shih Tzu']",Zuchon,-1.0,None,None,-1.0,None,None,100.0,Zuchon,Zuchon,100.0,Zuchon,Zuchon,-1.0,None,None,-1.0,None,None,101.0
564,who won the 1st battle of bull run,"['Confederate forces', 'Confederate victory', 'Confederate']",First Battle of Bull Run,0.0,Beauregard,First Battle of Bull Run,100.0,Confederate,First Battle of Bull Run,100.0,Confederate,First Battle of Bull Run,100.0,Confederate,First Battle of Bull Run,100.0,Confederate,First Battle of Bull Run,100.0,Confederate,First Battle of Bull Run,100.0
565,where does the paraguay river start and end,"['Parecis plateau , Mato Grosso , Brazil', 'from its headwaters in the Brazilian state of Mato Grosso to its confluence with the Paraná River north of Corrientes and Resistencia']",Paraguay River,40.21920276213836,joining with the Parana River,Paraguay River,53.62560368285115,joining with the Paraná River,Paraguay River,53.62560368285115,joining with the Paraná River,Paraguay River,67.03200460356393,north of Corrientes and Resistencia,Paraguay River,67.03200460356393,north of Corrientes and Resistencia,Paraguay River,67.03200460356393,north of Corrientes and Resistencia,Paraguay River,26.812801841425575
566,when does kc undercover season 3 episode 10 air,"['November 10 , 2017']",List of K.C. Undercover episodes,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0,"February 2, 2018",List of K.C. Undercover episodes,0.0,"February 2, 2018",List of K.C. Undercover episodes,0.0,"February 2, 2018",List of K.C. Undercover episodes,1.0
567,number of employees in the department of health and human services,"['79,540', '79,540 ( 2015 )']",United States Department of Health and Human Services,0.0,Operating Divisions,United States Department of Health and Human Services,0.0,115,United States Department of Health and Human Services,0.0,115,United States Department of Health and Human Services,0.0,115,United States Department of Health and Human Services,0.0,115,United States Department of Health and Human Services,0.0,115,United States Department of Health and Human Services,0.0
568,what is the average height of a chinese man,"['5 ft 6 in', '167.1 cm ( 5 ft 6 in )']",List of average human height worldwide,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0,average adult human heights by country or geographical region,List of average human height worldwide,-1.0,None,None,-1.0,None,None,1.0
569,who wrote the song be thankful for what you got,['William DeVaughn'],Be Thankful for What You Got,-1.0,None,None,100.0,William DeVaughn,Be Thankful for What You Got,100.0,William DeVaughn,Be Thankful for What You Got,100.0,William DeVaughn,Be Thankful for What You Got,100.0,William DeVaughn,Be Thankful for What You Got,100.0,William DeVaughn,Be Thankful for What You Got,101.0
570,where is the hero golf challenge being played,"['Albany development in the Bahamas', 'the Albany development in the Bahamas', 'The Bahamas']",Hero World Challenge,-1.0,None,None,7.6923076923076925,"Sherwood Country Club, a course designed by Jack Nicklaus, in Thousand Oaks, California",Hero World Challenge,100.0,Albany development in the Bahamas,Hero World Challenge,100.0,Albany development in the Bahamas,Hero World Challenge,100.0,Albany development in the Bahamas,Hero World Challenge,100.0,Albany development in the Bahamas,Hero World Challenge,101.0
571,what is the minimum wage in france per hour,"['€ 9.88 per hour .', '11.16', '€ 1,498.47 per month , € 9.88 per hour']",List of minimum wages by country,0.0,lower than the official one,List of minimum wages by country,0.0,official minimum wage rates,List of minimum wages by country,0.0,official minimum wage rates,List of minimum wages by country,0.0,"more than 1202 minimum wage rates.
Methodology.
The minimum wages given refer to a gross amount",List of minimum wages by country,-1.0,None,None,-1.0,None,None,1.0
572,who was the president of pakistan during 1971 war,"['President Yahya Khan', 'Yahya Khan']",Indo-Pakistani War of 1971,100.0,Yahya Khan,Indo-Pakistani War of 1971,100.0,Yahya Khan,Indo-Pakistani War of 1971,100.0,Yahya Khan,Indo-Pakistani War of 1971,0.0,Zulfikar Ali Bhutto,Indo-Pakistani War of 1971,100.0,Yahya Khan,Indo-Pakistani War of 1971,100.0,Yahya Khan,Indo-Pakistani War of 1971,100.0
573,which animal is the carrier of the h1n1 virus,"['Pig', 'pigs']",Swine influenza,-1.0,None,None,100.0,pigs,Swine influenza,100.0,pigs,Swine influenza,100.0,pigs,Swine influenza,100.0,pigs,Swine influenza,100.0,pigs,Swine influenza,101.0
574,when was the last episode of the flash aired,"['May 22 , 2018', 'May 1 , 2018']",List of The Flash episodes,-1.0,None,None,-1.0,None,None,0.0,"List of ""The Flash",List of The Flash episodes,0.0,"October 10, 2017",List of The Flash episodes,0.0,"January 7, 2020",List of The Flash episodes,0.0,"November 16, 2021",List of The Flash episodes,1.0
575,when was the last time stock market crashed,"['27 Oct 1997', '18 August 2015']",List of stock market crashes and bear markets,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0,This is a list of stock market crashes and bear markets in Europe and United States.,List of stock market crashes and bear markets,-1.0,None,None,0.0,This is a list of stock market crashes and bear markets.,List of stock market crashes and bear markets,1.0
576,who was elected the president of constituent assembly,"['Dr. Rajendra Prasad , INC', 'Dr. Rajendra Prasad', 'Rajendra Prasad']",Constituent Assembly of India,100.0,Dr. Rajendra Prasad,Constituent Assembly of India,100.0,Dr. Rajendra Prasad,Constituent Assembly of India,100.0,Dr. Rajendra Prasad,Constituent Assembly of India,100.0,Dr. Rajendra Prasad,Constituent Assembly of India,100.0,Dr. Rajendra Prasad,Constituent Assembly of India,100.0,Dr. Rajendra Prasad,Constituent Assembly of India,0.0
577,who drove the number 18 car in nascar,['Kyle Busch'],Joe Gibbs Racing,100.0,Kyle Busch,Joe Gibbs Racing,100.0,Kyle Busch,Joe Gibbs Racing,0.0,Bobby Labonte,Joe Gibbs Racing,0.0,Brad Coleman,Joe Gibbs Racing,0.0,Brad Coleman,Joe Gibbs Racing,0.0,Bobby Labonte,Joe Gibbs Racing,100.0
578,all time highest goal scorer in spain national team,['David Villa'],Spain national football team records and statistics,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0,Top assists,Spain national football team records and statistics,0.0,"Records.
Top goalscorers",Spain national football team records and statistics,0.0,"Most caps.
As of 14 June 2021, the players with the most caps for Spain are:
Most goals.
As of 14 June 2021, the ten highest scorers for Spain are:
Most assists",Spain national football team records and statistics,1.0
579,who has won 2017 women's singles korean open series badminton championship,['P.V. Sindhu'],2017 Korea Open Super Series,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0,Korea Open Super Series,2017 Korea Open Super Series,1.0
580,three largest cities in the world by population,['Shanghai'],List of cities proper by population,-1.0,None,None,0.0,3 million and above,List of cities proper by population,-1.0,None,None,0.0,city proper,List of cities proper by population,-1.0,None,None,-1.0,None,None,1.0
581,when does star trek discovery season 1 end,"['February 11 , 2018']",Star Trek: Discovery (season 1),-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
582,how many episodes is ash vs evil dead season 3,['10'],Ash vs Evil Dead,-1.0,None,None,-1.0,None,None,100.0,10,Ash vs Evil Dead,0.0,5,Ash vs Evil Dead,0.0,eighth,Ash vs Evil Dead,0.0,eighth,Ash vs Evil Dead,101.0
583,big bang theory season 11 how many episodes,"['14', '12']",The Big Bang Theory (season 11),-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0,five,The Big Bang Theory (season 11),-1.0,None,None,0.0,twelve,The Big Bang Theory (season 11),1.0
584,who has the most international goals of all time,['Ali Daei'],List of top international association football goal scorers by country,-1.0,None,None,0.0,top scorer,List of top international association football goal scorers by country,-1.0,None,None,0.0,top scorer,List of top international association football goal scorers by country,-1.0,None,None,-1.0,None,None,1.0
585,how many gold medals won by india in 2018 commonwealth games,"['26', '66']",2018 Commonwealth Games medal table,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,100.0,26,2018 Commonwealth Games medal table,100.0,26,2018 Commonwealth Games medal table,101.0
586,who is the best director in bollywood 2017,['Nitesh Tiwari'],Filmfare Award for Best Director,-1.0,None,None,0.0,Bimal Roy,Filmfare Award for Best Director,0.0,Bimal Roy,Filmfare Award for Best Director,100.0,Nitesh Tiwari,Filmfare Award for Best Director,100.0,Nitesh Tiwari,Filmfare Award for Best Director,100.0,Nitesh Tiwari,Filmfare Award for Best Director,101.0
587,when will the 2018 oscar nominations be announced,"['January 23 , 2018', 'Tuesday , January 23 , 2018']",90th Academy Awards,-1.0,None,None,-1.0,None,None,-1.0,None,None,47.76875403825262,"January 23, 2018",90th Academy Awards,47.76875403825262,"January 23, 2018",90th Academy Awards,47.76875403825262,"January 23, 2018",90th Academy Awards,48.76875403825262
588,when is the new dumping ground coming out 2017,"['20 January ( 2017 - 01 - 20 ) -- 15 December 2017', '15 December 2017']",The Dumping Ground (series 5),-1.0,None,None,-1.0,None,None,-1.0,None,None,100.0,20 January 2017,The Dumping Ground (series 5),-1.0,None,None,12.000000000000002,"20 January 2017 on CBBC and ended on 15 December 2017. The series follows the lives of the children living in the fictional children's care home of Ashdene Ridge, nicknamed by them ""The Dumping Ground"". It consists of twenty-two, thirty-minute episodes, airing in two halves in January–March and October–December 2017",The Dumping Ground (series 5),101.0
589,who plays justin on the haves and the have nots,['Nicholas James'],The Haves and the Have Nots (TV series),-1.0,None,None,0.0,Tyler Perry,The Haves and the Have Nots (TV series),0.0,Angela Robinson,The Haves and the Have Nots (TV series),0.0,Tyler Perry,The Haves and the Have Nots (TV series),0.0,Tyler Perry,The Haves and the Have Nots (TV series),0.0,Greenleaf,The Haves and the Have Nots (TV series),1.0
590,when was the last time oklahoma won a national championship in football,"['2000', '2003']",List of Oklahoma Sooners football championships,-1.0,None,None,0.0,1946–,List of Oklahoma Sooners football championships,0.0,1946–,List of Oklahoma Sooners football championships,0.0,1946–,List of Oklahoma Sooners football championships,-1.0,None,None,-1.0,None,None,1.0
591,what is the main religion in british columbia,"['Protestant', 'Catholic']",Demographics of British Columbia,0.0,"4,254,500
Percentage of National Population: 13.2%
Population Growth Rate: 4.9%
See Also: Demographics of Canada
Vital Statistics.",Demographics of British Columbia,0.0,British Columbia has a very diverse,Demographics of British Columbia,0.0,British Columbia has a very diverse,Demographics of British Columbia,0.0,British Columbia has a very diverse,Demographics of British Columbia,0.0,Hinduism,Demographics of British Columbia,0.0,Sikhism,Demographics of British Columbia,0.0
592,who is the team that beat the eagles this season,['Kansas City Chiefs'],2017 Philadelphia Eagles season,-1.0,None,None,-1.0,None,None,-1.0,None,None,100.0,Kansas City Chiefs,2017 Philadelphia Eagles season,0.0,Redskins,2017 Philadelphia Eagles season,0.0,Minnesota Vikings,2017 Philadelphia Eagles season,101.0
593,when does dragon ball super episode 130 comes out,"['March 18 , 2018']",List of Dragon Ball Super episodes,-1.0,None,None,-1.0,None,None,23.88437701912631,"March 2, 2016",List of Dragon Ball Super episodes,0.0,"July 5, 2015",List of Dragon Ball Super episodes,0.0,2015,List of Dragon Ball Super episodes,0.0,2015,List of Dragon Ball Super episodes,24.88437701912631
594,batman the enemy with episode 5 release date,"['March 27 , 2018']",Batman: The Enemy Within,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
595,who won the 2018 women's royal rumble match,['Asuka'],Royal Rumble (2018),-1.0,None,None,-1.0,None,None,-1.0,None,None,100.0,Asuka,Royal Rumble (2018),100.0,Asuka,Royal Rumble (2018),100.0,Asuka,Royal Rumble (2018),101.0
596,who won in the brown vs board of education case,['defendants'],Brown v. Board of Education,0.0,Scott family attorneys,Brown v. Board of Education,0.0,The District Court ruled in favor of the Board of Education,Brown v. Board of Education,0.0,Mae Mallory,Brown v. Board of Education,0.0,Naomi Brooks,Brown v. Board of Education,0.0,Mae Mallory,Brown v. Board of Education,0.0,The District Court,Brown v. Board of Education,0.0
597,who are nominated for president of india 2017,['Ram Nath Kovind'],"Indian presidential election, 2017",-1.0,None,None,-1.0,None,None,-1.0,None,None,100.0,Ram Nath Kovind,"Indian presidential election, 2017",-1.0,None,None,-1.0,None,None,101.0
598,who has won the most games in nfl 2017,['Dallas Cowboys'],NFL win–loss records,-1.0,None,None,-1.0,None,None,0.0,32,NFL win–loss records,0.0,32,NFL win–loss records,-1.0,None,None,-1.0,None,None,1.0
599,where was the witch of blackbird pond published,"['Houghton Mifflin', '1958', 'United States']",The Witch of Blackbird Pond,0.0,American author Elizabeth George Speare,The Witch of Blackbird Pond,0.0,New England,The Witch of Blackbird Pond,0.0,New England,The Witch of Blackbird Pond,0.0,New England,The Witch of Blackbird Pond,0.0,"Old Wethersfield, Connecticut",The Witch of Blackbird Pond,0.0,New England,The Witch of Blackbird Pond,0.0
600,when was the last time there was a school shooting in canada,"['January 22 , 2016']",List of massacres in Canada,-1.0,None,None,0.0,predecessors.,List of massacres in Canada,0.0,history,List of massacres in Canada,0.0,history,List of massacres in Canada,-1.0,None,None,0.0,history,List of massacres in Canada,1.0
601,who wrote how do you do it by gerry and the pacemakers,['Mitch Murray'],How Do You Do It?,100.0,Mitch Murray,How Do You Do It?,100.0,Mitch Murray,How Do You Do It?,100.0,Mitch Murray,How Do You Do It?,100.0,Mitch Murray,How Do You Do It?,100.0,Mitch Murray,How Do You Do It?,100.0,Mitch Murray,How Do You Do It?,0.0
602,who did michigan state play in the rose bowl,['Stanford Cardinal'],2014 Rose Bowl,-1.0,None,None,36.787944117144235,Stanford,2014 Rose Bowl,0.0,Michigan State Spartans,2014 Rose Bowl,0.0,Michigan State Spartans,2014 Rose Bowl,-1.0,None,None,36.787944117144235,Stanford,2014 Rose Bowl,37.787944117144235
603,who won the silver medal in womens figure skating,['Evgenia Medvedeva'],List of Olympic medalists in figure skating,0.0,2006.,List of Olympic medalists in figure skating,0.0,Pairs,List of Olympic medalists in figure skating,0.0,Sonja Henie (Norway) and Irina Rodnina,List of Olympic medalists in figure skating,0.0,Sonja Henie (Norway) and Irina Rodnina,List of Olympic medalists in figure skating,0.0,Sonja Henie,List of Olympic medalists in figure skating,0.0,Evgeni Plushenko,List of Olympic medalists in figure skating,0.0
604,who has the most green jackets from the masters,"['Jack Nicklaus ( 6 )', 'Nicklaus']",Masters Tournament,-1.0,None,None,100.0,Jack Nicklaus,Masters Tournament,100.0,Jack Nicklaus,Masters Tournament,100.0,Jack Nicklaus,Masters Tournament,100.0,Jack Nicklaus,Masters Tournament,100.0,Jack Nicklaus,Masters Tournament,101.0
605,when did britain set up east indian trading company,['31 December 1600'],East India Company,0.0,historical,East India Company,0.0,1672,East India Company,0.0,1672,East India Company,13.53352832366127,1600,East India Company,13.53352832366127,1600,East India Company,13.53352832366127,1600,East India Company,13.53352832366127
606,who has become the new chairman of sebi,['Ajay Tyagi'],Securities and Exchange Board of India,0.0,Mr. M. Damodaran,Securities and Exchange Board of India,0.0,Upendra Kumar Sinha,Securities and Exchange Board of India,0.0,Upendra Kumar Sinha,Securities and Exchange Board of India,100.0,Ajay Tyagi,Securities and Exchange Board of India,100.0,Ajay Tyagi,Securities and Exchange Board of India,100.0,Ajay Tyagi,Securities and Exchange Board of India,100.0
607,how many times has psg won champions league,['46'],List of Paris Saint-Germain F.C. records and statistics,-1.0,None,None,0.0,The following players have won these awards while playing for Paris Saint-Germain,List of Paris Saint-Germain F.C. records and statistics,0.0,once,List of Paris Saint-Germain F.C. records and statistics,0.0,seven,List of Paris Saint-Germain F.C. records and statistics,0.0,nine,List of Paris Saint-Germain F.C. records and statistics,0.0,nine,List of Paris Saint-Germain F.C. records and statistics,1.0
608,total goals scored by ronaldo in la liga,['309'],List of La Liga top scorers,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0,56,List of La Liga top scorers,0.0,50,List of La Liga top scorers,0.0,474,List of La Liga top scorers,1.0
609,largest state in the us by land mass,['Alaska'],List of U.S. states and territories by area,-1.0,None,None,0.0,"total area"", ""land area",List of U.S. states and territories by area,0.0,"total area"", ""land area",List of U.S. states and territories by area,0.0,total area,List of U.S. states and territories by area,0.0,"U.S. states, federal district, and its major territories ordered by total area, land area, and water area",List of U.S. states and territories by area,0.0,"U.S. states, federal district and its major territories ordered by total area, land area and water area",List of U.S. states and territories by area,1.0
610,who are the dallas cowboys playing on thanksgiving,"['Los Angeles Chargers', 'the Detroit Lions']",NFL on Thanksgiving Day,-1.0,None,None,60.653065971263345,Detroit Lions,NFL on Thanksgiving Day,60.653065971263345,Detroit Lions,NFL on Thanksgiving Day,60.653065971263345,Detroit Lions,NFL on Thanksgiving Day,14.285714285714285,one game hosted by the Dallas Cowboys,NFL on Thanksgiving Day,33.33333333333333,the Salvation Army,NFL on Thanksgiving Day,61.653065971263345
